sample,Ph,SOC,N,LAT,Altitude,NDVI,AI,K
A28225,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.109454437
A28226,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.841496771
A28227,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.687011214
A28228,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,7.663901472
A28229,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,9.929455959
A28230,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,7.653914392
A28231,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,9.572796669
A28232,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,0.874908015
A28233,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,3.759494557
A28234,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,2.544463168
A28235,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,2.306522379
A28236,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,2.2858217
A28237,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,3.037276115
A28238,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,13.96133666
A28239,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,14.14263869
A28240,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,15.69671602
A28241,0.107655217,3.99348756,2.487487978,4.3912,1308,0.147939145,0.219264612,14.04122183
A28242,0.107655217,3.99348756,2.487487978,4.3912,1308,0.147939145,0.219264612,11.7616027
A28243,0.107655217,3.99348756,2.487487978,4.3912,1308,0.147939145,0.219264612,13.65771452
A28244,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,14.46365393
A28245,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,11.29684961
A28246,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,17.51694776
A28247,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,10.15879527
A28248,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,11.18642214
A28249,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,10.37648556
A28250,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,12.00864503
A28251,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,10.18596394
A28252,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,8.793734914
A28253,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,15.29159316
A28254,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,8.982846761
A28255,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,11.19151642
A28256,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,10.7219459
A28257,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,12.29814023
A28258,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,8.750039066
A28259,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,12.49376245
A28260,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,15.2047954
A28261,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,13.62639888
A28262,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,6.965275124
A28263,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,5.834295707
A28264,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,7.944857691
A28265,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,13.0425857
A28266,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,10.8628303
A28267,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,8.609137663
A28268,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,10.57112168
A28269,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,9.380002943
A28270,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,11.49801378
A28271,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,12.28037075
A28272,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,11.45953529
A28273,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,14.24589503
A28274,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,10.81592478
A28275,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,12.04690152
A28276,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,12.78508799
A28277,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,11.80886749
A28278,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,11.38962326
A28279,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,11.82604949
A28280,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,11.05046424
A28281,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,10.39878982
A28282,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,6.643838212
A28283,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,11.98926146
A28284,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,10.15088918
A28285,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,12.10342333
A28286,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,7.646491354
A28287,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,6.584256863
A28288,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,5.754506821
A28289,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,2.911133456
A28290,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,8.299593363
A28291,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,9.139015401
A28292,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,6.676924233
A28293,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,3.379896266
A28294,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,2.94076173
A28295,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,3.650040896
A28296,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,2.713925886
A28297,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,3.376668606
A28298,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,5.031232144
A28299,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,2.817359408
A28300,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,6.118106106
A28301,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,4.092163439
A28302,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,3.899728927
A28303,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,2.690025177
A28304,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,3.985888323
A28305,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,3.010776624
A28306,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,2.482725557
A28307,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,1.128043712
A28308,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,9.199496787
A28309,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,3.111023125
A28310,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,3.947338063
A28311,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,2.929474379
A28312,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,2.025345553
A28313,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,0.659454065
A28314,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,1.034707554
A28315,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,1.689426257
A28316,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,0.970760917
A28317,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,1.996888989
A28318,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,3.807889165
A28319,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,2.974073827
A28320,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,4.727689904
A28321,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,5.320413254
A28322,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,4.236513186
A28323,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,7.585333161
A28324,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,3.078088556
A28325,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,9.258861991
A28326,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,8.845513535
A28327,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,10.64951308
A28328,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,9.774669419
A28329,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,11.30191738
A28330,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,10.17005641
A28331,0.39232438,14.54159919,1.419124758,2.7214,321,0.057226091,0.112242352,11.75202522
A28332,0.39232438,14.54159919,1.419124758,2.7214,321,0.057226091,0.112242352,7.726314085
A28333,0.39232438,14.54159919,1.419124758,2.7214,321,0.057226091,0.112242352,8.80340354
A28334,0.39232438,14.54159919,1.419124758,2.7214,321,0.057226091,0.112242352,6.046658334
A28335,0.135482954,2.66659848,0.71892483,1.2547,965,0.000347823,0.120553728,5.942128014
A28336,0.135482954,2.66659848,0.71892483,1.2547,965,0.000347823,0.120553728,5.766197946
A28337,0.135482954,2.66659848,0.71892483,1.2547,965,0.000347823,0.120553728,6.682248486
A28338,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,3.091098696
A28339,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,3.430504649
A28340,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,1.372415478
A28341,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,2.000155836
A28342,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,1.543871453
A28343,0.033296746,17.50355897,1.187564796,5.4936,504,0.092956513,0.221199875,4.064146262
A28344,0.033296746,17.50355897,1.187564796,5.4936,504,0.092956513,0.221199875,4.461267308
A28345,0.033296746,17.50355897,1.187564796,5.4936,504,0.092956513,0.221199875,5.060533614
A28346,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,6.97828637
A28347,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,7.806872277
A28348,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,7.983326647
A28349,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,8.372551923
A28350,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,8.247699917
A28351,0,0,0,0,0,0,0,0.73768933
A28352,0,0,0,0,0,0,0,0.187356995
A28353,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,0.038347576
A28354,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,-0.739135423
A28355,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,-0.944735124
A28356,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,0.023953777
A28357,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,0.24403386
A28358,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,-0.226151028
A28359,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,7.616757945
A28360,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,9.463261585
A28361,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,5.337874728
A28362,0.63643595,19.46959859,2.513124659,0.6514,28,0.146039128,0.198605263,6.449601357
A28363,0.63643595,19.46959859,2.513124659,0.6514,28,0.146039128,0.198605263,3.677702293
A28364,0.63643595,19.46959859,2.513124659,0.6514,28,0.146039128,0.198605263,6.289383849
A28365,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.5645024
A28366,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.086488241
A28367,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,8.191676731
A28368,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,5.755034351
A28369,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,4.891017293
A28370,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,4.247424516
A28371,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.413831098
A28372,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,7.047859969
A28373,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,4.614588145
A28374,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,1.709599319
A28375,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,0.789976391
A28376,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,0.132704036
A28377,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,0.378540558
A28378,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,-1.459906119
A28379,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,3.189391479
A28380,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,18.91947805
A28381,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,19.3942741
A28382,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,21.17794333
A28383,0.107655217,3.99348756,2.487487978,4.3912,1308,0.147939145,0.219264612,15.97800188
A28384,0.107655217,3.99348756,2.487487978,4.3912,1308,0.147939145,0.219264612,13.88140021
A28385,0.107655217,3.99348756,2.487487978,4.3912,1308,0.147939145,0.219264612,15.3151514
A28386,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,15.12203469
A28387,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,12.62630464
A28388,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,19.34769882
A28389,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,10.39820632
A28390,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,10.5487572
A28391,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,10.42410842
A28392,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,13.86264751
A28393,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,9.749414615
A28394,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,8.89941178
A28395,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,17.42285912
A28396,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,9.564896435
A28397,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,12.39059123
A28398,1.361126033,64.37559558,3.195124852,8.1586,2011,0.301543474,0.53188533,9.564670713
A28399,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,14.19810534
A28400,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,8.582434849
A28401,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,10.29000105
A28402,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,14.03129
A28403,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,11.23183729
A28404,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,7.19933261
A28405,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,6.109303688
A28406,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,7.984468791
A28407,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,13.57592651
A28408,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,11.28944786
A28409,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,10.53394248
A28410,0.861573476,32.24064553,2.078316888,6.8977,2174,0.205204338,0.413183197,11.1670498
A28411,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,9.21525617
A28412,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,12.93998684
A28413,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,9.199773461
A28414,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,11.05492635
A28415,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,15.36742268
A28416,1.036006715,44.84200324,2.742924807,7.3703,2492,0.16907826,0.386680348,13.127285
A28417,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,11.59166814
A28418,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,11.49919139
A28419,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,13.11585744
A28420,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,11.12732002
A28421,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,12.90124365
A28422,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,11.41121912
A28423,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,9.741416205
A28424,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,5.492584674
A28425,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,9.977355253
A28426,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,7.768742721
A28427,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,9.079894833
A28428,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,7.078189378
A28429,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,5.684101299
A28430,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,5.934299186
A28431,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,3.482952065
A28432,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,6.212534345
A28433,0.864525955,56.45703138,2.443724615,7.1619,2163,0.258113056,0.41090399,6.493095321
A28434,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,2.335545161
A28435,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,3.909225681
A28436,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,8.057224577
A28437,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,6.012313378
A28438,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,6.516576016
A28439,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,7.138109745
A28440,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,9.491341351
A28441,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,6.369225269
A28442,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,8.416872167
A28443,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,8.369671376
A28444,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,7.708388015
A28445,0.372045454,29.44179882,1.46972477,4.1619,1674,0.231939137,0.271300895,8.565512949
A28446,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,6.945830033
A28447,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,6.689693427
A28448,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,3.192875933
A28449,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,0.892931993
A28450,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,9.895215123
A28451,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,2.232382728
A28452,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,5.884737898
A28453,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,1.786579964
A28454,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,2.430629872
A28455,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,2.653440455
A28456,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,0.925896028
A28457,0.193068182,7.16981132,0.148675236,0.5258,261,0.014952182,0.054098924,1.279813284
A28458,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,1.247723046
A28459,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,2.157607774
A28460,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,3.604156979
A28461,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,0.862396742
A28462,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,2.551357442
A28463,0.000227273,0.018144,0.001967998,0.0002,0,0,1.24E-06,8.322816175
A28464,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,3.166358189
A28465,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,8.976502846
A28466,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,7.176224801
A28467,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,8.873352152
A28468,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,7.471882099
A28469,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,10.45123751
A28470,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,10.11876381
A28471,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,12.12778414
A28472,0.151477273,5.556396628,0.855475278,3.9619,30,0.008599997,0.067141719,8.634736204
A28473,0.39232438,14.54159919,1.419124758,2.7214,321,0.057226091,0.112242352,12.66864264
A28474,0.39232438,14.54159919,1.419124758,2.7214,321,0.057226091,0.112242352,5.918742765
A28475,0.39232438,14.54159919,1.419124758,2.7214,321,0.057226091,0.112242352,7.297725049
A28476,0.39232438,14.54159919,1.419124758,2.7214,321,0.057226091,0.112242352,5.329069621
A28477,0.135482954,2.66659848,0.71892483,1.2547,965,0.000347823,0.120553728,7.151181554
A28478,0.135482954,2.66659848,0.71892483,1.2547,965,0.000347823,0.120553728,6.331554
A28479,0.135482954,2.66659848,0.71892483,1.2547,965,0.000347823,0.120553728,6.991422653
A28480,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,3.415736443
A28481,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,5.848022532
A28482,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,3.692151098
A28483,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,2.598349778
A28484,0.243636363,5.67832688,0.938579126,2.0611,371,0.001021743,0.054629365,4.469629805
A28485,0.033296746,17.50355897,1.187564796,5.4936,504,0.092956513,0.221199875,2.576627427
A28486,0.033296746,17.50355897,1.187564796,5.4936,504,0.092956513,0.221199875,4.219923639
A28487,0.033296746,17.50355897,1.187564796,5.4936,504,0.092956513,0.221199875,3.573640515
A28488,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,6.030550561
A28489,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,6.819049679
A28490,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,9.076808434
A28491,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,10.09291508
A28492,0.480710227,11.70979891,0.230675278,2.9286,297,0.171152174,0.168603517,8.610808909
A28493,0,0,0,0,0,0,0,-0.557570326
A28494,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,1.883405879
A28495,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,0.84127548
A28496,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,-0.365261744
A28497,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,-0.897767071
A28498,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,1.552294719
A28499,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,-1.587659226
A28500,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,8.892877407
A28501,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,11.0949416
A28502,0.130560434,17.88859888,0.524124777,4.8636,1866,0.019634783,0.213321443,6.454901021
A28503,0.63643595,19.46959859,2.513124659,0.6514,28,0.146039128,0.198605263,6.023490671
A28504,0.63643595,19.46959859,2.513124659,0.6514,28,0.146039128,0.198605263,3.037103123
A28505,0.63643595,19.46959859,2.513124659,0.6514,28,0.146039128,0.198605263,5.94051896
A28506,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.803153928
A28507,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.118166658
A28508,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,7.628448807
A28509,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.267183358
A28510,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,4.446510774
A28511,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,3.975208082
A28512,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,5.431930453
A28513,0.281477272,12.66659872,1.194124853,2.4464,403,0.045434788,0.057963543,6.765396174
A28514,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,2.935827709
A28515,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,-0.438378551
A28516,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,0.006743787
A28517,0.241636363,9.51064315,0.981174387,5.6447,1767,0.073782622,0.132946613,-1.391626523
A28518,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,3.725674525
A28519,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,1.769996043
A28520,0.295113636,13.0851185,1.08412472,2.3764,330,0.046343475,0.06125095,2.939872749
