ID,SRR10033141,SRR10033144,SRR10159290,SRR10159293,SRR10159299,SRR10159308,SRR10604353,SRR10604354,SRR10604355,SRR10604356,SRR10604357,SRR10604358,SRR10604359,SRR10604360,SRR10604361,SRR10604362,SRR10604363,SRR10604364,SRR10604365,SRR10604366,SRR10604367,SRR10604368,SRR10604369,SRR10604370,SRR10604371,SRR10604372,SRR10604373,SRR10604374,SRR10604375,SRR10604376,SRR10604377,SRR10604378,SRR10604379,SRR10604380,SRR10604381,SRR10604382,SRR10604383,SRR10604384,SRR12001324,SRR12001325,SRR12001326,SRR12001327,SRR12001328,SRR12001329,SRR12001330,SRR12001331,SRR12001332,SRR12470634,SRR12470635,SRR12470659,SRR12572697,SRR12572699,SRR12572700,SRR12572707,SRR13011266,SRR13011276,SRR13011282,SRR13011285,SRR13011286,SRR13011289,SRR13011293,SRR13011298,SRR13011299,SRR13023223,SRR13023224,SRR13023225,SRR13023226,SRR13023227,SRR13023228,SRR13023229,SRR13023230,SRR13023232,SRR13023233,SRR13023234,SRR13023235,SRR13023237,SRR13240050,SRR13240051,SRR13240052,SRR13240053,SRR13240054,SRR13612594,SRR13612595,SRR13612596,SRR13612597,SRR13619036,SRR13619037,SRR13619038,SRR14088427,SRR14088428,SRR14088429,SRR14088440,SRR14479200,SRR14479205,SRR14479206,SRR14479207,SRR14479208,SRR14479209,SRR14479210,SRR14479211,SRR14479225,SRR14479226,SRR14479227,SRR14479228,SRR14479229,SRR14479230,SRR14479245,SRR14479246,SRR14479247,SRR14479248,SRR14479249,SRR14479250,SRR14479264,SRR14479265,SRR14479268,SRR14479269,SRR14907352,SRR14907353,SRR14907354,SRR14907355,SRR14907356,SRR17224856,SRR17224857,SRR17224858,SRR17224859,SRR17224860,SRR17224861,SRR17224862,SRR17224863,SRR17224864,SRR17224865,SRR17711211,SRR17711215,SRR17711237,SRR17711241,SRR19328989,SRR19328990,SRR19328991,SRR19328996,SRR19329007,SRR19329018,SRR19329029,SRR19329040,SRR19329041,SRR20110003,SRR20110004,SRR20110005,SRR20290374,SRR20290375,SRR20290376,SRR20290377,SRR20290388,SRR20290399,SRR20290410,SRR20290411,SRR21615878,SRR21615879,SRR21615882,SRR21615883,SRR22059209,SRR22059220,SRR22059231,SRR22059267,SRR22059276,SRR22059277,SRR22073311,SRR22073312,SRR22073313,SRR22106546,SRR22106553,SRR22106560,SRR22106561,SRR22106562,SRR22106563,SRR22463539,SRR22463540,SRR22463541,SRR22463542,SRR22463543,SRR22463544,SRR22463545,SRR22463546,SRR22463548,SRR22463549,SRR22463550,SRR22463551,SRR24090957,SRR24090958,SRR24090959,SRR24090966,SRR24090967,SRR24090968,SRR24112416,SRR24112417,SRR24112418,SRR24112419,SRR24112420,SRR24112421,SRR24112422,SRR24112423,SRR24112424,SRR24112425,SRR24112426,SRR24112427,SRR24112428,SRR24112429,SRR24112430,SRR24112431,SRR24112432,SRR24283330,SRR24283331,SRR24283334,SRR24283345,SRR24283356,SRR24283367,SRR24283378,SRR24283389,SRR24283398,SRR24283399,SRR24283400,SRR24283401,SRR25992317,SRR25992318,SRR25992319,SRR25992320,SRR25992321,SRR25992328,SRR25992329,SRR25992330,SRR25992331,SRR25992339,SRR25992350,SRR25992351,SRR25998238,SRR25998259,SRR25998270,SRR25998282,SRR25998315,SRR25998316,SRR26322612,SRR26322620,SRR26322621,SRR26322622,SRR26322623,SRR26322624,SRR26322625,SRR26322626,SRR26322627,SRR29038938,SRR29038939,SRR29038946,SRR29038947,SRR3337803,SRR3337804,SRR3337805,SRR3337806,SRR3337807,SRR3337808,SRR3337847,SRR5083096,SRR5083097,SRR5083102,SRR5801184,SRR5801185,SRR5801186,SRR6376636,SRR6376637,SRR6376639,SRR6376660,SRR6376661,SRR6510572,SRR6510574,SRR6510575,SRR8949212,SRR8949214,SRR8949215,SRR8949216,SRR8949217
ASV_2102,6,32,21,12,13,10,6,3,10,10,10,21,1,0,30,0,0,2,0,0,0,1,3,1,0,21,0,0,0,1,5,7,3,6,2,17,15,20,22,21,7,0,0,1,5,7,2,0,0,0,0,0,0,0,53,35,55,39,66,65,31,46,65,15,2,53,78,40,86,24,19,11,20,29,45,6,1,6,5,1,2,0,2,1,1,69,71,64,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,5,26,9,7,6,12,3,12,1,11,7,13,10,31,21,30,16,19,20,7,9,18,12,29,23,12,0,0,0,2,8,5,7,3,3,6,8,0,0,0,0,14,25,22,10,0,0,15,18,9,2,2,0,0,7,0,13,7,24,25,14,14,25,14,18,27,35,45,0,0,0,4,4,5,2,2,1,0,1,2,0,4,5,6,6,0,4,1,1,1,6,7,6,2,0,11,17,16,26,24,3,13,25,8,4,7,9,10,9,13,15,15,15,4,6,25,6,4,21,15,20,22,33,26,26,19,37,31,20,35,3,3,2,2,0,0,0,0,0,0,0,35,33,20,0,0,1,12,15,7,21,2,3,2,2,22,8,12,6,4
ASV_2244,39,10,45,44,38,26,12,14,8,8,10,6,0,1,3,0,0,1,0,0,0,2,5,0,7,5,0,3,0,5,11,11,5,4,7,9,8,1,2,6,3,0,0,0,34,24,36,0,1,4,0,0,0,0,13,9,6,14,3,8,2,14,12,2,7,10,5,3,3,3,0,1,0,0,0,25,14,1,9,2,1,0,5,1,0,3,5,4,4,5,8,4,0,0,0,0,0,1,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,1,78,29,94,81,24,52,83,43,56,97,16,11,7,12,4,3,4,4,0,1,6,5,7,6,3,0,19,17,16,9,33,43,13,28,1,0,0,0,22,18,14,14,40,23,2,0,0,19,17,21,41,12,29,6,4,4,9,4,6,4,2,6,6,10,14,0,0,1,2,2,1,11,6,11,3,9,7,5,8,11,12,7,11,5,5,10,4,4,8,2,4,6,21,9,16,11,6,1,3,3,5,15,8,5,12,11,11,16,14,15,16,14,19,16,23,24,4,23,22,20,31,21,26,17,30,21,25,16,21,16,33,0,0,0,0,0,0,0,3,4,5,8,5,3,78,40,67,26,36,1,2,4,8,27,11,25,9
ASV_2258,7,24,1,1,4,3,16,24,16,17,11,22,17,24,16,45,13,80,22,137,16,42,19,64,94,14,46,58,26,29,30,17,18,21,26,15,10,20,16,11,21,47,50,35,12,9,5,35,28,27,5,4,15,12,32,34,35,30,41,24,39,52,42,0,98,16,18,10,18,10,26,16,61,52,56,29,1,0,0,0,0,1,5,6,4,41,55,55,3,7,8,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,24,1,0,7,8,35,12,9,10,6,5,31,8,7,18,20,17,6,17,14,10,16,7,8,37,13,19,23,68,32,15,6,6,7,8,9,14,4,1,2,3,5,10,14,10,21,3,3,3,2,2,0,0,1,0,0,3,4,9,5,6,1,4,3,6,3,14,8,9,24,26,17,19,24,24,2,2,1,0,2,2,0,2,4,3,5,0,11,3,2,1,3,7,10,2,7,3,8,15,11,14,0,1,12,10,1,1,4,13,11,10,2,8,11,2,2,16,5,2,12,0,19,7,9,2,9,2,8,7,5,4,1,1,7,1,39,34,24,17,13,11,26,18,21,16,20,14,19,2,9,6,9,7,12,13,5,9,4,9,6,7
ASV_2300,4,20,97,60,27,39,8,19,27,25,11,86,3,0,59,0,0,0,1,0,0,0,0,0,0,46,4,0,0,0,7,3,12,5,13,12,67,94,6,2,5,1,1,1,99,154,134,1,0,0,0,0,3,0,20,21,17,10,6,19,3,17,4,10,4,45,30,2,28,35,5,9,11,25,30,0,58,99,87,81,193,0,0,0,0,22,5,23,0,0,2,0,8,8,2,4,4,12,10,0,17,3,6,2,4,0,39,0,2,0,0,53,7,3,3,0,11,23,3,15,12,6,2,8,7,8,1,11,3,4,8,25,33,11,14,19,19,8,12,12,29,16,10,17,3,4,1,9,2,5,5,14,12,5,9,0,0,0,0,9,17,4,7,0,0,0,0,0,65,144,118,112,190,86,46,25,14,9,19,37,20,2,15,20,15,27,2,3,6,0,1,4,170,123,127,52,117,106,127,146,221,251,166,90,171,79,107,180,73,128,153,91,117,128,99,123,45,160,38,18,89,1,2,0,0,0,2,0,6,0,0,2,3,61,12,6,9,37,16,3,8,8,6,4,10,10,7,7,53,35,59,35,0,0,0,0,0,0,0,4,5,13,2,2,1,46,40,14,27,43,0,1,0,119,114,191,148,158
ASV_24,0,2,20,11,20,19,13,14,5,3,11,20,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,8,8,9,12,12,7,0,0,0,0,0,0,36,17,27,5,6,11,0,0,0,0,2,1,0,0,0,4,1,0,0,2,0,0,4,4,2,26,0,0,1,0,0,0,16,2,4,2,135,88,89,54,56,0,0,0,18,33,12,47,2,16,3,9,7,6,13,0,77,24,28,26,69,25,9,16,28,14,18,0,0,1,0,0,0,0,0,0,0,3,0,1,9,4,18,4,0,0,10,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,2,119,60,130,92,124,109,143,146,0,0,0,0,0,0,0,1,0,0,0,0,0,20,14,22,10,3,18,3,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,51,36,16,17,16,20,21,23,21,29,27,29,26,9,40,54,9,17,37,18,16,1,1,7,1,17,4,0,0,2,3,0,3,5,4,19,9,19,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,21,10,4,0,1,4,0,4,0,0,0,1,4,2,1,1,0,3,4,5,0,1,2,3,3,4,7,5
ASV_244,59,30,65,64,63,66,19,14,21,20,36,27,6,4,49,50,14,68,25,170,0,31,7,59,59,23,11,26,17,11,14,9,15,17,12,15,21,17,5,15,13,17,16,37,11,7,6,25,21,48,10,5,55,0,10,51,7,40,38,4,10,10,6,129,56,74,63,37,61,24,56,88,39,95,39,56,0,0,1,0,0,16,18,14,24,10,22,17,19,37,26,17,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,16,7,15,4,20,23,19,12,20,6,17,13,40,19,29,24,28,49,39,33,45,26,17,21,45,46,36,14,7,15,32,32,37,40,53,47,48,56,14,35,24,34,32,63,26,32,20,14,0,2,4,1,4,0,0,5,0,12,28,39,70,17,15,32,22,21,27,35,58,3,9,7,43,42,38,5,3,4,6,9,8,2,1,2,3,6,3,8,7,4,1,3,7,6,9,3,16,31,22,24,11,6,35,36,11,11,9,16,7,17,20,11,19,8,17,7,23,99,14,47,0,23,8,16,21,20,11,12,14,40,21,29,27,24,39,8,48,46,14,14,32,11,63,79,104,34,40,39,42,51,61,57,29,67,69,55,14,10,14,8,15
ASV_2464,2,9,8,2,10,12,9,7,8,3,8,10,8,3,24,2,1,17,5,4,2,19,5,3,12,34,11,6,10,9,8,4,5,2,8,5,26,14,16,14,17,11,7,10,0,5,3,26,33,33,8,9,22,2,32,15,36,33,23,30,31,28,26,0,46,16,9,6,16,8,10,21,4,9,30,1,3,1,1,1,0,0,0,0,1,31,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,3,25,41,14,24,1,6,19,19,8,12,28,11,4,16,26,10,19,9,20,39,4,18,22,38,27,9,13,14,8,10,7,5,6,10,12,7,12,2,6,7,14,0,5,118,89,92,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,0,0,28,7,20,36,57,61,7,0,0,0,3,3,2,3,1,0,0,0,2,1,4,5,7,3,3,0,3,2,5,9,10,5,0,1,20,6,6,4,6,17,10,10,5,5,11,3,0,4,1,0,10,0,12,6,1,2,3,4,3,2,2,1,1,1,8,0,16,51,41,44,33,30,33,47,50,49,36,44,35,0,5,3,4,4,63,43,56,2,1,4,4,4
ASV_25,12,53,49,48,52,57,49,95,58,51,61,308,0,0,14,0,0,1,0,0,0,0,0,0,0,31,1,2,0,0,62,45,70,50,62,83,80,287,31,36,49,1,0,0,66,52,37,26,16,30,2,0,6,0,161,40,51,55,35,99,113,70,59,51,0,169,157,19,245,112,9,26,195,223,63,1,68,126,102,119,279,65,59,37,73,125,22,93,14,22,13,70,11,88,27,6,19,40,63,2,42,6,2,6,41,13,17,2,17,1,12,1,10,0,14,0,25,6,0,12,7,0,1,1,0,0,0,0,0,2,0,19,17,11,8,27,28,13,8,31,23,26,9,6,0,1,1,49,29,60,31,27,33,44,43,0,2,0,1,1,8,0,2,0,0,0,0,0,25,3,5,2,13,9,141,176,131,94,60,51,49,149,155,233,41,47,3,0,1,2,5,2,112,89,28,28,89,90,133,117,113,54,114,123,83,39,75,155,73,75,116,61,49,41,44,63,45,143,35,19,80,191,94,113,177,299,214,247,65,291,229,117,161,9,3,0,1,2,2,30,67,13,11,18,29,10,18,19,8,5,9,5,49,6,12,31,166,40,10,18,12,26,5,2,2,4,5,1,39,11,46,46,67,41,25,38,28,25
ASV_2506,10,23,50,47,70,73,1,0,0,2,7,9,4,0,15,0,0,4,0,0,1,7,0,1,6,13,5,1,1,0,1,0,0,0,0,2,23,20,3,9,9,3,7,1,6,13,7,9,6,9,22,11,13,1,15,14,28,27,21,11,18,22,23,8,1,15,14,12,11,17,82,46,24,11,29,3,0,0,2,0,1,17,10,7,8,13,11,13,47,48,55,14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,5,19,12,8,9,5,4,9,3,4,14,4,1,14,32,37,24,12,27,24,25,28,47,10,9,12,18,27,18,58,62,17,32,21,11,21,16,0,0,0,0,1,19,14,15,16,2,0,0,0,1,2,0,0,3,1,19,12,8,17,1,2,4,4,4,7,9,8,21,19,11,44,75,66,6,0,3,2,5,3,3,0,3,8,3,6,10,5,6,3,2,12,11,16,11,13,20,14,7,10,17,8,16,29,40,29,40,37,42,30,21,45,36,42,37,0,2,0,1,0,0,22,34,19,24,54,24,19,28,30,19,16,17,25,11,16,12,18,7,7,5,21,17,23,27,26,37,2,1,5,11,17,26,21,18,5,21,17,15,14
ASV_256,21,42,29,42,37,36,17,74,34,47,21,72,0,0,62,0,0,1,0,0,0,0,0,0,0,35,0,1,2,0,16,15,18,8,14,17,22,8,66,86,43,9,15,0,25,22,15,2,1,6,1,0,0,0,154,155,166,115,115,196,124,152,83,29,0,84,142,24,78,116,4,41,172,14,82,0,1,1,1,3,4,0,0,0,1,138,133,135,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,55,138,4,163,100,18,99,13,35,35,10,16,120,36,37,31,18,23,30,40,88,34,5,15,22,19,45,18,1,1,0,64,42,48,39,50,57,36,56,0,0,0,0,22,50,37,26,19,0,0,0,0,17,7,10,6,48,6,11,24,28,16,36,12,29,18,19,54,22,20,6,0,0,7,1,4,22,23,15,16,14,10,23,10,44,46,48,31,17,17,17,24,2,15,30,71,23,8,11,8,12,18,10,6,10,33,9,7,20,24,22,18,18,26,34,8,12,6,0,0,2,0,0,39,47,21,23,53,98,36,29,23,12,7,12,13,0,0,0,0,0,0,0,63,47,48,0,2,3,94,148,24,58,128,7,6,7,31,34,17,19,38
ASV_27,11,6,17,19,43,28,0,1,2,0,0,0,16,1,4,2,1,27,1,1,3,29,1,1,2,1,12,4,0,12,0,0,0,1,0,0,5,0,6,2,1,9,2,0,33,11,19,25,17,17,6,11,9,6,0,2,0,0,1,2,1,1,0,12,0,3,0,2,1,4,12,8,0,2,5,10,16,10,6,0,1,3,2,3,5,0,0,5,79,58,104,60,2,0,0,26,24,2,9,6,13,1,14,13,5,11,5,115,2,0,0,13,5,33,4,22,15,17,47,4,20,13,66,27,7,33,60,9,46,59,17,18,20,24,25,37,32,35,37,43,28,16,15,11,23,18,10,4,30,9,27,25,26,0,18,2,0,0,0,15,4,75,7,3,5,0,3,7,34,88,31,60,140,66,12,12,54,58,8,4,16,36,20,15,25,33,24,9,9,12,11,16,29,103,29,38,36,80,32,31,33,49,51,41,29,100,51,28,62,61,54,156,112,111,99,116,40,163,85,39,38,10,25,23,12,6,6,22,34,14,7,27,7,2,1,0,0,0,0,8,14,10,16,8,47,7,20,13,17,14,15,18,28,62,56,10,9,19,15,3,12,24,14,12,12,8,6,11,9,20,14,12,16,77,73,48,96,74
ASV_2733,3,7,9,2,5,1,2,0,2,4,1,8,12,14,4,11,11,91,8,44,14,110,116,78,190,9,119,108,47,176,2,1,0,0,1,1,13,65,15,29,42,98,164,151,2,6,6,0,2,2,0,0,1,0,7,3,8,6,5,7,5,11,10,0,73,5,3,1,14,5,45,60,29,25,4,2,1,9,1,2,14,10,10,7,9,6,2,10,4,2,3,7,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,12,2,2,8,6,6,12,3,1,9,9,5,1,3,5,6,4,9,19,4,2,1,0,1,3,9,6,5,3,0,4,1,5,0,1,0,0,0,2,2,0,0,0,0,0,0,2,1,0,0,2,2,3,4,9,6,1,4,0,3,1,3,1,12,0,1,0,1,0,1,18,1,2,6,9,4,6,28,3,7,13,19,11,7,12,13,17,27,38,14,12,13,26,21,15,48,15,9,18,17,13,14,11,14,14,15,4,11,15,13,11,3,1,0,1,0,6,1,2,2,0,3,2,1,0,1,7,1,6,0,0,0,0,37,3,1,1,0,0,3,1,0,0,1,4,1,7,13,9,9,5,2,5,9,6,6
ASV_2781,5,14,24,40,27,28,8,6,18,8,11,5,6,1,19,6,3,8,3,11,2,19,9,16,19,21,10,42,30,21,11,4,13,14,7,1,15,7,11,13,12,26,25,47,5,6,0,10,4,5,0,3,10,1,22,43,24,57,70,12,20,25,44,41,17,49,36,22,43,16,73,32,72,109,45,52,0,0,2,0,0,0,0,0,0,32,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,9,5,29,13,24,23,21,19,20,20,29,19,8,29,12,15,9,22,19,22,21,24,16,22,17,17,13,3,5,22,25,7,4,9,12,12,5,8,22,31,38,30,3,13,6,5,16,11,3,1,5,1,0,0,0,1,0,2,11,16,23,8,12,15,12,5,12,14,20,10,7,6,11,21,15,2,0,1,1,7,1,0,0,1,0,1,2,3,3,0,2,2,4,3,0,3,2,5,4,13,7,6,9,14,11,25,35,37,30,50,22,18,15,32,39,29,38,36,39,31,40,72,5,15,7,15,10,15,28,5,24,6,6,4,5,10,8,8,7,14,6,1,19,12,19,5,9,14,2,3,13,8,7,30,26,32,26,11,13,12,9
ASV_2882,27,11,22,28,17,22,0,4,12,17,8,17,0,0,23,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,11,3,5,3,5,7,42,35,10,12,1,0,0,0,63,39,34,0,4,4,3,0,16,0,2,3,4,14,10,0,0,0,4,10,0,33,4,3,15,6,0,5,8,2,6,0,10,35,22,32,32,4,0,2,2,3,3,2,1,3,2,1,3,6,16,3,2,4,6,56,12,3,2,31,3,3,4,3,1,1,0,8,10,9,6,5,13,19,3,28,9,11,8,23,3,13,5,3,10,11,2,3,3,4,8,4,7,10,5,9,13,5,4,8,10,7,2,12,18,8,9,5,11,10,9,23,20,30,30,6,4,16,13,24,19,0,0,0,7,53,3,3,23,5,27,19,12,17,9,12,10,6,4,8,9,21,7,2,9,1,2,0,28,23,39,38,50,44,45,22,46,20,61,46,46,48,18,30,37,37,59,28,39,43,40,35,16,25,40,20,11,5,3,5,0,9,1,0,6,2,5,7,6,7,8,2,11,0,4,13,20,30,15,9,14,35,11,14,20,39,27,34,0,4,1,0,1,0,1,1,1,3,4,2,1,10,12,18,8,8,3,1,2,35,47,62,42,49
ASV_3,6,9,13,43,41,39,11,18,9,3,16,1,0,0,58,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,12,10,7,16,17,6,1,1,0,0,0,0,0,1,2,1,16,11,39,2,1,0,0,21,7,40,15,19,29,28,48,45,9,0,14,18,12,30,45,1,0,79,26,13,0,0,0,2,0,2,0,0,2,0,39,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,12,20,10,23,24,25,18,16,26,23,18,21,0,0,0,7,5,8,6,14,6,26,23,0,0,0,0,12,28,11,35,6,0,1,1,4,1,1,0,0,1,0,197,153,131,81,515,357,91,180,88,152,91,144,5,1,7,4,1,2,19,23,34,30,62,38,40,77,12,10,9,8,10,22,25,24,126,53,28,17,30,12,12,17,36,47,91,45,37,9,14,13,14,18,22,7,22,12,7,21,16,7,10,0,10,0,6,11,19,5,21,3,19,9,12,11,4,4,5,3,0,0,0,0,1,0,0,36,25,26,1,1,1,1,0,3,1,0,6,7,4,29,18,14,19,15
ASV_3103,39,43,34,27,23,31,2,8,10,6,2,3,4,0,5,1,0,4,1,0,0,15,7,12,9,13,10,8,5,11,2,1,0,1,3,1,13,15,21,18,12,5,9,7,5,4,2,2,2,3,0,1,0,0,2,2,3,1,1,0,2,1,4,3,23,3,1,1,9,4,16,13,0,0,4,10,0,0,0,0,0,0,1,0,1,5,6,4,4,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,19,23,21,14,16,32,12,44,9,27,8,29,10,45,63,46,42,52,36,51,115,104,110,49,41,49,8,25,8,7,5,4,4,0,1,0,2,0,4,1,2,9,44,86,32,82,103,0,0,0,1,1,0,0,13,0,7,6,2,12,1,3,5,4,10,3,9,14,4,5,2,7,5,4,6,2,2,1,5,3,5,2,2,6,0,4,4,7,4,6,2,18,4,9,10,13,14,16,24,11,16,31,29,14,7,17,5,7,10,10,9,3,6,9,14,126,186,73,222,122,168,35,40,26,31,24,45,21,26,28,53,58,44,53,3,4,0,9,1,0,0,5,2,3,17,19,30,4,5,27,32,17,21,13,7,8,10,13,11,8
ASV_3167,5,4,38,37,31,51,10,31,23,13,13,13,4,2,15,0,0,4,0,0,0,6,4,12,10,23,9,7,35,3,19,9,5,17,17,14,23,19,11,10,15,6,12,7,27,28,21,2,3,2,12,8,7,5,12,30,9,10,18,11,9,14,27,12,2,45,27,16,51,21,14,4,35,20,16,0,2,75,23,20,11,0,0,2,0,14,14,15,0,2,1,0,1,3,15,13,5,8,5,1,7,5,12,56,2,15,0,7,0,1,0,3,0,0,3,0,11,27,17,30,7,29,24,12,21,16,28,20,17,23,25,6,6,5,7,19,16,22,20,30,25,12,10,21,3,3,5,8,16,6,12,8,13,4,2,0,0,0,0,4,7,1,8,0,0,0,2,1,19,13,8,5,30,8,34,40,37,36,45,49,23,15,31,29,29,33,4,18,14,3,2,5,17,15,23,22,41,19,31,15,23,30,36,33,36,19,15,14,34,43,44,26,30,28,27,20,30,29,44,23,19,3,6,31,28,11,60,9,14,8,10,4,47,22,25,24,28,9,59,13,18,6,21,10,19,8,17,12,32,35,29,35,0,0,0,0,0,0,0,39,24,31,1,3,2,11,10,17,13,6,13,6,9,36,31,24,32,49
ASV_3168,2,3,10,5,6,6,1,0,4,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,2,10,25,20,13,3,0,1,34,7,25,14,18,9,2,4,3,0,4,5,5,6,3,6,9,8,3,0,0,4,0,1,2,0,0,6,5,2,6,0,4,5,12,5,7,2,6,4,4,0,1,4,2,4,7,6,5,4,5,5,2,13,16,13,1,1,5,15,0,3,1,2,1,0,0,0,2,2,30,6,51,45,56,20,56,2,5,0,7,29,10,2,9,1,14,5,11,2,9,5,10,4,19,10,11,3,1,2,28,62,53,5,7,7,0,5,3,0,1,11,21,19,9,1,1,6,0,5,4,1,0,0,14,39,32,18,26,9,27,7,2,9,7,54,2,2,1,2,2,8,108,127,137,27,20,17,66,43,54,31,213,161,161,123,33,53,75,75,65,61,34,60,151,215,139,81,126,211,199,289,266,72,68,107,91,2,0,8,1,2,2,2,2,0,0,7,2,4,1,4,10,0,17,13,10,13,19,25,5,4,6,8,12,9,13,11,0,6,0,21,4,2,2,3,4,7,3,6,0,2,0,0,6,10,0,0,0,75,57,44,65,67
ASV_3192,5,11,9,3,11,12,5,1,0,0,0,0,10,13,0,17,11,42,21,51,4,28,14,27,51,0,25,49,42,30,1,1,2,0,2,2,1,0,1,0,16,10,22,17,0,1,2,0,0,1,0,0,0,0,11,19,18,7,9,18,11,13,14,3,171,1,13,6,0,1,5,5,5,2,2,20,0,0,0,0,0,6,11,7,4,11,14,14,18,4,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,38,16,36,21,22,10,41,32,20,14,25,23,15,18,10,17,4,11,9,9,30,20,25,1,3,1,5,2,7,7,9,3,7,3,0,0,0,0,19,9,8,8,6,11,518,410,420,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,20,10,15,10,11,9,17,9,5,21,11,7,26,9,0,9,0,8,8,2,6,7,1,2,4,8,4,4,2,8,4,0,0,0,0,0,0,0,4,3,6,0,3,1,3,4,1,8,8,3,1,2,0,0,0,0,1
ASV_325,1,3,20,26,36,20,14,6,6,2,4,8,0,1,14,0,0,0,0,0,0,0,2,0,0,10,0,0,0,1,0,3,0,1,2,6,8,13,4,8,9,5,2,0,4,9,1,3,2,5,0,0,2,0,10,19,27,33,25,23,26,27,26,8,6,86,77,25,30,34,14,3,86,72,100,0,1,1,2,0,32,0,0,0,0,16,36,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,1,3,0,6,24,20,5,7,1,5,29,14,5,8,14,6,6,18,25,13,16,16,23,16,18,13,0,0,0,10,24,8,10,13,18,11,21,3,6,13,1,14,52,45,8,43,50,1,1,0,5,5,8,4,8,1,20,14,33,26,11,8,14,36,9,14,12,25,2,1,0,2,5,2,11,7,2,2,4,6,4,3,16,13,7,10,5,8,5,8,2,12,13,9,10,16,12,20,22,23,8,5,18,8,5,8,12,8,11,5,9,7,13,11,12,2,0,33,0,0,0,9,22,25,11,9,10,15,0,7,4,3,6,4,0,0,0,0,0,0,0,27,48,35,4,2,0,1,0,0,3,0,4,8,3,20,18,12,25,20
ASV_3273,14,1,0,0,0,2,59,19,20,11,35,17,8,8,4,28,5,26,22,46,2,32,9,44,40,23,20,24,34,14,41,80,53,63,45,54,35,29,15,3,4,1,1,2,1,6,7,75,61,50,14,15,53,2,6,5,7,4,12,8,12,3,7,10,1,0,3,11,0,2,2,7,5,4,2,0,0,0,0,0,0,0,1,1,1,1,2,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,2,0,0,0,0,0,0,0,1,0,0,0,3,3,12,11,0,5,17,22,44,7,6,7,2,66,117,73,6,6,5,5,4,9,3,5,20,26,19,33,14,2,6,4,11,3,0,0,0,0,0,0,0,0,0,5,3,2,1,2,12,1,3,4,8,9,2,65,38,61,56,89,117,8,6,2,8,9,20,9,10,18,8,8,26,11,14,11,6,25,8,8,10,3,2,12,1,1,1,23,7,6,6,12,4,3,6,2,4,1,4,6,10,3,0,12,0,0,0,0,1,0,1,0,6,0,1,0,0,4,7,1,1,97,97,116,78,90,119,44,26,24,26,152,188,180,1,0,0,1,0,188,168,148,3,4,0,2,0
