ID,SRR10033141,SRR10033144,SRR10159290,SRR10159293,SRR10159299,SRR10159308,SRR10604353,SRR10604354,SRR10604355,SRR10604356,SRR10604357,SRR10604358,SRR10604359,SRR10604360,SRR10604361,SRR10604362,SRR10604363,SRR10604364,SRR10604365,SRR10604366,SRR10604367,SRR10604368,SRR10604369,SRR10604370,SRR10604371,SRR10604372,SRR10604373,SRR10604374,SRR10604375,SRR10604376,SRR10604377,SRR10604378,SRR10604379,SRR10604380,SRR10604381,SRR10604382,SRR10604383,SRR10604384,SRR12001324,SRR12001325,SRR12001326,SRR12001327,SRR12001328,SRR12001329,SRR12001330,SRR12001331,SRR12001332,SRR12470634,SRR12470635,SRR12470659,SRR12572697,SRR12572699,SRR12572700,SRR12572707,SRR13011266,SRR13011276,SRR13011282,SRR13011285,SRR13011286,SRR13011289,SRR13011293,SRR13011298,SRR13011299,SRR13023223,SRR13023224,SRR13023225,SRR13023226,SRR13023227,SRR13023228,SRR13023229,SRR13023230,SRR13023232,SRR13023233,SRR13023234,SRR13023235,SRR13023237,SRR13240050,SRR13240051,SRR13240052,SRR13240053,SRR13240054,SRR13612594,SRR13612595,SRR13612596,SRR13612597,SRR13619036,SRR13619037,SRR13619038,SRR14088427,SRR14088428,SRR14088429,SRR14088440,SRR14479200,SRR14479205,SRR14479206,SRR14479207,SRR14479208,SRR14479209,SRR14479210,SRR14479211,SRR14479225,SRR14479226,SRR14479227,SRR14479228,SRR14479229,SRR14479230,SRR14479245,SRR14479246,SRR14479247,SRR14479248,SRR14479249,SRR14479250,SRR14479264,SRR14479265,SRR14479268,SRR14479269,SRR14907352,SRR14907353,SRR14907354,SRR14907355,SRR14907356,SRR17224856,SRR17224857,SRR17224858,SRR17224859,SRR17224860,SRR17224861,SRR17224862,SRR17224863,SRR17224864,SRR17224865,SRR17711211,SRR17711215,SRR17711237,SRR17711241,SRR19328989,SRR19328990,SRR19328991,SRR19328996,SRR19329007,SRR19329018,SRR19329029,SRR19329040,SRR19329041,SRR20110003,SRR20110004,SRR20110005,SRR20290374,SRR20290375,SRR20290376,SRR20290377,SRR20290388,SRR20290399,SRR20290410,SRR20290411,SRR21615878,SRR21615879,SRR21615882,SRR21615883,SRR22059209,SRR22059220,SRR22059231,SRR22059267,SRR22059276,SRR22059277,SRR22073311,SRR22073312,SRR22073313,SRR22106546,SRR22106553,SRR22106560,SRR22106561,SRR22106562,SRR22106563,SRR22463539,SRR22463540,SRR22463541,SRR22463542,SRR22463543,SRR22463544,SRR22463545,SRR22463546,SRR22463548,SRR22463549,SRR22463550,SRR22463551,SRR24090957,SRR24090958,SRR24090959,SRR24090966,SRR24090967,SRR24090968,SRR24112416,SRR24112417,SRR24112418,SRR24112419,SRR24112420,SRR24112421,SRR24112422,SRR24112423,SRR24112424,SRR24112425,SRR24112426,SRR24112427,SRR24112428,SRR24112429,SRR24112430,SRR24112431,SRR24112432,SRR24283330,SRR24283331,SRR24283334,SRR24283345,SRR24283356,SRR24283367,SRR24283378,SRR24283389,SRR24283398,SRR24283399,SRR24283400,SRR24283401,SRR25992317,SRR25992318,SRR25992319,SRR25992320,SRR25992321,SRR25992328,SRR25992329,SRR25992330,SRR25992331,SRR25992339,SRR25992350,SRR25992351,SRR25998238,SRR25998259,SRR25998270,SRR25998282,SRR25998315,SRR25998316,SRR26322612,SRR26322620,SRR26322621,SRR26322622,SRR26322623,SRR26322624,SRR26322625,SRR26322626,SRR26322627,SRR29038938,SRR29038939,SRR29038946,SRR29038947,SRR3337803,SRR3337804,SRR3337805,SRR3337806,SRR3337807,SRR3337808,SRR3337847,SRR5083096,SRR5083097,SRR5083102,SRR5801184,SRR5801185,SRR5801186,SRR6376636,SRR6376637,SRR6376639,SRR6376660,SRR6376661,SRR6510572,SRR6510574,SRR6510575,SRR8949212,SRR8949214,SRR8949215,SRR8949216,SRR8949217
ASV_138,18,15,16,8,8,10,3,8,14,6,6,0,0,0,12,0,0,0,0,0,0,0,1,1,1,26,2,1,5,3,2,1,1,2,5,1,25,30,4,0,0,1,0,0,2,14,12,1,1,8,0,1,1,1,1,5,1,5,4,1,0,0,1,20,0,2,1,2,3,1,3,6,0,1,0,1,0,136,17,7,52,0,0,1,0,1,2,1,0,0,1,0,0,12,91,0,15,16,67,4,0,0,0,18,0,13,0,16,0,4,0,4,0,0,0,1,31,31,91,71,50,7,6,13,2,25,19,11,2,8,6,26,11,11,34,8,27,13,60,44,61,5,21,5,12,23,9,7,12,9,9,13,8,4,4,12,16,6,9,1,6,12,2,16,28,1,0,0,14,16,2,0,27,2,58,25,23,58,17,34,16,11,21,15,59,69,3,1,2,3,5,4,12,22,19,40,23,25,20,11,17,44,42,29,22,62,17,12,5,17,26,42,29,37,17,19,39,11,28,115,26,34,21,21,23,13,6,19,14,12,23,37,27,39,29,33,41,86,17,12,18,14,18,26,12,23,15,15,103,90,49,163,0,0,0,0,0,0,0,4,5,8,4,2,3,14,6,10,14,16,2,1,2,27,55,35,29,25
ASV_14,0,0,14,5,33,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,56,32,42,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,14,31,33,96,123,79,80,0,0,0,23,37,21,74,36,46,21,48,14,63,40,1,52,37,40,94,86,113,46,55,47,51,50,2,27,36,2,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,188,101,238,149,237,185,192,214,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,25,10,15,29,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,26,22,14,13,7,8,28,29,8,18,15,24,19,11,31,39,10,17,33,26,18,6,13,20,1,34,5,0,7,4,1,0,10,4,3,18,3,10,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,85,87,45,0,0,0,0,0,1,0,0,0,3,7,0,0,8,2,0,1,15,1,0,1,2,3,4,5,3
ASV_141,18,19,5,5,4,2,13,23,58,97,118,38,0,0,49,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,3,9,1,11,11,40,60,24,2,1,0,0,0,0,0,14,10,13,5,13,0,0,0,0,5,3,11,8,9,2,7,1,4,39,0,1,10,10,24,12,0,4,2,0,2,0,0,0,1,0,0,0,0,0,0,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,15,11,18,38,27,27,41,19,54,39,28,30,1,2,1,5,2,5,3,7,6,9,6,3,1,0,1,1,4,5,3,6,7,0,0,0,21,24,36,13,32,16,33,31,18,45,24,52,37,8,53,23,35,25,1,1,3,4,1,3,24,10,21,19,7,14,6,4,13,22,17,19,19,20,26,23,6,11,9,10,17,19,18,14,17,8,11,14,14,29,50,34,46,30,24,45,50,38,31,37,32,48,54,52,113,113,58,4,1,0,0,5,0,0,3,8,7,7,2,5,0,0,0,0,0,0,1,5,5,3,10,13,11,0,0,1,4,0,8,7,7,13,9,14,11,11
ASV_1455,7,34,15,15,6,8,23,18,31,25,16,22,4,0,29,0,0,4,1,0,0,4,0,2,0,23,6,1,0,0,11,11,28,14,19,15,19,34,17,13,18,7,5,2,17,17,5,3,1,10,2,0,1,0,33,57,27,35,31,31,30,24,32,24,2,95,64,39,73,39,15,24,38,44,104,2,0,1,4,0,0,0,0,0,0,46,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,1,21,12,0,2,2,5,7,0,2,3,5,5,21,26,10,10,33,65,19,16,23,28,43,25,30,2,0,0,12,3,1,1,5,4,1,2,0,0,0,0,6,35,13,19,3,0,0,0,0,2,3,1,0,1,0,6,20,44,29,22,24,24,43,20,52,24,47,0,1,0,4,4,5,5,2,4,2,5,0,2,5,1,4,8,8,12,4,2,5,7,22,13,8,13,24,15,14,36,32,13,8,36,4,7,1,9,8,7,1,10,5,3,6,3,17,9,0,14,0,18,14,18,23,18,8,23,14,13,22,6,5,13,5,0,0,0,0,0,0,0,13,16,22,1,1,0,3,13,4,14,2,10,7,5,66,24,34,18,27
ASV_1484,7,17,8,14,16,14,1,4,3,5,2,3,0,32,2,24,0,2,0,2,0,0,0,2,0,0,0,0,0,0,8,4,4,6,1,6,2,3,1,5,1,0,0,0,33,43,53,31,36,5,48,47,23,42,5,1,0,0,0,2,0,1,0,30,1,4,13,47,12,8,3,2,5,1,6,5,49,66,74,90,154,0,1,1,0,1,0,0,7,11,0,8,6,1,1,0,2,1,1,0,10,27,32,32,28,34,18,19,0,1,2,14,0,11,2,13,14,7,1,16,6,0,0,3,0,0,0,0,1,1,0,1,1,0,0,2,4,6,1,2,0,3,3,1,30,36,30,4,2,6,4,15,11,16,8,0,0,0,0,7,2,2,7,5,7,61,48,41,182,185,158,104,136,174,79,47,7,12,63,66,11,9,22,35,24,21,117,106,73,7,9,11,105,156,189,163,110,157,135,109,61,107,62,116,87,140,156,132,183,144,149,188,217,92,100,116,23,83,199,47,36,2,5,0,1,1,0,6,8,6,1,1,2,0,0,44,0,0,3,1,12,2,4,1,2,5,1,8,38,22,33,23,7,13,73,4,3,8,55,34,46,26,4,5,8,17,10,10,3,1,2,1,0,66,69,49,70,60
ASV_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,5,48,0,0,0,11,7,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,146,0,0,4,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,32,9,16,20,240,141,67,129,111,4,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,15,5,10,4,12,13,9,7,5,15,0,0,0,0,0,0,150,149,523,239,75,271,138,58,233,0,0,0,0,0,0,0,0,0,0,0,2,3,0,13,2,4,0,0,0,0,0,1,1,1,0,0,0,0,0
ASV_1537,49,46,24,21,11,18,61,69,30,16,73,14,3,4,18,4,0,22,7,10,1,24,1,25,24,17,18,25,20,3,56,56,65,27,61,55,13,12,32,25,27,22,15,15,3,0,2,0,0,0,0,0,0,0,17,20,14,16,21,42,6,29,21,111,14,18,31,59,7,12,26,14,10,56,25,17,0,0,0,0,0,0,0,0,0,17,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,27,4,25,10,11,11,53,1,10,3,4,6,20,2,51,49,38,45,35,37,47,20,31,23,58,52,55,0,0,0,7,10,4,6,12,23,16,18,2,0,0,0,44,37,44,29,116,61,2,0,0,7,14,14,0,10,3,7,15,13,15,9,9,11,39,20,21,9,18,0,0,0,0,0,0,3,1,2,6,4,4,2,3,2,2,0,5,2,4,3,6,2,6,0,1,1,17,13,15,14,6,5,17,11,1,2,1,0,0,0,2,0,0,0,1,2,81,122,63,142,71,101,122,149,152,130,112,129,171,115,128,21,19,15,16,0,0,0,0,0,0,0,13,15,17,0,0,2,23,23,48,19,11,1,0,0,1,6,12,9,10
ASV_1576,41,31,0,1,0,0,18,19,18,29,30,21,0,0,28,0,0,0,0,0,0,0,0,2,5,29,0,1,1,0,11,21,9,20,10,20,40,28,13,12,4,2,2,3,2,8,3,5,3,6,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,6,30,30,32,41,4,20,33,10,4,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,59,192,116,119,12,16,5,12,4,9,12,11,9,8,38,31,47,61,65,48,46,64,58,63,75,61,59,17,8,3,0,0,0,2,2,0,0,0,15,33,25,55,14,30,15,19,22,57,0,0,0,3,4,0,0,0,0,10,8,5,11,7,10,7,10,13,14,13,5,1,0,0,1,4,0,12,7,15,12,13,9,14,3,7,10,11,18,16,14,11,8,14,21,15,17,13,28,36,30,25,26,42,21,23,12,18,21,13,14,11,9,16,12,31,34,27,0,1,0,0,0,2,19,15,5,20,15,23,13,60,30,32,27,19,22,0,0,1,1,0,0,0,0,0,0,7,6,4,4,3,6,44,39,3,2,1,36,19,16,27,22
ASV_16,6,16,39,52,53,32,3,16,17,13,14,30,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,8,1,4,9,8,9,19,11,7,2,0,0,0,0,0,0,1,1,16,0,0,0,0,60,40,39,26,26,64,46,65,39,63,0,148,29,9,87,15,0,0,10,49,8,0,0,0,0,0,0,0,0,3,0,53,53,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,11,4,2,1,1,0,0,0,2,4,7,0,8,4,6,17,12,24,8,6,12,13,13,30,14,0,0,0,11,13,47,23,47,69,101,67,0,0,0,0,17,33,22,20,17,0,0,0,0,0,0,0,0,0,0,96,71,185,152,59,31,68,125,78,86,130,46,0,2,1,3,6,4,6,1,0,1,0,0,0,2,0,0,0,0,1,2,2,3,2,3,0,0,0,4,2,8,5,8,0,6,10,34,13,14,29,18,37,26,37,26,34,22,20,0,1,0,0,0,0,20,28,33,21,16,35,25,15,10,0,0,0,3,0,0,1,0,0,0,0,70,54,53,2,1,2,74,20,11,11,19,5,5,9,9,3,2,3,5
ASV_162,4,7,3,21,12,7,22,44,28,25,21,33,0,0,31,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,36,22,21,16,30,28,21,24,1,0,0,0,0,0,8,19,15,4,2,3,2,0,5,1,25,32,11,13,4,16,5,14,10,2,0,50,22,12,21,89,0,12,177,45,93,0,0,0,0,0,5,1,3,4,1,18,1,22,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,1,0,2,3,1,1,2,1,0,4,6,18,3,7,3,8,3,3,5,0,0,0,7,11,6,13,12,50,12,12,0,0,0,0,2,3,8,4,2,0,0,0,0,11,25,13,4,24,20,70,72,66,9,46,29,32,49,26,52,32,34,3,3,1,4,5,5,30,13,3,16,24,36,23,43,21,28,19,22,14,20,22,19,23,38,12,11,25,38,31,25,17,36,19,11,13,3,1,0,8,3,4,7,12,10,7,2,7,2,0,0,0,2,0,0,0,0,0,0,0,0,1,3,10,10,13,22,0,0,0,0,0,0,0,13,3,6,0,2,2,17,5,1,4,5,5,2,1,38,46,14,31,36
ASV_1662,0,1,1,3,3,4,2,2,11,6,3,14,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,2,0,0,5,6,0,0,0,0,0,0,25,22,35,6,3,6,6,4,9,4,0,1,0,1,0,0,0,0,0,6,0,3,4,5,6,11,0,0,10,0,0,0,19,28,57,36,46,1,1,1,1,2,1,1,2,4,0,4,35,65,50,46,28,50,64,39,36,26,28,30,38,41,43,54,58,37,35,38,45,28,26,49,0,0,0,1,0,2,2,3,0,2,6,3,1,1,2,1,0,0,3,1,1,0,1,0,1,0,0,0,5,7,2,2,0,3,0,1,0,2,1,0,0,0,0,0,2,1,1,2,1,0,0,0,38,87,59,78,61,79,30,21,9,8,16,10,22,11,21,20,5,12,4,7,1,0,0,2,42,42,41,100,33,45,50,45,37,31,50,46,16,74,33,38,32,33,18,41,30,34,41,17,22,19,69,31,9,0,1,0,0,0,0,0,0,0,0,0,0,2,2,15,0,0,0,0,0,0,4,0,0,0,0,4,28,19,9,42,3,4,8,1,12,24,12,3,3,7,0,0,1,0,3,1,11,4,0,0,1,39,68,19,33,46
ASV_17,3,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,1,9,6,4,3,1,3,2,6,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,1,8,9,11,35,0,0,0,1,0,0,0,0,1,0,0,0,20,95,4,24,8,74,6,1,0,0,20,0,15,0,27,1,4,0,5,1,0,1,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,0,0,5,2,0,0,0,5,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,2,0,0,0,4,2,1,0,13,1,130,95,58,99,64,219,30,50,45,33,97,83,5,6,3,1,1,4,22,22,19,43,35,34,29,12,23,46,48,32,38,104,17,25,17,40,24,68,55,19,11,5,62,24,69,125,37,0,3,8,1,2,2,1,0,1,1,5,4,0,2,2,2,1,2,1,0,2,0,0,0,1,0,1,19,20,7,30,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,8,29,15,12,16
ASV_1706,0,2,9,9,16,12,9,6,7,12,9,10,0,0,17,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,29,11,20,14,8,5,8,22,0,0,0,0,0,0,18,15,21,0,0,0,3,1,8,0,2,7,5,1,0,5,0,3,0,7,0,5,8,0,23,28,0,2,8,0,6,0,12,23,9,8,93,4,8,2,3,3,3,6,0,5,1,1,0,0,0,0,1,0,3,0,2,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,16,4,5,9,9,5,9,10,0,0,0,0,0,1,0,1,1,0,0,0,0,23,27,37,16,28,34,9,13,24,8,19,15,5,1,7,20,16,7,1,4,1,0,0,0,53,36,12,35,53,57,48,89,63,46,34,44,30,38,31,29,45,96,45,41,43,59,54,54,12,130,40,8,5,0,0,2,0,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,15,19,44,0,0,0,0,0,0,0,10,3,6,0,0,0,0,0,0,0,2,0,0,1,55,104,56,62,89
ASV_1747,0,1,2,1,12,7,3,7,3,6,3,16,1,0,4,0,0,0,0,0,0,1,0,0,0,19,4,0,1,0,1,2,0,0,3,11,13,23,2,0,0,1,0,0,0,3,0,16,18,15,2,3,1,0,17,14,12,6,6,24,11,12,18,0,0,6,11,3,5,3,0,4,0,13,2,0,0,0,0,0,0,1,4,4,1,12,20,22,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,10,1,10,3,8,2,7,5,16,23,0,88,120,90,147,37,81,56,54,3,3,6,3,5,4,5,4,1,3,1,0,0,0,0,0,0,0,0,6,8,24,6,7,2,14,25,7,11,11,10,1,1,1,32,45,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,3,0,0,2,3,48,33,31,56,50,64,21,34,31,57,24,37,0,0,0,0,0,0,0,5,2,0,2,0,2,1,0,5,6,9,5,4,13,7,5,43,14,38,231,238,200,8,13,11,0,1,0,3,1,37,48,54,2,0,0,0,0
ASV_1876,7,9,13,19,18,12,4,50,35,16,31,71,0,0,21,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,2,7,4,9,12,17,14,7,5,8,21,1,0,0,10,9,8,0,0,0,1,1,1,0,29,44,20,31,33,28,46,14,26,2,0,12,7,9,138,69,1,1,18,4,4,0,117,5,23,12,3,0,0,0,0,20,50,30,0,0,0,0,0,6,0,0,12,18,2,0,7,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,4,1,6,2,27,6,1,38,9,30,37,6,4,26,6,3,6,6,1,2,1,3,3,4,1,1,1,0,1,3,20,18,28,15,45,44,60,51,0,0,0,0,61,8,5,30,1,0,21,1,0,50,18,47,79,5,126,12,17,11,6,20,1,11,24,1,12,8,15,0,0,1,0,1,1,43,43,38,46,18,19,24,40,40,26,28,19,16,22,30,23,10,17,22,28,21,10,3,6,6,16,10,1,3,4,4,3,7,0,2,10,10,6,5,4,7,2,1,0,0,0,1,9,2,2,17,14,28,20,6,17,13,9,12,13,0,0,0,0,0,0,0,30,24,6,0,0,0,34,48,15,22,28,2,0,2,6,15,3,12,6
ASV_19,4,9,26,26,37,29,58,65,87,85,89,128,0,0,78,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,60,52,47,53,78,84,75,83,2,3,9,0,0,0,17,23,34,8,4,25,5,5,2,1,19,28,11,15,5,21,7,5,5,10,0,26,29,32,43,199,0,6,168,95,56,0,42,43,25,39,62,0,0,0,0,10,11,15,0,0,1,0,0,10,11,4,14,7,14,0,10,3,4,3,13,9,3,1,3,0,1,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,0,21,2,2,2,4,10,24,10,2,0,0,6,6,15,6,27,18,35,24,0,0,0,0,26,19,13,13,5,0,1,0,0,12,19,18,34,36,31,137,99,133,59,104,60,56,110,63,98,76,52,7,8,7,0,0,4,49,39,21,32,38,41,46,50,35,32,47,28,44,53,31,29,20,63,52,89,53,58,43,24,28,69,46,38,34,3,4,5,3,8,1,7,16,8,6,0,4,0,0,0,1,0,0,2,2,3,2,1,1,2,1,6,7,7,9,14,0,0,0,0,0,0,0,12,12,14,1,0,0,6,3,1,1,6,3,3,3,33,59,31,32,40
ASV_193,44,62,73,46,66,67,4,4,11,14,4,7,6,1,13,2,1,15,0,5,1,6,13,3,17,23,11,15,9,9,3,2,0,2,2,3,31,38,37,32,13,35,23,26,0,2,4,3,0,4,1,0,2,0,3,4,4,5,0,0,1,6,4,3,13,42,13,17,27,7,82,54,0,1,16,8,0,0,1,0,0,0,0,0,0,5,3,2,0,0,1,0,0,4,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,49,22,69,19,8,8,14,4,58,13,8,6,19,7,70,98,59,61,186,170,221,279,224,220,242,191,201,1,2,0,13,30,8,11,4,11,0,5,85,59,69,51,16,155,226,87,216,286,0,0,0,1,1,0,0,2,0,37,21,36,40,14,19,10,6,16,12,34,52,1,1,2,7,13,11,4,2,6,7,16,1,2,5,6,5,7,4,7,17,4,3,6,27,21,17,19,22,21,23,81,41,38,175,67,7,4,20,8,5,20,6,9,5,10,1,20,95,147,30,70,21,76,122,153,112,121,98,118,116,69,63,35,42,42,36,0,0,0,0,0,0,0,17,6,14,1,4,4,5,3,22,49,23,14,15,17,12,14,20,9,10
ASV_194,5,3,20,21,28,20,5,12,8,34,11,45,0,0,15,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,33,5,10,8,14,13,11,39,3,0,3,0,0,0,8,12,19,1,1,3,3,1,3,0,13,20,6,10,3,6,8,8,0,4,0,7,10,5,20,39,0,2,12,60,4,0,27,2,10,4,29,0,0,0,0,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,1,2,3,4,0,0,0,2,4,0,3,1,0,1,1,0,1,0,1,0,1,2,1,13,10,16,10,32,12,24,24,0,0,0,0,7,6,8,6,3,0,0,0,0,14,13,14,7,18,13,75,65,61,14,55,11,24,25,10,32,31,30,2,1,4,1,1,0,33,37,14,30,32,35,54,55,55,40,45,18,28,32,25,32,12,37,30,31,26,45,25,19,12,36,19,14,10,6,1,3,3,5,3,3,10,6,11,3,2,0,0,0,0,0,0,2,3,0,0,3,2,1,5,4,40,27,35,54,0,0,0,0,0,0,1,10,4,5,1,0,0,11,7,5,8,7,0,1,3,31,46,17,23,30
ASV_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,16,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,3,2,7,3,29,39,23,31,178,451,12,19,12,12,30,39,74,146,152,4,0,1,18,45,86,21,56,22,27,28,19,30,23,18,23,56,30,34,67,83,192,189,227,8,10,8,7,50,75,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,1,8,5,4,2
ASV_2038,3,3,13,7,6,7,0,5,6,5,3,14,0,0,8,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,4,2,0,0,2,12,5,5,1,1,2,0,1,38,46,34,3,0,4,0,1,4,0,8,2,3,7,2,6,1,5,0,2,0,25,8,2,34,7,0,1,5,3,5,0,61,71,99,56,98,0,0,0,0,6,2,9,0,0,0,0,3,1,1,2,6,2,2,0,6,3,3,0,10,2,14,0,1,0,0,0,3,3,5,0,9,7,0,9,1,7,4,11,4,2,14,7,9,6,4,7,7,5,9,7,6,6,3,7,5,6,3,3,2,0,3,2,3,1,4,4,2,5,3,0,0,0,0,3,1,0,4,0,0,0,0,0,34,26,14,20,50,40,20,17,4,12,14,18,6,9,7,6,14,15,5,5,13,2,0,0,49,34,31,6,38,39,35,73,57,77,42,23,39,31,33,57,34,45,47,34,47,44,30,45,24,49,14,8,32,0,1,1,0,0,2,3,0,0,0,2,2,9,3,2,6,3,3,1,3,4,3,2,3,8,2,6,12,7,16,2,0,0,0,0,0,0,0,6,0,8,1,0,0,17,12,11,1,15,2,2,1,74,37,69,68,61
ASV_2056,13,29,13,12,8,10,43,64,63,52,32,53,6,1,54,9,1,13,19,20,2,10,3,14,13,52,0,7,5,4,83,53,42,75,60,64,43,19,31,22,13,16,13,9,5,10,3,1,2,2,0,0,1,0,49,29,55,38,56,77,78,72,36,23,29,95,87,66,60,76,8,28,41,41,51,9,0,1,2,0,0,0,0,0,0,79,87,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,37,0,43,6,9,23,4,5,2,0,2,14,21,7,26,19,21,17,13,31,13,4,7,8,26,17,25,0,0,0,4,7,9,7,13,14,21,23,0,0,0,0,23,32,22,21,5,0,2,0,3,5,4,13,2,7,4,29,24,41,39,31,40,54,36,35,59,27,53,0,1,4,1,1,0,10,6,1,5,5,4,8,6,8,2,4,4,4,3,3,7,6,8,8,6,5,10,10,19,27,22,8,6,37,0,0,0,0,3,0,5,0,2,3,0,0,15,5,5,8,1,12,38,31,25,40,26,40,26,40,49,6,2,3,7,0,0,0,0,0,0,0,23,28,57,0,0,0,35,50,28,39,34,1,1,0,25,9,12,16,21
