,SRR10033141,SRR10033144,SRR10159290,SRR10159293,SRR10159299,SRR10159308,SRR10604353,SRR10604354,SRR10604355,SRR10604356,SRR10604357,SRR10604358,SRR10604359,SRR10604360,SRR10604361,SRR10604362,SRR10604363,SRR10604364,SRR10604365,SRR10604366,SRR10604367,SRR10604368,SRR10604369,SRR10604370,SRR10604371,SRR10604372,SRR10604373,SRR10604374,SRR10604375,SRR10604376,SRR10604377,SRR10604378,SRR10604379,SRR10604380,SRR10604381,SRR10604382,SRR10604383,SRR10604384,SRR12001324,SRR12001325,SRR12001326,SRR12001327,SRR12001328,SRR12001329,SRR12001330,SRR12001331,SRR12001332,SRR12470634,SRR12470635,SRR12470659,SRR12572697,SRR12572699,SRR12572700,SRR12572707,SRR13011266,SRR13011276,SRR13011282,SRR13011285,SRR13011286,SRR13011289,SRR13011293,SRR13011298,SRR13011299,SRR13023223,SRR13023224,SRR13023225,SRR13023226,SRR13023227,SRR13023228,SRR13023229,SRR13023230,SRR13023232,SRR13023233,SRR13023234,SRR13023235,SRR13023237,SRR13240050,SRR13240051,SRR13240052,SRR13240053,SRR13240054,SRR13612594,SRR13612595,SRR13612596,SRR13612597,SRR13619036,SRR13619037,SRR13619038,SRR14088427,SRR14088428,SRR14088429,SRR14088440,SRR14479200,SRR14479205,SRR14479206,SRR14479207,SRR14479208,SRR14479209,SRR14479210,SRR14479211,SRR14479225,SRR14479226,SRR14479227,SRR14479228,SRR14479229,SRR14479230,SRR14479245,SRR14479246,SRR14479247,SRR14479248,SRR14479249,SRR14479250,SRR14479264,SRR14479265,SRR14479268,SRR14479269,SRR14907352,SRR14907353,SRR14907354,SRR14907355,SRR14907356,SRR17224856,SRR17224857,SRR17224858,SRR17224859,SRR17224860,SRR17224861,SRR17224862,SRR17224863,SRR17224864,SRR17224865,SRR17711211,SRR17711215,SRR17711237,SRR17711241,SRR19328989,SRR19328990,SRR19328991,SRR19328996,SRR19329007,SRR19329018,SRR19329029,SRR19329040,SRR19329041,SRR20110003,SRR20110004,SRR20110005,SRR20290374,SRR20290375,SRR20290376,SRR20290377,SRR20290388,SRR20290399,SRR20290410,SRR20290411,SRR21615878,SRR21615879,SRR21615882,SRR21615883,SRR22059209,SRR22059220,SRR22059231,SRR22059267,SRR22059276,SRR22059277,SRR22073311,SRR22073312,SRR22073313,SRR22106546,SRR22106553,SRR22106560,SRR22106561,SRR22106562,SRR22106563,SRR22463539,SRR22463540,SRR22463541,SRR22463542,SRR22463543,SRR22463544,SRR22463545,SRR22463546,SRR22463548,SRR22463549,SRR22463550,SRR22463551,SRR24090957,SRR24090958,SRR24090959,SRR24090966,SRR24090967,SRR24090968,SRR24112416,SRR24112417,SRR24112418,SRR24112419,SRR24112420,SRR24112421,SRR24112422,SRR24112423,SRR24112424,SRR24112425,SRR24112426,SRR24112427,SRR24112428,SRR24112429,SRR24112430,SRR24112431,SRR24112432,SRR24283330,SRR24283331,SRR24283334,SRR24283345,SRR24283356,SRR24283367,SRR24283378,SRR24283389,SRR24283398,SRR24283399,SRR24283400,SRR24283401,SRR25992317,SRR25992318,SRR25992319,SRR25992320,SRR25992321,SRR25992328,SRR25992329,SRR25992330,SRR25992331,SRR25992339,SRR25992350,SRR25992351,SRR25998238,SRR25998259,SRR25998270,SRR25998282,SRR25998315,SRR25998316,SRR26322612,SRR26322620,SRR26322621,SRR26322622,SRR26322623,SRR26322624,SRR26322625,SRR26322626,SRR26322627,SRR29038938,SRR29038939,SRR29038946,SRR29038947,SRR3337803,SRR3337804,SRR3337805,SRR3337806,SRR3337807,SRR3337808,SRR3337847,SRR5083096,SRR5083097,SRR5083102,SRR5801184,SRR5801185,SRR5801186,SRR6376636,SRR6376637,SRR6376639,SRR6376660,SRR6376661,SRR6510572,SRR6510574,SRR6510575,SRR8949212,SRR8949214,SRR8949215,SRR8949216,SRR8949217
ASV_3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009453072,0.01011378,0.016085791,0,0,0.000884173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000618047,0,0,0,0,0,0,0,0,0,0,0.000691324,0.000301114,0,0.000310945,0,0,0,0.001041305,0.000957243,0.001389854,0.002098636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002314815,0.006616257,0.00083682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000829531,0,0,0.00149925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001820388,0,0,0,0,0,0,0.001363327,0,0.001336005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001679731,0.001899335,0.003508772,0.005733945,0.000404204,0.001287001,0.004081633,0.002472188,0.004175365,0.004705882,0.00152439,0.000868056,0,0,0,0,0,0,0.002066116,0.001373626,0,0,0,0,0,0
ASV_3639,0,0,0,0,0.004689332,0.002320186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002369668,0.001821494,0.001919386,0.004098361,0,0.001960784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001036986,0.000903342,0.000574548,0.000621891,0,0,0,0.000347102,0.000957243,0,0.000349773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000710732,0.000645995,0,0.000482625,0,0,0,0,0,0,0,0,0.001766784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002407705,0,0.002918288,0.001886792,0,0,0,0,0,0,0,0,0,0,0,0.002244669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000606796,0,0.001345895,0.000745156,0,0,0.001180638,0.00204499,0.000720461,0,0,0,0,0,0,0,0,0.001564945,0,0,0,0,0.002066116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001236094,0.004175365,0,0.00304878,0.004340278,0.002516779,0.002254791,0,0.002828854,0.004622496,0.00729927,0,0,0.00234192,0,0,0,0,0
ASV_364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001301448,0,0.015416959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691324,0.000602228,0.000861821,0.001865672,0,0,0,0.000694203,0.001595405,0.002084781,0.000349773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001461988,0,0.000943396,0,0,0,0.00122549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002663116,0.004247573,0.001719198,0,0.000745156,0.000634115,0.001279591,0.001180638,0,0.001440922,0,0.00132626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001736111,0,0,0,0,0,0,0.001033058,0,0,0,0,0,0,0
ASV_3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464253,0.000801925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014656144,0.003753754,0.020390071,0.007346939,0,0,0,0,0,0,0,0,0,0,0,0,0.001805778,0.000968992,0.000473709,0.002546689,0,0.000201288,0.00025025,0.000637552,0.002598016,0.002162552,0.002592113,0.000617665,0.002529317,0.002720752,0.001988072,0.000844416,0.002849958,0.001088647,0.000855066,0.000195618,0.000390244,0.000162681,0.000787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001760563,0,0,0,0,0,0,0,0,0,0,0,0,0.001579779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001236094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000750751,0.000886525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802568,0.001453488,0.003079109,0.000339559,0.000308404,0.000603865,0.001501502,0,0.000944733,0.001081276,0.001481207,0.001852996,0.00114969,0.007667574,0,0.000633312,0.000167645,0,0.000427533,0.000391236,0.000585366,0,0.00019685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132873,0,0.002219756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008018504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3649,0.003516999,0.008683068,0,0,0,0,0,0,0.00177305,0,0,0,0.000365097,0,0,0.00036036,0,0,0,0,0,0,0,0,0,0,0.002040816,0,0,0.000998004,0.001872659,0.001760563,0,0,0,0.003424658,0,0,0.000847458,0.000838223,0.001404494,0,0.00234192,0.001256281,0,0,0,0,0,0,0,0,0,0,0.026966292,0.019120459,0.023696682,0.014571949,0.013435701,0.016393443,0.004938272,0.005882353,0.011784512,0,0,0,0,0,0,0.001897533,0.000618047,0,0.00130719,0,0,0.000815661,0,0,0,0.000816327,0,0,0,0,0,0.011415525,0.011389522,0.017073171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116795,0.001760563,0.00203252,0.002853067,0.003384095,0.001748252,0.002132196,0.003229974,0.000891266,0.004343629,0.000640205,0.001596806,0.001410437,0.002126152,0.001034126,0.00507872,0,0.006550218,0.003533569,0.004636785,0.003460208,0.001886792,0,0,0.001620746,0,0,0,0.001686341,0,0,0,0,0,0,0,0,0.001034126,0.002518892,0,0,0,0,0.00055991,0.003968254,0.001792115,0.003378378,0.003367003,0.00476758,0.001336898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000672948,0,0,0.000639795,0,0,0.000720461,0,0.00066313,0.002512563,0.001610306,0.000839161,0.003484321,0.001960784,0.010040161,0,0,0,0.001890359,0,0,0,0,0,0,0,0.001002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004509583,0.005235602,0.002828854,0.003081664,0,0,0,0,0,0,0,0,0.001949318
ASV_3650,0,0,0,0.000970874,0,0,0,0,0,0,0,0.002096436,0,0,0.000856164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000928505,0.005613472,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001937984,0.008912656,0,0.002560819,0.004790419,0,0.002834869,0.005170631,0.001015744,0.001919386,0,0,0,0,0,0,0,0.001620746,0.005136986,0.001757469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001122334,0,0,0,0,0,0,0,0,0,0.00131406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001818182,0,0,0.001428571,0,0,0,0,0,0,0,0,0,0.006677796,0.001727116,0,0.001655629,0.002016129,0.004405286,0,0.002016129,0,0,0.001718213,0.002894356,0,0,0.003861004,0.009433962,0,0,0.001146132,0,0,0,0,0,0,0,0,0,0,0.003220612,0,0.006968641,0.001960784,0.002008032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001779359,0.001567398,0.003656307,0.003025719,0.001949318
ASV_3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001100867,0.000930109,0.00054615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000710732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000412825,0.001594472,0.002184599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000665779,0.000606796,0,0.000672948,0.001490313,0,0.001279591,0.002361275,0.000681663,0.001440922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033846154,0,0.005882353,0.002008032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3658,0,0,0,0.000970874,0,0,0.002989537,0,0.00177305,0,0,0,0.002190581,0.000655093,0.029965753,0.00036036,0.000614754,0,0,0.000538793,0.000225836,0,0,0,0.000930233,0,0,0.001040583,0.001777778,0.000998004,0,0.001760563,0,0,0.005067568,0,0.001468429,0.001675042,0.000847458,0,0,0,0,0.001256281,0.002321263,0.002405774,0.00078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001642036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000640205,0,0,0,0,0,0,0,0,0.001545595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001461988,0,0,0,0,0,0,0,0.002016129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001118881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3660,0,0,0.001204819,0.002912621,0.001172333,0.003480278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000448833,0,0,0.004552352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001404494,0,0,0,0.000928505,0.001603849,0.00234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001044932,0,0.003284072,0.003418803,0.001709402,0,0,0,0.001077586,0.00130719,0.001154734,0.005464481,0,0,0,0,0,0.001718213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001620746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012259194,0.004479283,0.007822686,0.005599104,0,0,0,0,0,0,0,0,0,0,0,0,0.001054852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001754386,0.004559271,0,0.00764526,0.00311042,0.001587302,0.003831418,0.005050505,0.003521127,0.00483871,0.004680187,0.007309942,0,0.005181347,0.005347594,0.004966887,0.014112903,0.00660793,0.001724138,0.004032258,0.001605136,0.004739336,0.003436426,0.005788712,0.003773585,0.005244755,0.001287001,0.001886792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000559441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005338078,0.003134796,0.007312614,0.004538578,0.003898635
ASV_367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001044932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002277904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000540638,0.000370302,0,0,0,0.002349539,0,0.010393965,0.004354588,0.017386347,0.000586854,0.00195122,0,0.001181102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001579779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001567398,0,0,0
ASV_368,0,0,0,0,0,0,0,0,0,0,0,0,0.003285871,0.005568293,0,0.003243243,0.00102459,0.003217503,0.003539254,0.001077586,0.000451671,0,0.000897666,0,0.000930233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001044932,0.001119821,0,0,0,0,0,0.019159456,0.015086207,0.00130719,0.005773672,0.001821494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002614559,0.007042254,0.009557619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3682,0.001172333,0,0,0,0,0,0.001494768,0.001574803,0,0,0,0.002096436,0,0,0.002568493,0,0,0,0,0,0,0,0,0,0,0.003034901,0,0,0,0,0,0,0,0,0.001689189,0,0,0.005025126,0,0,0,0,0,0,0,0.000801925,0.00078125,0.004051317,0.006321113,0.009383378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001642036,0.001709402,0.001709402,0,0.001897533,0,0,0,0,0,0,0,0,0,0,0,0,0.000301114,0,0,0,0,0,0.000694203,0.000319081,0,0.000349773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203252,0,0,0,0,0,0.000891266,0,0,0,0,0,0,0,0,0,0,0,0.003460208,0.001886792,0,0,0,0,0.001757469,0,0.001686341,0,0,0,0,0,0,0,0.001132503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001109878,0,0,0,0.002628121,0,0,0.000766871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003508772,0,0,0,0,0,0,0,0,0,0,0,0,0.001727116,0.001782531,0.004966887,0,0.002202643,0,0.006048387,0.003210273,0.001579779,0,0.001447178,0,0,0.001287001,0,0,0,0,0,0,0.000634115,0.000639795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083612,0.001002004,0,0,0,0,0,0,0,0,0,0,0.001176471,0,0,0,0,0,0,0,0,0,0,0,0.001779359,0,0.001828154,0.001512859,0.001949318
