,SRR10033141,SRR10033144,SRR10159290,SRR10159293,SRR10159299,SRR10159308,SRR10604353,SRR10604354,SRR10604355,SRR10604356,SRR10604357,SRR10604358,SRR10604359,SRR10604360,SRR10604361,SRR10604362,SRR10604363,SRR10604364,SRR10604365,SRR10604366,SRR10604367,SRR10604368,SRR10604369,SRR10604370,SRR10604371,SRR10604372,SRR10604373,SRR10604374,SRR10604375,SRR10604376,SRR10604377,SRR10604378,SRR10604379,SRR10604380,SRR10604381,SRR10604382,SRR10604383,SRR10604384,SRR12001324,SRR12001325,SRR12001326,SRR12001327,SRR12001328,SRR12001329,SRR12001330,SRR12001331,SRR12001332,SRR12470634,SRR12470635,SRR12470659,SRR12572697,SRR12572699,SRR12572700,SRR12572707,SRR13011266,SRR13011276,SRR13011282,SRR13011285,SRR13011286,SRR13011289,SRR13011293,SRR13011298,SRR13011299,SRR13023223,SRR13023224,SRR13023225,SRR13023226,SRR13023227,SRR13023228,SRR13023229,SRR13023230,SRR13023232,SRR13023233,SRR13023234,SRR13023235,SRR13023237,SRR13240050,SRR13240051,SRR13240052,SRR13240053,SRR13240054,SRR13612594,SRR13612595,SRR13612596,SRR13612597,SRR13619036,SRR13619037,SRR13619038,SRR14088427,SRR14088428,SRR14088429,SRR14088440,SRR14479200,SRR14479205,SRR14479206,SRR14479207,SRR14479208,SRR14479209,SRR14479210,SRR14479211,SRR14479225,SRR14479226,SRR14479227,SRR14479228,SRR14479229,SRR14479230,SRR14479245,SRR14479246,SRR14479247,SRR14479248,SRR14479249,SRR14479250,SRR14479264,SRR14479265,SRR14479268,SRR14479269,SRR14907352,SRR14907353,SRR14907354,SRR14907355,SRR14907356,SRR17224856,SRR17224857,SRR17224858,SRR17224859,SRR17224860,SRR17224861,SRR17224862,SRR17224863,SRR17224864,SRR17224865,SRR17711211,SRR17711215,SRR17711237,SRR17711241,SRR19328989,SRR19328990,SRR19328991,SRR19328996,SRR19329007,SRR19329018,SRR19329029,SRR19329040,SRR19329041,SRR20110003,SRR20110004,SRR20110005,SRR20290374,SRR20290375,SRR20290376,SRR20290377,SRR20290388,SRR20290399,SRR20290410,SRR20290411,SRR21615878,SRR21615879,SRR21615882,SRR21615883,SRR22059209,SRR22059220,SRR22059231,SRR22059267,SRR22059276,SRR22059277,SRR22073311,SRR22073312,SRR22073313,SRR22106546,SRR22106553,SRR22106560,SRR22106561,SRR22106562,SRR22106563,SRR22463539,SRR22463540,SRR22463541,SRR22463542,SRR22463543,SRR22463544,SRR22463545,SRR22463546,SRR22463548,SRR22463549,SRR22463550,SRR22463551,SRR24090957,SRR24090958,SRR24090959,SRR24090966,SRR24090967,SRR24090968,SRR24112416,SRR24112417,SRR24112418,SRR24112419,SRR24112420,SRR24112421,SRR24112422,SRR24112423,SRR24112424,SRR24112425,SRR24112426,SRR24112427,SRR24112428,SRR24112429,SRR24112430,SRR24112431,SRR24112432,SRR24283330,SRR24283331,SRR24283334,SRR24283345,SRR24283356,SRR24283367,SRR24283378,SRR24283389,SRR24283398,SRR24283399,SRR24283400,SRR24283401,SRR25992317,SRR25992318,SRR25992319,SRR25992320,SRR25992321,SRR25992328,SRR25992329,SRR25992330,SRR25992331,SRR25992339,SRR25992350,SRR25992351,SRR25998238,SRR25998259,SRR25998270,SRR25998282,SRR25998315,SRR25998316,SRR26322612,SRR26322620,SRR26322621,SRR26322622,SRR26322623,SRR26322624,SRR26322625,SRR26322626,SRR26322627,SRR29038938,SRR29038939,SRR29038946,SRR29038947,SRR3337803,SRR3337804,SRR3337805,SRR3337806,SRR3337807,SRR3337808,SRR3337847,SRR5083096,SRR5083097,SRR5083102,SRR5801184,SRR5801185,SRR5801186,SRR6376636,SRR6376637,SRR6376639,SRR6376660,SRR6376661,SRR6510572,SRR6510574,SRR6510575,SRR8949212,SRR8949214,SRR8949215,SRR8949216,SRR8949217
ASV_1718,0,0,0.002409639,0.000970874,0,0,0,0,0.00177305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001777778,0,0,0,0,0,0,0,0,0.001675042,0,0,0,0,0,0,0,0,0,0.000675219,0.000632111,0.000670241,0.000900495,0,0.000884173,0,0,0,0,0,0.001919386,0,0,0,0.001683502,0,0,0.001642036,0.001709402,0,0.003412969,0,0.000618047,0,0,0.001154734,0.001821494,0,0,0,0,0,0,0.005184929,0.003613369,0.00229819,0.002798507,0,0,0,0.001041305,0.00319081,0.003127172,0.001399091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001919386,0.002183406,0,0,0.001730104,0,0.001655629,0.00538358,0.006482982,0.005136986,0.001757469,0.001381215,0.001686341,0.007716049,0.005671078,0.005857741,0,0.000730994,0,0,0,0,0,0,0,0,0.001303781,0.001679731,0,0,0.001689189,0.001122334,0,0.002673797,0,0,0,0.002219756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000931532,0,0.000414766,0.000743494,0.001044932,0.00149925,0.007272727,0.001754386,0,0,0.003058104,0,0.006349206,0.001915709,0.001683502,0.001760563,0.003225806,0,0,0,0.005181347,0,0.003311258,0.002016129,0.002202643,0.001724138,0,0,0,0,0.001447178,0.003773585,0.005244755,0.001287001,0,0.00665779,0.005461165,0.007449857,0.00269179,0.003725782,0.002536462,0.002559181,0.002361275,0.00204499,0.002161383,0.003340013,0.00464191,0,0.001610306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002919708,0.003099174,0.002747253,0.00117096,0.001779359,0,0.001828154,0,0
ASV_1720,0.001172333,0,0,0,0,0,0.001494768,0.007874016,0.00177305,0.003267974,0.001466276,0.004192872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003745318,0,0.001526718,0.0015625,0.005067568,0.005136986,0,0.001675042,0,0,0,0,0,0,0,0,0.00078125,0.001350439,0.000632111,0,0,0,0,0,0,0,0.004739336,0,0.001919386,0,0.002469136,0,0,0,0,0,0.008547009,0,0,0.001897533,0,0,0,0,0,0,0,0,0,0,0,0.000691324,0.000301114,0.000574548,0.000621891,0,0,0,0.001041305,0.002871729,0.002084781,0.004896817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005758157,0,0.001766784,0,0.001730104,0,0.001655629,0,0,0.001712329,0.005272408,0.001381215,0.003372681,0.000771605,0,0,0,0,0.000972763,0.001886792,0,0.002068252,0.008816121,0.00245098,0,0,0,0,0,0,0,0,0.001191895,0,0,0,0,0,0,0,0,0,0,0,0.000766871,0,0,0,0,0,0,0.000330907,0.00086881,0,0,0,0,0,0,0,0,0.007272727,0.005263158,0,0.002857143,0.004587156,0,0.003174603,0.001915709,0.001683502,0.00528169,0.001612903,0.003120125,0.002923977,0.008347245,0.005181347,0.001782531,0.001655629,0,0,0,0,0.001605136,0.001579779,0,0,0,0,0,0,0.000665779,0.002427184,0.000573066,0,0,0.001902346,0.000639795,0.000590319,0.001363327,0.000720461,0.002004008,0.00132626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083612,0.001002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000838926,0,0,0.001414427,0,0,0.001033058,0,0,0,0,0,0,0
ASV_1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001404494,0.000726744,0.000236855,0.002207131,0.000154202,0.000805153,0.001251251,0.000318776,0.001180916,0.000180213,0.000370302,0,0,0.000247341,0.000180734,0.000633312,0.001341157,0.000466563,0.002137666,0.000391236,0.001560976,0.000650724,0.001377953,0.000817566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200642,0,0,0,0.009406322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002818489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726744,0.001657982,0.000339559,0,0.007648953,0.003253253,0.002072043,0,0,0,0,0,0,0,0,0,0.000155521,0,0,0.000195122,0.000325362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1724,0,0,0.001204819,0,0,0.002320186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464253,0.004009623,0,0,0,0,0,0,0,0,0.004494382,0,0,0,0,0,0,0.001960784,0,0,0,0,0.001709402,0,0.001706485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310945,0,0,0.002439024,0,0,0,0.000349773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000710732,0.008397933,0.013368984,0.001447876,0.008322663,0.005588822,0,0.009922041,0.004136505,0.001523616,0,0,0,0,0,0,0,0.001345895,0,0.001712329,0,0.001381215,0.001686341,0,0,0,0.000802568,0.001461988,0.000972763,0.001886792,0.003397508,0.001034126,0,0.007352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001533742,0.002770083,0.002437043,0.002913328,0.001034126,0,0.002475248,0,0.005212858,0.000866927,0.004905969,0,0,0,0,0,0,0,0.003508772,0.001519757,0,0,0,0.003174603,0,0.001683502,0,0,0.001560062,0.002923977,0,0.001727116,0,0.001655629,0,0.002202643,0.00862069,0.006048387,0,0,0.001718213,0,0.003773585,0.001748252,0,0.003773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001610306,0.00027972,0.005226481,0.005882353,0,0,0.00210084,0.001834862,0,0,0,0.002919708,0,0.001709402,0,0,0.001002004,0,0,0,0,0,0,0,0,0,0.002087683,0.001176471,0,0,0,0,0,0,0,0,0,0,0,0.001779359,0.001567398,0.001828154,0.001512859,0.001949318
ASV_1727,0,0,0,0,0,0,0,0,0,0,0,0,0.001825484,0.00294792,0,0.007567568,0.018647541,0.002574003,0.003861004,0.004849138,0.008581752,0.001472754,0.008976661,0,0,0,0,0,0.000888889,0,0,0,0,0,0,0,0,0,0,0,0,0.001129944,0,0.001256281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001119821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1733,0,0,0.001204819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001517451,0,0,0,0,0,0,0,0,0,0,0,0.001675042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001912046,0,0,0,0,0,0,0,0.001044932,0,0,0,0,0,0,0,0.001077586,0,0,0,0,0,0,0,0,0,0.002419634,0.001505571,0.000574548,0.002798507,0,0,0,0.001735509,0.001914486,0.000347464,0.000349773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802568,0.001461988,0,0.000943396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001486989,0.001044932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001886792,0,0,0,0.001997337,0.006674757,0.002292264,0.002018843,0.002235469,0.003804692,0.001919386,0.001180638,0.001363327,0.001440922,0.006012024,0.00397878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055991,0.002849003,0,0.005733945,0.002021019,0.000643501,0,0,0,0.001176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1734,0,0.001447178,0,0,0,0.001160093,0,0,0,0,0,0,0,0,0,0,0,0.000643501,0,0,0,0,0,0,0.001860465,0,0,0,0.000888889,0.001996008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345662,0.000301114,0.000287274,0,0,0,0,0.007636237,0.00319081,0.004169562,0.001049318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001545595,0,0,0,0,0,0,0.003514938,0,0,0,0,0,0,0.001461988,0,0,0.001132503,0.001034126,0,0,0,0,0,0,0,0,0.001689189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001146132,0.001345895,0.000745156,0.000634115,0,0.001770956,0,0.000720461,0.000668003,0,0,0.001610306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083612,0,0.001888574,0,0.000949668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414427,0,0,0,0,0,0,0,0,0,0
ASV_1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802568,0.002422481,0.000236855,0.002716469,0.000462606,0.000805153,0,0,0.001653283,0.000901063,0.000370302,0,0.000689814,0,0.000542201,0.001477729,0.000838223,0.000311042,0.001282599,0,0.000585366,0.000488043,0,0.00023359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464253,0.002405774,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000563698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000601926,0,0,0.002546689,0,0.000201288,0,0,0.004723666,0.000540638,0.002221811,0,0.002529317,0,0.00144587,0,0.000502934,0.000155521,0.000570044,0,0.000780488,0,0.00019685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003464203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001818182,0.001754386,0,0.004285714,0,0,0,0,0,0,0,0,0,0.003338898,0.003454231,0.001782531,0,0,0.002202643,0.003448276,0,0,0.003159558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01578354,0,0.000886525,0.003265306,0.006872852,0,0,0,0,0,0,0,0,0,0,0,0.001805778,0.004118217,0.000236855,0.004584041,0.000925212,0.001006441,0.001251251,0.000159388,0.002361833,0,0.000555453,0.000308833,0.002299379,0,0.001988072,0.002955457,0.001173512,0.001244168,0.000855066,0,0.002731707,0.001138767,0.000984252,0.000116795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001109878,0,0.003605769,0.002109705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100321,0.000242248,0,0.000509338,0.000462606,0.000603865,0.000500501,0.001115716,0.000944733,0.001802127,0.000185151,0.000926498,0.00114969,0.000989364,0.000180734,0.002322145,0.001173512,0.002177294,0.000712555,0.000195618,0.00097561,0.002440215,0.000590551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000801925,0.00078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002277904,0.002439024,0,0,0,0,0.000200642,0,0,0,0.000308404,0,0,0.000159388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000813405,0,0.007124504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1740,0,0.002894356,0.004819277,0.004854369,0.001172333,0.001160093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001472754,0.000448833,0,0,0,0.002040816,0.002081165,0,0.001996008,0,0.001760563,0,0,0,0,0,0,0.001694915,0.000838223,0.001404494,0.001129944,0.00117096,0.002512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003359462,0,0,0,0.001706485,0.001897533,0.001236094,0.004310345,0,0,0.001821494,0.000815661,0,0,0,0,0,0,0,0.000287274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001426534,0.001692047,0,0.002842928,0.005167959,0.009803922,0.002895753,0.002560819,0.00239521,0.003526093,0.007795889,0.008273009,0.004062976,0.007677543,0.002183406,0.010600707,0.00618238,0.001730104,0.005660377,0.001655629,0.00807537,0.003241491,0.006849315,0.010544815,0,0.003372681,0,0,0,0.000802568,0.002192982,0.000972763,0.001886792,0,0,0,0.00245098,0,0.00055991,0.00065189,0,0.001587302,0.003584229,0.008445946,0,0.00238379,0.006684492,0,0,0,0,0,0.001201923,0,0,0,0,0,0,0.000406174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001519757,0,0.001529052,0,0,0,0,0,0,0,0,0.001669449,0,0,0,0.002016129,0.008810573,0,0.002016129,0,0,0,0,0,0.001748252,0,0,0,0,0,0,0,0.000634115,0,0,0,0,0,0,0,0.00805153,0,0.006968641,0,0.010040161,0.006259781,0.00210084,0.001834862,0.009451796,0,0.004132231,0.004379562,0.002141328,0,0.005698006,0.003344482,0.003006012,0.003777148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001127396,0.001308901,0.001414427,0.001540832,0.004379562,0,0,0,0,0.001567398,0,0.004538578,0
ASV_1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000655093,0,0.000720721,0.00102459,0.001287001,0.00032175,0,0.000225836,0,0,0,0,0,0,0,0.000888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002446982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002476951,0.001062982,0.001774986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1745,0,0,0,0,0,0,0.007473842,0.006299213,0.007092199,0.004901961,0.005865103,0.002096436,0,0,0.002568493,0,0,0,0,0,0,0,0,0,0,0.003034901,0,0,0,0,0.005617978,0.01056338,0.009160305,0.0109375,0.003378378,0.005136986,0,0,0,0,0,0,0,0,0,0,0,0.002025658,0.001264223,0.002010724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003284072,0.003418803,0.001709402,0.005119454,0.013282732,0,0,0.007843137,0,0.001821494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005773672,0.003605769,0.002109705,0,0.001020408,0.001860465,0.004601227,0.000923361,0.000812348,0.003641661,0.002585315,0.009097035,0.00330033,0.00297816,0.004344049,0,0.008176615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006420546,0.004739336,0.013745704,0.008683068,0,0.001748252,0.005148005,0.001886792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003418803,0,0,0,0,0,0,0,0,0,0,0.001020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
