Phylum,Abundant1,Abundant2,Abundant3,Abundant4,Abundant5,Abundant6,Abundant7,Abundant8,Abundant9,Abundant10,Abundant11,Abundant12,Abundant13,Abundant14,Abundant15,Abundant16,Abundant17,Abundant18,Abundant19,Abundant20,Abundant21,Abundant22,Abundant23,Abundant24,Abundant25,Abundant26,Abundant27,Abundant28,Abundant29,Abundant30,Abundant31,Abundant32,Abundant33,Abundant34,Abundant35,Abundant36,Abundant37,Abundant38,Abundant39,Abundant40,Abundant41,Abundant42,Abundant43,Abundant44,Abundant45,Abundant46,Abundant47,Abundant48,Abundant49,Abundant50,Abundant51,Abundant52,Abundant53,Abundant54,Abundant55,Abundant56,Abundant57,Abundant58,Abundant59,Abundant60,Abundant61,Abundant62,Abundant63,Abundant64,Abundant65,Abundant66,Abundant67,Abundant68,Abundant69,Abundant70,Abundant71,Abundant72,Abundant73,Abundant74,Abundant75,Abundant76,Abundant77,Abundant78,Abundant79,Abundant80,Abundant81,Abundant82,Abundant83,Abundant84,Abundant85,Abundant86,Abundant87,Abundant88,Abundant89,Abundant90,Abundant91,Abundant92,Abundant93,Abundant94,Abundant95,Abundant96,Abundant97,Abundant98,Abundant99,Abundant100,Abundant101,Abundant102,Abundant103,Abundant104,Abundant105,Abundant106,Abundant107,Abundant108,Abundant109,Abundant110,Abundant111,Abundant112,Abundant113,Abundant114,Abundant115,Abundant116,Abundant117,Abundant118,Abundant119,Abundant120,Abundant121,Abundant122,Abundant123,Abundant124,Abundant125,Abundant126,Abundant127,Abundant128,Abundant129,Abundant130,Abundant131,Abundant132,Abundant133,Abundant134,Abundant135,Abundant136,Abundant137,Abundant138,Abundant139,Abundant140,Abundant141,Abundant142,Abundant143,Abundant144,Abundant145,Abundant146,Abundant147,Abundant148,Abundant149,Abundant150,Abundant151,Abundant152,Abundant153,Abundant154,Abundant155,Abundant156,Abundant157,Abundant158,Abundant159,Abundant160,Abundant161,Abundant162,Abundant163,Abundant164,Abundant165,Abundant166,Abundant167,Abundant168,Abundant169,Abundant170,Abundant171,Abundant172,Abundant173,Abundant174,Abundant175,Abundant176,Abundant177,Abundant178,Abundant179,Abundant180,Abundant181,Abundant182,Abundant183,Abundant184,Abundant185,Abundant186,Abundant187,Abundant188,Abundant189,Abundant190,Abundant191,Abundant192,Abundant193,Abundant194,Abundant195,Abundant196,Abundant197,Abundant198,Abundant199,Abundant200,Abundant201,Abundant202,Abundant203,Abundant204,Abundant205,Abundant206,Abundant207,Abundant208,Abundant209,Abundant210,Abundant211,Abundant212,Abundant213,Abundant214,Abundant215,Abundant216,Abundant217,Abundant218,Abundant219,Abundant220,Abundant221,Abundant222,Abundant223,Abundant224,Abundant225,Abundant226,Abundant227,Abundant228,Abundant229,Abundant230,Abundant231,Abundant232,Abundant233,Abundant234,Abundant235,Abundant236,Abundant237,Abundant238,Abundant239,Abundant240,Abundant241,Abundant242,Abundant243,Abundant244,Abundant245,Abundant246,Abundant247,Abundant248,Abundant249,Abundant250,Abundant251,Abundant252,Abundant253,Abundant254,Abundant255,Abundant256,Abundant257,Abundant258,Abundant259,Abundant260,Abundant261,Abundant262,Abundant263,Abundant264,Abundant265,Abundant266,Abundant267,Abundant268,Abundant269,Abundant270,Abundant271,Abundant272,Abundant273,Abundant274,Abundant275,Abundant276,Abundant277,Abundant278,Rare1,Rare2,Rare3,Rare4,Rare5,Rare6,Rare7,Rare8,Rare9,Rare10,Rare11,Rare12,Rare13,Rare14,Rare15,Rare16,Rare17,Rare18,Rare19,Rare20,Rare21,Rare22,Rare23,Rare24,Rare25,Rare26,Rare27,Rare28,Rare29,Rare30,Rare31,Rare32,Rare33,Rare34,Rare35,Rare36,Rare37,Rare38,Rare39,Rare40,Rare41,Rare42,Rare43,Rare44,Rare45,Rare46,Rare47,Rare48,Rare49,Rare50,Rare51,Rare52,Rare53,Rare54,Rare55,Rare56,Rare57,Rare58,Rare59,Rare60,Rare61,Rare62,Rare63,Rare64,Rare65,Rare66,Rare67,Rare68,Rare69,Rare70,Rare71,Rare72,Rare73,Rare74,Rare75,Rare76,Rare77,Rare78,Rare79,Rare80,Rare81,Rare82,Rare83,Rare84,Rare85,Rare86,Rare87,Rare88,Rare89,Rare90,Rare91,Rare92,Rare93,Rare94,Rare95,Rare96,Rare97,Rare98,Rare99,Rare100,Rare101,Rare102,Rare103,Rare104,Rare105,Rare106,Rare107,Rare108,Rare109,Rare110,Rare111,Rare112,Rare113,Rare114,Rare115,Rare116,Rare117,Rare118,Rare119,Rare120,Rare121,Rare122,Rare123,Rare124,Rare125,Rare126,Rare127,Rare128,Rare129,Rare130,Rare131,Rare132,Rare133,Rare134,Rare135,Rare136,Rare137,Rare138,Rare139,Rare140,Rare141,Rare142,Rare143,Rare144,Rare145,Rare146,Rare147,Rare148,Rare149,Rare150,Rare151,Rare152,Rare153,Rare154,Rare155,Rare156,Rare157,Rare158,Rare159,Rare160,Rare161,Rare162,Rare163,Rare164,Rare165,Rare166,Rare167,Rare168,Rare169,Rare170,Rare171,Rare172,Rare173,Rare174,Rare175,Rare176,Rare177,Rare178,Rare179,Rare180,Rare181,Rare182,Rare183,Rare184,Rare185,Rare186,Rare187,Rare188,Rare189,Rare190,Rare191,Rare192,Rare193,Rare194,Rare195,Rare196,Rare197,Rare198,Rare199,Rare200,Rare201,Rare202,Rare203,Rare204,Rare205,Rare206,Rare207,Rare208,Rare209,Rare210,Rare211,Rare212,Rare213,Rare214,Rare215,Rare216,Rare217,Rare218,Rare219,Rare220,Rare221,Rare222,Rare223,Rare224,Rare225,Rare226,Rare227,Rare228,Rare229,Rare230,Rare231,Rare232,Rare233,Rare234,Rare235,Rare236,Rare237,Rare238,Rare239,Rare240,Rare241,Rare242,Rare243,Rare244,Rare245,Rare246,Rare247,Rare248,Rare249,Rare250,Rare251,Rare252,Rare253,Rare254,Rare255,Rare256,Rare257,Rare258,Rare259,Rare260,Rare261,Rare262,Rare263,Rare264,Rare265,Rare266,Rare267,Rare268,Rare269,Rare270,Rare271,Rare272,Rare273,Rare274,Rare275,Rare276,Rare277,Rare278
Acidobacteria,0.158633094,0.307826695,0.418396564,0.370384765,0.3765119,0.356979405,0.315339631,0.398700771,0.421717172,0.401266324,0.302222222,0.532366824,0.328502415,0.2406639,0.529865125,0.197930142,0.223809524,0.252265861,0.306620209,0.349483717,0.23180593,0.324961558,0.210526316,0.307273963,0.284466625,0.462514418,0.247478666,0.278503563,0.27552356,0.20418552,0.346564234,0.328565042,0.330314585,0.303525365,0.34453405,0.33526971,0.411160059,0.425539084,0.342321755,0.363304427,0.325912734,0.324707332,0.299602047,0.254467036,0.427609428,0.451159522,0.458725183,0.286673058,0.305064782,0.322438163,0.536354057,0.596590909,0.724567474,0.683844011,0.536240786,0.575757576,0.639713075,0.544380816,0.566841415,0.588776449,0.575420768,0.641260163,0.583333333,0.241616904,0.448724362,0.570659489,0.471424061,0.242916379,0.468823728,0.506603454,0.246241576,0.356410256,0.460275772,0.409666667,0.515845623,0.161592506,0.586605081,0.658374793,0.689391945,0.64568082,0.569204521,0.0969163,0.102487562,0.123986095,0.097660224,0.623215394,0.662361624,0.658536585,0.12372449,0.118604651,0.081735621,0.091114458,0.172537743,0.210352423,0.174405436,0.203143894,0.401496259,0.204946996,0.217877095,0.317365269,0.225551159,0.272918862,0.237358101,0.227111786,0.154744526,0.136575272,0.291084855,0.118867925,0.129161119,0.150289017,0.108191654,0.283783784,0.218804921,0.182530795,0.242857143,0.232258065,0.319052595,0.398322148,0.145644599,0.277703156,0.288299935,0.392027864,0.401722788,0.329109341,0.289927405,0.250721649,0.256776034,0.372102318,0.404734187,0.349090909,0.254599914,0.30856102,0.308139535,0.270592359,0.265443654,0.215095465,0.285881664,0.156013329,0.163602941,0.187092771,0.219271155,0.24535316,0.209661836,0.239520958,0.408688656,0.472576531,0.444552529,0.297039809,0.356725146,0.251568381,0.355533466,0.245209484,0.302565707,0.296428571,0.281191223,0.182732607,0.180114099,0.16495659,0.155523256,0.219094247,0.355492357,0.292720543,0.257132539,0.238276299,0.234865293,0.807960199,0.780429594,0.731767614,0.329461457,0.335868929,0.38616188,0.39640847,0.427903543,0.421279837,0.347278912,0.341255106,0.47543406,0.31614654,0.317522124,0.257363254,0.349052018,0.406329574,0.32845953,0.372774481,0.371945701,0.327606404,0.468085106,0.42016129,0.435108777,0.569343066,0.544715447,0.475201845,0.492481203,0.388541949,0.354190586,0.262366938,0.367047787,0.344157727,0.384550562,0.502281879,0.589567966,0.541409465,0.462927497,0.368773667,0.507402032,0.308573106,0.385810613,0.420104439,0.319667078,0.393972603,0.374394287,0.318123558,0.336948102,0.380575117,0.335229068,0.346088914,0.286616162,0.452744311,0.198324958,0.12755102,0.361014263,0.421727019,0.27304715,0.242268041,0.323692308,0.320643432,0.296828247,0.26368452,0.325670498,0.283138918,0.399501247,0.24495114,0.257683215,0.271997431,0.114855571,0.093400447,0.17080854,0.111568701,0.186666667,0.197826087,0.244286138,0.198428862,0.210165263,0.195594126,0.241978216,0.218083413,0.174983585,0.182144021,0.223148766,0.20419912,0.330457863,0.252587992,0.495197439,0.430212014,0.462841016,0.415816327,0.354740061,0.482283465,0.577858881,0.679820628,0.720567376,0.660529861,0.375833333,0.443596268,0.423318386,0.40332065,0.417336011,0.250915006,0.400224215,0.414205607,0.470517449,0.471047495,0.478684531,0.469440459,0.416935248,0.434573187,0.417099942,0.461047962,0.087924971,0.205499276,0.14939759,0.1,0.15123095,0.118329466,0.179372197,0.198425197,0.175531915,0.120915033,0.124633431,0.20754717,0.029937934,0.024893547,0.066780822,0.075675676,0.007786885,0.039253539,0.04021879,0.078125,0.0133243,0.097201767,0.029174147,0.147569444,0.120930233,0.197268589,0.12244898,0.105098855,0.093333333,0.094810379,0.224719101,0.188380282,0.201526718,0.1921875,0.163851351,0.183219178,0.158590308,0.142378559,0.040677966,0.049455155,0.112359551,0.097175141,0.097189696,0.091708543,0.165738162,0.163592622,0.23359375,0.197839298,0.206700379,0.227882038,0.558307069,0.587918908,0.197170645,0.701667258,0.249438202,0.313575526,0.267772512,0.167577413,0.176583493,0.256147541,0.261728395,0.209803922,0.17003367,0.08045977,0.071668533,0.106732348,0.246153846,0.136752137,0.197952218,0.267552182,0.062422744,0.127155172,0.150326797,0.275981524,0.162112933,0.075040783,0.544532131,0.326576577,0.391843972,0.569795918,0.451890034,0.241272036,0.213188799,0.168916978,0.21050995,0.260273973,0.277904328,0.231707317,0.196459563,0.17389917,0.126129256,0.264078349,0.525280899,0.308381783,0.290620559,0.320713073,0.149884348,0.476650564,0.447947948,0.275741154,0.466934341,0.544963056,0.507683762,0.345274861,0.497585652,0.42245857,0.403759263,0.347899514,0.375523889,0.344479005,0.189254667,0.386932707,0.415219512,0.313486253,0.458070866,0.033520206,0.079225352,0.109756098,0.035663338,0.043993232,0.050699301,0.167732765,0.11369509,0.078431373,0.125965251,0.045454545,0.092215569,0.157263752,0.090715804,0.117890383,0.12849162,0.159309021,0.172489083,0.148409894,0.132921175,0.107266436,0.124528302,0.067880795,0.071332436,0.079416532,0.104452055,0.112478032,0.093922652,0.097807757,0.152777778,0.195652174,0.122175732,0.187800963,0.136695906,0.195525292,0.2,0.219705549,0.172699069,0.195214106,0.203431373,0.046701693,0.041993281,0.071056063,0.137737962,0.084126984,0.134408602,0.096283784,0.088664422,0.091775924,0.122994652,0.038117518,0.062848791,0.09229929,0.230854606,0.181293303,0.258413462,0.170886076,0.208935611,0.231632653,0.093023256,0.067484663,0.120036934,0.03493095,0.056809905,0.026370217,0.028975741,0.104785479,0.035737922,0.110338836,0.04247941,0.089125102,0.035863996,0.036784741,0.043550394,0.089219331,0.107628004,0.077961019,0.289090909,0.28245614,0.220364742,0.135714286,0.140672783,0.172628305,0.188888889,0.264367816,0.303030303,0.281690141,0.216129032,0.196567863,0.314327485,0.190317195,0.319516408,0.204991087,0.167218543,0.181451613,0.22246696,0.212068966,0.179435484,0.252006421,0.154818325,0.175257732,0.13024602,0.181132075,0.097902098,0.061776062,0.152830189,0.239014647,0.119538835,0.131232092,0.181695828,0.172876304,0.190234623,0.16762636,0.1729634,0.175869121,0.219740634,0.135604542,0.159151194,0.140703518,0.054750403,0.017622378,0.101045296,0.056862745,0.088353414,0.062597809,0.056722689,0.060550459,0.043478261,0.060070671,0.078512397,0.048175182,0.100642398,0.088888889,0.141500475,0.118729097,0.274549098,0.148253069,0.047592385,0.190883191,0.219298246,0.036697248,0.072756669,0.232303732,0.208163265,0.147095179,0.144050104,0.104705882,0.125,0.147569444,0.109060403,0.14205186,0.184554974,0.100424328,0.18027735,0.19270073,0.059917355,0.06456044,0.076112412,0.170818505,0.106583072,0.191956124,0.142208775,0.169590643
Actinobacteria,0.478057554,0.354996506,0.174302076,0.178002332,0.143191572,0.142639207,0.301394512,0.220868859,0.241582492,0.29244163,0.382626263,0.15340526,0.367149758,0.383817427,0.169942197,0.505821475,0.4,0.170694864,0.468641115,0.286735504,0.274932615,0.284469503,0.197368421,0.321549966,0.311291329,0.277201077,0.221489527,0.283847981,0.368455497,0.243778281,0.161758429,0.219937416,0.21115348,0.215821152,0.253136201,0.294605809,0.293318649,0.220350404,0.357404022,0.350981287,0.31745325,0.359211337,0.382603752,0.383240912,0.10063599,0.126141954,0.109717868,0.175455417,0.163722026,0.179328622,0.068493151,0.063636364,0.079584775,0.029247911,0.156941032,0.17259552,0.151287903,0.217609162,0.194626474,0.125114995,0.16290886,0.113482385,0.141496599,0.338998622,0.32116058,0.109690444,0.193558573,0.295093296,0.175935288,0.163901118,0.330741317,0.285042735,0.131319764,0.159333333,0.144022592,0.575644028,0.029445727,0.110447761,0.096867597,0.048901903,0.114736618,0.019823789,0.018905473,0.032444959,0.026449644,0.115766605,0.115928659,0.11751663,0.031887755,0.034883721,0.035317861,0.017319277,0.040258807,0.168502203,0.441676104,0.083434099,0.144638404,0.169611307,0.277467412,0.193612774,0.052006783,0.035827187,0.055727554,0.090035407,0.026277372,0.058458355,0.076262084,0.141509434,0.094540613,0.098265896,0.098918083,0.09009009,0.075571178,0.039193729,0.110714286,0.293548387,0.444096134,0.362080537,0.607665505,0.414372062,0.481900452,0.311145511,0.276820673,0.314627082,0.396098004,0.462680412,0.341892534,0.332134293,0.277066356,0.26446281,0.414634146,0.387613843,0.348837209,0.416053277,0.4152003,0.341885442,0.308728764,0.292335656,0.425551471,0.394973627,0.413526868,0.358116481,0.403220612,0.369926813,0.252614642,0.255739796,0.223735409,0.088805716,0.068615984,0.074027604,0.059973492,0.112374147,0.077596996,0.094805195,0.073981191,0.373847443,0.380603097,0.411207577,0.487645349,0.408812729,0.289726271,0.243368291,0.373781148,0.208174905,0.247860539,0.055721393,0.040572792,0.042027194,0.248944034,0.301345816,0.268407311,0.275261324,0.261318898,0.223971559,0.184693878,0.161901225,0.093461396,0.23428313,0.098761062,0.217391304,0.137092854,0.097126228,0.206266319,0.114985163,0.230769231,0.203045685,0.176389842,0.190322581,0.185296324,0.153284672,0.146341463,0.196655133,0.190923738,0.207982623,0.248277842,0.344708829,0.249780123,0.283560452,0.231460674,0.151946309,0.15516333,0.228395062,0.247606019,0.259539761,0.215674891,0.339694656,0.237467018,0.210182768,0.183415536,0.233150685,0.158377965,0.196359908,0.202943455,0.283744131,0.308688784,0.280810355,0.365530303,0.157965194,0.285092127,0.408503401,0.271949287,0.219498607,0.269528501,0.289948454,0.244923077,0.215549598,0.196289647,0.219540906,0.285440613,0.221102863,0.22394015,0.304234528,0.294326241,0.472703918,0.485557084,0.494407159,0.519075954,0.723698989,0.517264957,0.392857143,0.299792223,0.295315682,0.343623324,0.486648865,0.298204298,0.317414836,0.448456993,0.376018247,0.275850567,0.265154081,0.199402787,0.296756384,0.140875133,0.129858657,0.148635936,0.155612245,0.106269113,0.190944882,0.090024331,0.064125561,0.065248227,0.072294567,0.301666667,0.280746395,0.260089686,0.246281563,0.264056225,0.327368849,0.263826607,0.293457944,0.185318893,0.1906311,0.182095006,0.233285509,0.27893349,0.251271073,0.233679954,0.245910729,0.622508792,0.493487699,0.181927711,0.201941748,0.140679953,0.136890951,0.373692078,0.332283465,0.322695035,0.336601307,0.414956012,0.238993711,0.621759766,0.735342286,0.084760274,0.69009009,0.747336066,0.667310167,0.679214929,0.739224138,0.615401987,0.633284242,0.650807899,0.673611111,0.610232558,0.308042489,0.534693878,0.678459938,0.753777778,0.69261477,0.288389513,0.376760563,0.355725191,0.39375,0.361486486,0.426369863,0.323054332,0.308207705,0.316949153,0.295892707,0.605337079,0.653107345,0.709601874,0.64321608,0.065923863,0.125902165,0.12421875,0.348413234,0.335018963,0.319705094,0.051328231,0.055026893,0.061892131,0.023767293,0.179775281,0.166347992,0.146919431,0.123861566,0.180422265,0.141393443,0.175308642,0.098039216,0.114478114,0.403343783,0.698768197,0.147783251,0.273504274,0.295726496,0.104095563,0.222011385,0.67552534,0.584051724,0.317647059,0.242494226,0.338797814,0.649265905,0.020856821,0.213213213,0.15070922,0.055510204,0.192439863,0.171448324,0.161698284,0.161160586,0.169154229,0.136986301,0.129840547,0.151219512,0.299895869,0.303446075,0.296733843,0.327736971,0.050963082,0.230135659,0.399099953,0.072835314,0.056746338,0.1215781,0.232482482,0.161141218,0.085498347,0.087763561,0.102018145,0.245521927,0.058634169,0.215928766,0.042833906,0.160861305,0.129756915,0.148522551,0.098332621,0.057511737,0.088,0.047828209,0.108661417,0.022307872,0.544014085,0.548780488,0.711840228,0.411167513,0.664335664,0.296375267,0.36369509,0.229946524,0.383204633,0.35915493,0.357285429,0.345557123,0.340184266,0.267838676,0.428643982,0.353166987,0.375545852,0.406360424,0.374034003,0.325259516,0.343396226,0.374172185,0.290713324,0.303079417,0.292808219,0.298769772,0.298342541,0.338954469,0.263117284,0.245746692,0.232635983,0.080256822,0.121345029,0.162451362,0.087735849,0.148357871,0.15098242,0.207808564,0.166666667,0.389375365,0.400895857,0.456323338,0.349384099,0.650793651,0.240143369,0.239864865,0.465768799,0.219308701,0.298128342,0.637401954,0.695588626,0.639541234,0.349611543,0.381062356,0.317307692,0.241561181,0.513797635,0.226530612,0.189767442,0.140337423,0.122807018,0.081640942,0.164603059,0.071871768,0.050876011,0.095709571,0.050297816,0.139009557,0.087559601,0.208503679,0.185374942,0.141689373,0.158855247,0.179182156,0.256008359,0.256371814,0.205454545,0.210526316,0.208206687,0.221428571,0.20030581,0.208398134,0.211111111,0.224137931,0.196969697,0.297535211,0.274193548,0.244929797,0.279239766,0.240400668,0.2417962,0.197860963,0.178807947,0.135080645,0.13876652,0.148275862,0.177419355,0.210272873,0.271721959,0.259450172,0.234442836,0.230188679,0.157342657,0.239382239,0.249056604,0.312250333,0.343446602,0.360458453,0.31090175,0.281669151,0.217501585,0.344209853,0.382526564,0.417177914,0.299711816,0.310621242,0.284482759,0.391959799,0.339774557,0.045034965,0.398954704,0.458823529,0.421686747,0.348982786,0.306722689,0.335779817,0.366729679,0.448763251,0.340909091,0.262773723,0.321199143,0.256410256,0.448243115,0.364548495,0.351703407,0.40509915,0.051511758,0.24311491,0.183333333,0.104357798,0.044462409,0.117760618,0.140816327,0.129789864,0.168058455,0.127058824,0.360518293,0.397569444,0.432885906,0.498308906,0.528795812,0.410183876,0.332819723,0.37810219,0.181818182,0.317307692,0.196721311,0.233096085,0.244514107,0.248628885,0.234493192,0.261208577
Proteobacteria,0.237769784,0.186582809,0.210808876,0.242907112,0.242684354,0.254385965,0.097165992,0.143321153,0.142255892,0.138899881,0.109494949,0.090020229,0.102657005,0.226141079,0.152986513,0.216041397,0.271428571,0.095669688,0.151567944,0.207307387,0.123989218,0.058431574,0.068559557,0.135961931,0.112289457,0.118031526,0.039953452,0.105106888,0.130235602,0.054864253,0.173282117,0.11622709,0.107244995,0.128546862,0.117831541,0.099170124,0.120044053,0.08254717,0.123857404,0.13007759,0.169189671,0.109673444,0.086981239,0.131238447,0.123082679,0.165144062,0.142110763,0.110258869,0.118963486,0.132508834,0.151738672,0.120454545,0.134948097,0.100278552,0.055589681,0.074110672,0.057711118,0.085898354,0.081913499,0.044464888,0.050174659,0.073848238,0.076870748,0.222783647,0.104052026,0.165208614,0.123460688,0.151002073,0.178294574,0.13782594,0.219803007,0.163675214,0.138542351,0.140333333,0.104800753,0.168618267,0.056581986,0.141293532,0.090813372,0.117715959,0.099381531,0.037444934,0.043781095,0.062572422,0.047812818,0.066108007,0.066420664,0.05036427,0.088010204,0.111627907,0.070635721,0.032379518,0.550682962,0.198237885,0.20385051,0.235792019,0.218204489,0.252061249,0.222532588,0.403193613,0.162238553,0.244467861,0.279669763,0.291856348,0.136253041,0.229694775,0.264232009,0.24245283,0.213049268,0.292870906,0.253477589,0.521021021,0.542179262,0.227323628,0.546428571,0.196774194,0.106931383,0.149328859,0.081184669,0.207857623,0.086296057,0.132352941,0.113547377,0.163649529,0.161978221,0.183505155,0.13361864,0.131095124,0.107877377,0.148429752,0.176722294,0.122040073,0.143638851,0.126533474,0.142643205,0.194809069,0.17486819,0.243259618,0.245404412,0.23580515,0.22575664,0.236679058,0.242190016,0.25249501,0.138374899,0.130739796,0.15077821,0.0762164,0.101364522,0.058657465,0.062624254,0.103280286,0.085106383,0.083766234,0.084952978,0.267393127,0.2999185,0.29281768,0.243459302,0.168094655,0.243867757,0.270203578,0.225713254,0.357731305,0.378763867,0.078606965,0.112171838,0.119901112,0.126451954,0.137799883,0.095039164,0.067274189,0.116879921,0.089385475,0.244897959,0.261418492,0.198374584,0.227046585,0.405309735,0.423211781,0.199805542,0.203346672,0.211488251,0.205489614,0.215384615,0.275673565,0.22512011,0.304032258,0.288072018,0.109489051,0.094076655,0.100922722,0.110633727,0.150420853,0.22761194,0.201001879,0.222515391,0.17309365,0.18988764,0.146308725,0.099315068,0.097993827,0.125307798,0.140401981,0.130914369,0.189078097,0.150395778,0.134725849,0.288532676,0.210684932,0.246110686,0.230966419,0.264652724,0.161091549,0.180410742,0.166010129,0.194128788,0.147255689,0.327638191,0.328231293,0.211093502,0.073537604,0.1513019,0.156572165,0.115076923,0.091152815,0.174745661,0.101824603,0.118135377,0.071049841,0.073316708,0.132247557,0.138297872,0.172447013,0.281980743,0.327181208,0.208260413,0.114563834,0.20957265,0.22173913,0.264766993,0.24119872,0.246024322,0.155206943,0.228436856,0.277936963,0.232435982,0.2095145,0.250500334,0.263460887,0.243198407,0.283298827,0.057630736,0.102473498,0.133584196,0.071428571,0.0382263,0.058070866,0.099756691,0.147982063,0.131914894,0.162101482,0.085833333,0.098388465,0.13632287,0.125216188,0.117804552,0.230988207,0.162556054,0.100560748,0.129362214,0.150943396,0.120584653,0.162123386,0.152944623,0.140219427,0.147602542,0.149431661,0.237983587,0.235890014,0.518072289,0.56407767,0.501758499,0.531322506,0.352765321,0.360629921,0.370567376,0.447712418,0.369501466,0.402515723,0.242424242,0.100229283,0.757705479,0.139459459,0.081557377,0.14993565,0.138030888,0.130387931,0.077009937,0.216494845,0.121184919,0.146701389,0.219534884,0.382397572,0.281632653,0.176899063,0.131555556,0.173652695,0.361423221,0.295774648,0.328244275,0.2921875,0.356418919,0.284246575,0.392070485,0.395309883,0.599152542,0.617770327,0.185393258,0.196610169,0.159250585,0.212311558,0.632311978,0.58861267,0.45625,0.320054018,0.326169406,0.321045576,0.312922107,0.278444353,0.527851459,0.212131962,0.395505618,0.353728489,0.395734597,0.5428051,0.485604607,0.43647541,0.358024691,0.525490196,0.547138047,0.353187043,0.188129899,0.582922824,0.336752137,0.422222222,0.460750853,0.316888046,0.231767614,0.239224138,0.352941176,0.396073903,0.313296903,0.264274062,0.052423901,0.385885886,0.213652482,0.23755102,0.281786942,0.409609402,0.327913279,0.353346739,0.29539801,0.392694064,0.371298405,0.390243902,0.347795904,0.350350989,0.357539958,0.201469045,0.206460674,0.24127907,0.263145429,0.120882852,0.688049345,0.19384058,0.192942943,0.322441823,0.168398677,0.236438998,0.176819108,0.354848672,0.192917912,0.327479594,0.268570396,0.297656745,0.191282481,0.412752722,0.414992162,0.326877934,0.284097561,0.401984708,0.258070866,0.024643775,0.288732394,0.245934959,0.171184023,0.429780034,0.194055944,0.412935323,0.473514212,0.538324421,0.396235521,0.553777209,0.456287425,0.365303244,0.515946137,0.508790072,0.361604876,0.347408829,0.34279476,0.346289753,0.367851623,0.470588235,0.464150943,0.466887417,0.597577389,0.56726094,0.559931507,0.520210896,0.566298343,0.521079258,0.436728395,0.438563327,0.506276151,0.420545746,0.437865497,0.379377432,0.383018868,0.37599094,0.38262668,0.335012594,0.329656863,0.228254524,0.279395297,0.279009126,0.267077268,0.196825397,0.498207885,0.559121622,0.374859708,0.576877235,0.518716578,0.213430577,0.162503322,0.180638995,0.144284129,0.239030023,0.116586538,0.101265823,0.219448095,0.084693878,0.460465116,0.510736196,0.496768236,0.162875711,0.520757465,0.346432265,0.107479784,0.402640264,0.084050298,0.464813206,0.147377547,0.470973017,0.724732184,0.785762943,0.757776856,0.624535316,0.426332288,0.367316342,0.305454545,0.296491228,0.410334347,0.412857143,0.458715596,0.405909798,0.331746032,0.316091954,0.291245791,0.26056338,0.322580645,0.361934477,0.305555556,0.409015025,0.29015544,0.383244207,0.488410596,0.526209677,0.515418502,0.532758621,0.510080645,0.406099518,0.453396524,0.395189003,0.487698987,0.456603774,0.618881119,0.615186615,0.450943396,0.334221039,0.432038835,0.394842407,0.393674293,0.445603577,0.50412175,0.34868842,0.29811098,0.287661895,0.344380403,0.422177689,0.405835544,0.404522613,0.536231884,0.895384615,0.43902439,0.376470588,0.403614458,0.231611894,0.37394958,0.374311927,0.336483932,0.21024735,0.305785124,0.348905109,0.34261242,0.299145299,0.287749288,0.400501672,0.26753507,0.306893296,0.308510638,0.329534663,0.371052632,0.494266055,0.2934519,0.32046332,0.267346939,0.541409147,0.53131524,0.6,0.238567073,0.299479167,0.296979866,0.18940248,0.129581152,0.333804809,0.295839753,0.237956204,0.662190083,0.512362637,0.605386417,0.441281139,0.467084639,0.405850091,0.411497731,0.368421053
