#
#record	SRR10033141	SRR10033144	SRR10159290	SRR10159293	SRR10159299	SRR10159308	SRR10604353	SRR10604354	SRR10604355	SRR10604356	SRR10604357	SRR10604358	SRR10604359	SRR10604360	SRR10604361	SRR10604362	SRR10604363	SRR10604364	SRR10604365	SRR10604366	SRR10604367	SRR10604368	SRR10604369	SRR10604370	SRR10604371	SRR10604372	SRR10604373	SRR10604374	SRR10604375	SRR10604376	SRR10604377	SRR10604378	SRR10604379	SRR10604380	SRR10604381	SRR10604382	SRR10604383	SRR10604384	SRR12001324	SRR12001325	SRR12001326	SRR12001327	SRR12001328	SRR12001329	SRR12001330	SRR12001331	SRR12001332	SRR12470634	SRR12470635	SRR12470659	SRR12572697	SRR12572699	SRR12572700	SRR12572707	SRR13011266	SRR13011276	SRR13011282	SRR13011285	SRR13011286	SRR13011289	SRR13011293	SRR13011298	SRR13011299	SRR13023223	SRR13023224	SRR13023225	SRR13023226	SRR13023227	SRR13023228	SRR13023229	SRR13023230	SRR13023232	SRR13023233	SRR13023234	SRR13023235	SRR13023237	SRR13240050	SRR13240051	SRR13240052	SRR13240053	SRR13240054	SRR13612594	SRR13612595	SRR13612596	SRR13612597	SRR13619036	SRR13619037	SRR13619038	SRR14088427	SRR14088428	SRR14088429	SRR14088440	SRR14479200	SRR14479205	SRR14479206	SRR14479207	SRR14479208	SRR14479209	SRR14479210	SRR14479211	SRR14479225	SRR14479226	SRR14479227	SRR14479228	SRR14479229	SRR14479230	SRR14479245	SRR14479246	SRR14479247	SRR14479248	SRR14479249	SRR14479250	SRR14479264	SRR14479265	SRR14479268	SRR14479269	SRR14907352	SRR14907353	SRR14907354	SRR14907355	SRR14907356	SRR17224856	SRR17224857	SRR17224858	SRR17224859	SRR17224860	SRR17224861	SRR17224862	SRR17224863	SRR17224864	SRR17224865	SRR17711211	SRR17711215	SRR17711237	SRR17711241	SRR19328989	SRR19328990	SRR19328991	SRR19328996	SRR19329007	SRR19329018	SRR19329029	SRR19329040	SRR19329041	SRR20110003	SRR20110004	SRR20110005	SRR20290374	SRR20290375	SRR20290376	SRR20290377	SRR20290388	SRR20290399	SRR20290410	SRR20290411	SRR21615878	SRR21615879	SRR21615882	SRR21615883	SRR22059209	SRR22059220	SRR22059231	SRR22059267	SRR22059276	SRR22059277	SRR22073311	SRR22073312	SRR22073313	SRR22106546	SRR22106553	SRR22106560	SRR22106561	SRR22106562	SRR22106563	SRR22463539	SRR22463540	SRR22463541	SRR22463542	SRR22463543	SRR22463544	SRR22463545	SRR22463546	SRR22463548	SRR22463549	SRR22463550	SRR22463551	SRR24090957	SRR24090958	SRR24090959	SRR24090966	SRR24090967	SRR24090968	SRR24112416	SRR24112417	SRR24112418	SRR24112419	SRR24112420	SRR24112421	SRR24112422	SRR24112423	SRR24112424	SRR24112425	SRR24112426	SRR24112427	SRR24112428	SRR24112429	SRR24112430	SRR24112431	SRR24112432	SRR24283330	SRR24283331	SRR24283334	SRR24283345	SRR24283356	SRR24283367	SRR24283378	SRR24283389	SRR24283398	SRR24283399	SRR24283400	SRR24283401	SRR25992317	SRR25992318	SRR25992319	SRR25992320	SRR25992321	SRR25992328	SRR25992329	SRR25992330	SRR25992331	SRR25992339	SRR25992350	SRR25992351	SRR25998238	SRR25998259	SRR25998270	SRR25998282	SRR25998315	SRR25998316	SRR26322612	SRR26322620	SRR26322621	SRR26322622	SRR26322623	SRR26322624	SRR26322625	SRR26322626	SRR26322627	SRR29038938	SRR29038939	SRR29038946	SRR29038947	SRR3337803	SRR3337804	SRR3337805	SRR3337806	SRR3337807	SRR3337808	SRR3337847	SRR5083096	SRR5083097	SRR5083102	SRR5801184	SRR5801185	SRR5801186	SRR6376636	SRR6376637	SRR6376639	SRR6376660	SRR6376661	SRR6510572	SRR6510574	SRR6510575	SRR8949212	SRR8949214	SRR8949215	SRR8949216	SRR8949217
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Tepidamorphaceae;g__Tepidamorphus	7	17	8	14	16	14	1	4	3	5	2	3	0	32	2	24	0	2	0	2	0	0	0	2	0	0	0	0	0	0	8	4	4	6	1	6	2	3	1	5	1	0	0	0	33	43	53	31	36	5	48	47	23	42	5	1	0	0	0	2	0	1	0	30	1	4	13	47	12	8	3	2	5	1	6	5	49	66	74	90	154	0	1	1	0	1	0	0	7	11	0	8	6	1	1	0	2	1	1	0	10	27	32	32	28	34	18	19	0	1	2	14	0	11	2	13	14	7	1	16	6	0	0	3	0	0	0	0	1	1	0	1	1	0	0	2	4	6	1	2	0	3	3	1	30	36	30	4	2	6	4	15	11	16	8	0	0	0	0	7	2	2	7	5	7	61	48	41	182	185	158	104	136	174	79	47	7	12	63	66	11	9	22	35	24	21	117	106	73	7	9	11	105	156	189	163	110	157	135	109	61	107	62	116	87	140	156	132	183	144	149	188	217	92	100	116	23	83	199	47	36	2	5	0	1	1	0	6	8	6	1	1	2	0	0	44	0	0	3	1	12	2	4	1	2	5	1	8	38	22	33	23	7	13	73	4	3	8	55	34	46	26	4	5	8	17	10	10	3	1	2	1	0	66	69	49	70	60
k__Bacteria;p__Firmicutes	49	46	24	21	11	18	61	69	30	16	73	14	3	4	18	4	0	22	7	10	1	24	1	25	24	17	18	25	20	3	56	56	65	27	61	55	13	12	32	25	27	22	15	15	3	0	2	0	0	0	0	0	0	0	17	20	14	16	21	42	6	29	21	111	14	18	31	59	7	12	26	14	10	56	25	17	0	0	0	0	0	0	0	0	0	17	7	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	27	4	25	10	11	11	53	1	10	3	4	6	20	2	51	49	38	45	35	37	47	20	31	23	58	52	55	0	0	0	7	10	4	6	12	23	16	18	2	0	0	0	44	37	44	29	116	61	2	0	0	7	14	14	0	10	3	7	15	13	15	9	9	11	39	20	21	9	18	0	0	0	0	0	0	3	1	2	6	4	4	2	3	2	2	0	5	2	4	3	6	2	6	0	1	1	17	13	15	14	6	5	17	11	1	2	1	0	0	0	2	0	0	0	1	2	81	122	63	142	71	101	122	149	152	130	112	129	171	115	128	21	19	15	16	0	0	0	0	0	0	0	13	15	17	0	0	2	23	23	48	19	11	1	0	0	1	6	12	9	10
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4	6	16	39	52	53	32	3	16	17	13	14	30	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	8	1	4	9	8	9	19	11	7	2	0	0	0	0	0	0	1	1	16	0	0	0	0	60	40	39	26	26	64	46	65	39	63	0	148	29	9	87	15	0	0	10	49	8	0	0	0	0	0	0	0	0	3	0	53	53	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	0	11	4	2	1	1	0	0	0	2	4	7	0	8	4	6	17	12	24	8	6	12	13	13	30	14	0	0	0	11	13	47	23	47	69	101	67	0	0	0	0	17	33	22	20	17	0	0	0	0	0	0	0	0	0	0	96	71	185	152	59	31	68	125	78	86	130	46	0	2	1	3	6	4	6	1	0	1	0	0	0	2	0	0	0	0	1	2	2	3	2	3	0	0	0	4	2	8	5	8	0	6	10	34	13	14	29	18	37	26	37	26	34	22	20	0	1	0	0	0	0	20	28	33	21	16	35	25	15	10	0	0	0	3	0	0	1	0	0	0	0	70	54	53	2	1	2	74	20	11	11	19	5	5	9	9	3	2	3	5
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4	4	7	3	21	12	7	22	44	28	25	21	33	0	0	31	0	0	0	0	0	0	0	0	0	0	40	0	0	1	0	36	22	21	16	30	28	21	24	1	0	0	0	0	0	8	19	15	4	2	3	2	0	5	1	25	32	11	13	4	16	5	14	10	2	0	50	22	12	21	89	0	12	177	45	93	0	0	0	0	0	5	1	3	4	1	18	1	22	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	1	0	2	3	1	1	2	1	0	4	6	18	3	7	3	8	3	3	5	0	0	0	7	11	6	13	12	50	12	12	0	0	0	0	2	3	8	4	2	0	0	0	0	11	25	13	4	24	20	70	72	66	9	46	29	32	49	26	52	32	34	3	3	1	4	5	5	30	13	3	16	24	36	23	43	21	28	19	22	14	20	22	19	23	38	12	11	25	38	31	25	17	36	19	11	13	3	1	0	8	3	4	7	12	10	7	2	7	2	0	0	0	2	0	0	0	0	0	0	0	0	1	3	10	10	13	22	0	0	0	0	0	0	0	13	3	6	0	2	2	17	5	1	4	5	5	2	1	38	46	14	31	36
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0	1	1	3	3	4	2	2	11	6	3	14	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1	2	0	0	5	6	0	0	0	0	0	0	25	22	35	6	3	6	6	4	9	4	0	1	0	1	0	0	0	0	0	6	0	3	4	5	6	11	0	0	10	0	0	0	19	28	57	36	46	1	1	1	1	2	1	1	2	4	0	4	35	65	50	46	28	50	64	39	36	26	28	30	38	41	43	54	58	37	35	38	45	28	26	49	0	0	0	1	0	2	2	3	0	2	6	3	1	1	2	1	0	0	3	1	1	0	1	0	1	0	0	0	5	7	2	2	0	3	0	1	0	2	1	0	0	0	0	0	2	1	1	2	1	0	0	0	38	87	59	78	61	79	30	21	9	8	16	10	22	11	21	20	5	12	4	7	1	0	0	2	42	42	41	100	33	45	50	45	37	31	50	46	16	74	33	38	32	33	18	41	30	34	41	17	22	19	69	31	9	0	1	0	0	0	0	0	0	0	0	0	0	2	2	15	0	0	0	0	0	0	4	0	0	0	0	4	28	19	9	42	3	4	8	1	12	24	12	3	3	7	0	0	1	0	3	1	11	4	0	0	1	39	68	19	33	46
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4	0	2	9	9	16	12	9	6	7	12	9	10	0	0	17	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	29	11	20	14	8	5	8	22	0	0	0	0	0	0	18	15	21	0	0	0	3	1	8	0	2	7	5	1	0	5	0	3	0	7	0	5	8	0	23	28	0	2	8	0	6	0	12	23	9	8	93	4	8	2	3	3	3	6	0	5	1	1	0	0	0	0	1	0	3	0	2	0	1	0	3	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	16	4	5	9	9	5	9	10	0	0	0	0	0	1	0	1	1	0	0	0	0	23	27	37	16	28	34	9	13	24	8	19	15	5	1	7	20	16	7	1	4	1	0	0	0	53	36	12	35	53	57	48	89	63	46	34	44	30	38	31	29	45	96	45	41	43	59	54	54	12	130	40	8	5	0	0	2	0	0	0	1	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	15	19	44	0	0	0	0	0	0	0	10	3	6	0	0	0	0	0	0	0	2	0	0	1	55	104	56	62	89
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4	0	1	2	1	12	7	3	7	3	6	3	16	1	0	4	0	0	0	0	0	0	1	0	0	0	19	4	0	1	0	1	2	0	0	3	11	13	23	2	0	0	1	0	0	0	3	0	16	18	15	2	3	1	0	17	14	12	6	6	24	11	12	18	0	0	6	11	3	5	3	0	4	0	13	2	0	0	0	0	0	0	1	4	4	1	12	20	22	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	4	4	10	1	10	3	8	2	7	5	16	23	0	88	120	90	147	37	81	56	54	3	3	6	3	5	4	5	4	1	3	1	0	0	0	0	0	0	0	0	6	8	24	6	7	2	14	25	7	11	11	10	1	1	1	32	45	37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	3	0	0	2	3	48	33	31	56	50	64	21	34	31	57	24	37	0	0	0	0	0	0	0	5	2	0	2	0	2	1	0	5	6	9	5	4	13	7	5	43	14	38	231	238	200	8	13	11	0	1	0	3	1	37	48	54	2	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4	7	9	13	19	18	12	4	50	35	16	31	71	0	0	21	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	2	7	4	9	12	17	14	7	5	8	21	1	0	0	10	9	8	0	0	0	1	1	1	0	29	44	20	31	33	28	46	14	26	2	0	12	7	9	138	69	1	1	18	4	4	0	117	5	23	12	3	0	0	0	0	20	50	30	0	0	0	0	0	6	0	0	12	18	2	0	7	2	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	4	1	6	2	27	6	1	38	9	30	37	6	4	26	6	3	6	6	1	2	1	3	3	4	1	1	1	0	1	3	20	18	28	15	45	44	60	51	0	0	0	0	61	8	5	30	1	0	21	1	0	50	18	47	79	5	126	12	17	11	6	20	1	11	24	1	12	8	15	0	0	1	0	1	1	43	43	38	46	18	19	24	40	40	26	28	19	16	22	30	23	10	17	22	28	21	10	3	6	6	16	10	1	3	4	4	3	7	0	2	10	10	6	5	4	7	2	1	0	0	0	1	9	2	2	17	14	28	20	6	17	13	9	12	13	0	0	0	0	0	0	0	30	24	6	0	0	0	34	48	15	22	28	2	0	2	6	15	3	12	6
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4	4	9	26	26	37	29	58	65	87	85	89	128	0	0	78	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	60	52	47	53	78	84	75	83	2	3	9	0	0	0	17	23	34	8	4	25	5	5	2	1	19	28	11	15	5	21	7	5	5	10	0	26	29	32	43	199	0	6	168	95	56	0	42	43	25	39	62	0	0	0	0	10	11	15	0	0	1	0	0	10	11	4	14	7	14	0	10	3	4	3	13	9	3	1	3	0	1	2	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	4	0	8	0	21	2	2	2	4	10	24	10	2	0	0	6	6	15	6	27	18	35	24	0	0	0	0	26	19	13	13	5	0	1	0	0	12	19	18	34	36	31	137	99	133	59	104	60	56	110	63	98	76	52	7	8	7	0	0	4	49	39	21	32	38	41	46	50	35	32	47	28	44	53	31	29	20	63	52	89	53	58	43	24	28	69	46	38	34	3	4	5	3	8	1	7	16	8	6	0	4	0	0	0	1	0	0	2	2	3	2	1	1	2	1	6	7	7	9	14	0	0	0	0	0	0	0	12	12	14	1	0	0	6	3	1	1	6	3	3	3	33	59	31	32	40
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4	5	3	20	21	28	20	5	12	8	34	11	45	0	0	15	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	33	5	10	8	14	13	11	39	3	0	3	0	0	0	8	12	19	1	1	3	3	1	3	0	13	20	6	10	3	6	8	8	0	4	0	7	10	5	20	39	0	2	12	60	4	0	27	2	10	4	29	0	0	0	0	8	8	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	1	1	2	3	4	0	0	0	2	4	0	3	1	0	1	1	0	1	0	1	0	1	2	1	13	10	16	10	32	12	24	24	0	0	0	0	7	6	8	6	3	0	0	0	0	14	13	14	7	18	13	75	65	61	14	55	11	24	25	10	32	31	30	2	1	4	1	1	0	33	37	14	30	32	35	54	55	55	40	45	18	28	32	25	32	12	37	30	31	26	45	25	19	12	36	19	14	10	6	1	3	3	5	3	3	10	6	11	3	2	0	0	0	0	0	0	2	3	0	0	3	2	1	5	4	40	27	35	54	0	0	0	0	0	0	1	10	4	5	1	0	0	11	7	5	8	7	0	1	3	31	46	17	23	30
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Tepidamorphaceae;g__Tepidamorphus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	16	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	3	2	7	3	29	39	23	31	178	451	12	19	12	12	30	39	74	146	152	4	0	1	18	45	86	21	56	22	27	28	19	30	23	18	23	56	30	34	67	83	192	189	227	8	10	8	7	50	75	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	6	0	0	0	0	0	0	0	0	0	0	0	1	8	5	4	2
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6	3	3	13	7	6	7	0	5	6	5	3	14	0	0	8	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	4	2	0	0	2	12	5	5	1	1	2	0	1	38	46	34	3	0	4	0	1	4	0	8	2	3	7	2	6	1	5	0	2	0	25	8	2	34	7	0	1	5	3	5	0	61	71	99	56	98	0	0	0	0	6	2	9	0	0	0	0	3	1	1	2	6	2	2	0	6	3	3	0	10	2	14	0	1	0	0	0	3	3	5	0	9	7	0	9	1	7	4	11	4	2	14	7	9	6	4	7	7	5	9	7	6	6	3	7	5	6	3	3	2	0	3	2	3	1	4	4	2	5	3	0	0	0	0	3	1	0	4	0	0	0	0	0	34	26	14	20	50	40	20	17	4	12	14	18	6	9	7	6	14	15	5	5	13	2	0	0	49	34	31	6	38	39	35	73	57	77	42	23	39	31	33	57	34	45	47	34	47	44	30	45	24	49	14	8	32	0	1	1	0	0	2	3	0	0	0	2	2	9	3	2	6	3	3	1	3	4	3	2	3	8	2	6	12	7	16	2	0	0	0	0	0	0	0	6	0	8	1	0	0	17	12	11	1	15	2	2	1	74	37	69	68	61
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6	13	29	13	12	8	10	43	64	63	52	32	53	6	1	54	9	1	13	19	20	2	10	3	14	13	52	0	7	5	4	83	53	42	75	60	64	43	19	31	22	13	16	13	9	5	10	3	1	2	2	0	0	1	0	49	29	55	38	56	77	78	72	36	23	29	95	87	66	60	76	8	28	41	41	51	9	0	1	2	0	0	0	0	0	0	79	87	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	37	0	43	6	9	23	4	5	2	0	2	14	21	7	26	19	21	17	13	31	13	4	7	8	26	17	25	0	0	0	4	7	9	7	13	14	21	23	0	0	0	0	23	32	22	21	5	0	2	0	3	5	4	13	2	7	4	29	24	41	39	31	40	54	36	35	59	27	53	0	1	4	1	1	0	10	6	1	5	5	4	8	6	8	2	4	4	4	3	3	7	6	8	8	6	5	10	10	19	27	22	8	6	37	0	0	0	0	3	0	5	0	2	3	0	0	15	5	5	8	1	12	38	31	25	40	26	40	26	40	49	6	2	3	7	0	0	0	0	0	0	0	23	28	57	0	0	0	35	50	28	39	34	1	1	0	25	9	12	16	21
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6	6	32	21	12	13	10	6	3	10	10	10	21	1	0	30	0	0	2	0	0	0	1	3	1	0	21	0	0	0	1	5	7	3	6	2	17	15	20	22	21	7	0	0	1	5	7	2	0	0	0	0	0	0	0	53	35	55	39	66	65	31	46	65	15	2	53	78	40	86	24	19	11	20	29	45	6	1	6	5	1	2	0	2	1	1	69	71	64	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	49	5	26	9	7	6	12	3	12	1	11	7	13	10	31	21	30	16	19	20	7	9	18	12	29	23	12	0	0	0	2	8	5	7	3	3	6	8	0	0	0	0	14	25	22	10	0	0	15	18	9	2	2	0	0	7	0	13	7	24	25	14	14	25	14	18	27	35	45	0	0	0	4	4	5	2	2	1	0	1	2	0	4	5	6	6	0	4	1	1	1	6	7	6	2	0	11	17	16	26	24	3	13	25	8	4	7	9	10	9	13	15	15	15	4	6	25	6	4	21	15	20	22	33	26	26	19	37	31	20	35	3	3	2	2	0	0	0	0	0	0	0	35	33	20	0	0	1	12	15	7	21	2	3	2	2	22	8	12	6	4
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa	39	10	45	44	38	26	12	14	8	8	10	6	0	1	3	0	0	1	0	0	0	2	5	0	7	5	0	3	0	5	11	11	5	4	7	9	8	1	2	6	3	0	0	0	34	24	36	0	1	4	0	0	0	0	13	9	6	14	3	8	2	14	12	2	7	10	5	3	3	3	0	1	0	0	0	25	14	1	9	2	1	0	5	1	0	3	5	4	4	5	8	4	0	0	0	0	0	1	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3	1	78	29	94	81	24	52	83	43	56	97	16	11	7	12	4	3	4	4	0	1	6	5	7	6	3	0	19	17	16	9	33	43	13	28	1	0	0	0	22	18	14	14	40	23	2	0	0	19	17	21	41	12	29	6	4	4	9	4	6	4	2	6	6	10	14	0	0	1	2	2	1	11	6	11	3	9	7	5	8	11	12	7	11	5	5	10	4	4	8	2	4	6	21	9	16	11	6	1	3	3	5	15	8	5	12	11	11	16	14	15	16	14	19	16	23	24	4	23	22	20	31	21	26	17	30	21	25	16	21	16	33	0	0	0	0	0	0	0	3	4	5	8	5	3	78	40	67	26	36	1	2	4	8	27	11	25	9
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6	7	24	1	1	4	3	16	24	16	17	11	22	17	24	16	45	13	80	22	137	16	42	19	64	94	14	46	58	26	29	30	17	18	21	26	15	10	20	16	11	21	47	50	35	12	9	5	35	28	27	5	4	15	12	32	34	35	30	41	24	39	52	42	0	98	16	18	10	18	10	26	16	61	52	56	29	1	0	0	0	0	1	5	6	4	41	55	55	3	7	8	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	24	1	0	7	8	35	12	9	10	6	5	31	8	7	18	20	17	6	17	14	10	16	7	8	37	13	19	23	68	32	15	6	6	7	8	9	14	4	1	2	3	5	10	14	10	21	3	3	3	2	2	0	0	1	0	0	3	4	9	5	6	1	4	3	6	3	14	8	9	24	26	17	19	24	24	2	2	1	0	2	2	0	2	4	3	5	0	11	3	2	1	3	7	10	2	7	3	8	15	11	14	0	1	12	10	1	1	4	13	11	10	2	8	11	2	2	16	5	2	12	0	19	7	9	2	9	2	8	7	5	4	1	1	7	1	39	34	24	17	13	11	26	18	21	16	20	14	19	2	9	6	9	7	12	13	5	9	4	9	6	7
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6	4	20	97	60	27	39	8	19	27	25	11	86	3	0	59	0	0	0	1	0	0	0	0	0	0	46	4	0	0	0	7	3	12	5	13	12	67	94	6	2	5	1	1	1	99	154	134	1	0	0	0	0	3	0	20	21	17	10	6	19	3	17	4	10	4	45	30	2	28	35	5	9	11	25	30	0	58	99	87	81	193	0	0	0	0	22	5	23	0	0	2	0	8	8	2	4	4	12	10	0	17	3	6	2	4	0	39	0	2	0	0	53	7	3	3	0	11	23	3	15	12	6	2	8	7	8	1	11	3	4	8	25	33	11	14	19	19	8	12	12	29	16	10	17	3	4	1	9	2	5	5	14	12	5	9	0	0	0	0	9	17	4	7	0	0	0	0	0	65	144	118	112	190	86	46	25	14	9	19	37	20	2	15	20	15	27	2	3	6	0	1	4	170	123	127	52	117	106	127	146	221	251	166	90	171	79	107	180	73	128	153	91	117	128	99	123	45	160	38	18	89	1	2	0	0	0	2	0	6	0	0	2	3	61	12	6	9	37	16	3	8	8	6	4	10	10	7	7	53	35	59	35	0	0	0	0	0	0	0	4	5	13	2	2	1	46	40	14	27	43	0	1	0	119	114	191	148	158
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;g__Spartobacteria_genera_incertae_sedis	0	2	20	11	20	19	13	14	5	3	11	20	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	9	8	8	9	12	12	7	0	0	0	0	0	0	36	17	27	5	6	11	0	0	0	0	2	1	0	0	0	4	1	0	0	2	0	0	4	4	2	26	0	0	1	0	0	0	16	2	4	2	135	88	89	54	56	0	0	0	18	33	12	47	2	16	3	9	7	6	13	0	77	24	28	26	69	25	9	16	28	14	18	0	0	1	0	0	0	0	0	0	0	3	0	1	9	4	18	4	0	0	10	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	2	119	60	130	92	124	109	143	146	0	0	0	0	0	0	0	1	0	0	0	0	0	20	14	22	10	3	18	3	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	51	36	16	17	16	20	21	23	21	29	27	29	26	9	40	54	9	17	37	18	16	1	1	7	1	17	4	0	0	2	3	0	3	5	4	19	9	19	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	21	21	10	4	0	1	4	0	4	0	0	0	1	4	2	1	1	0	3	4	5	0	1	2	3	3	4	7	5
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Steroidobacteraceae;g__Povalibacter	59	30	65	64	63	66	19	14	21	20	36	27	6	4	49	50	14	68	25	170	0	31	7	59	59	23	11	26	17	11	14	9	15	17	12	15	21	17	5	15	13	17	16	37	11	7	6	25	21	48	10	5	55	0	10	51	7	40	38	4	10	10	6	129	56	74	63	37	61	24	56	88	39	95	39	56	0	0	1	0	0	16	18	14	24	10	22	17	19	37	26	17	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	16	7	15	4	20	23	19	12	20	6	17	13	40	19	29	24	28	49	39	33	45	26	17	21	45	46	36	14	7	15	32	32	37	40	53	47	48	56	14	35	24	34	32	63	26	32	20	14	0	2	4	1	4	0	0	5	0	12	28	39	70	17	15	32	22	21	27	35	58	3	9	7	43	42	38	5	3	4	6	9	8	2	1	2	3	6	3	8	7	4	1	3	7	6	9	3	16	31	22	24	11	6	35	36	11	11	9	16	7	17	20	11	19	8	17	7	23	99	14	47	0	23	8	16	21	20	11	12	14	40	21	29	27	24	39	8	48	46	14	14	32	11	63	79	104	34	40	39	42	51	61	57	29	67	69	55	14	10	14	8	15
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6	2	9	8	2	10	12	9	7	8	3	8	10	8	3	24	2	1	17	5	4	2	19	5	3	12	34	11	6	10	9	8	4	5	2	8	5	26	14	16	14	17	11	7	10	0	5	3	26	33	33	8	9	22	2	32	15	36	33	23	30	31	28	26	0	46	16	9	6	16	8	10	21	4	9	30	1	3	1	1	1	0	0	0	0	1	31	40	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	3	4	3	25	41	14	24	1	6	19	19	8	12	28	11	4	16	26	10	19	9	20	39	4	18	22	38	27	9	13	14	8	10	7	5	6	10	12	7	12	2	6	7	14	0	5	118	89	92	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	1	0	0	28	7	20	36	57	61	7	0	0	0	3	3	2	3	1	0	0	0	2	1	4	5	7	3	3	0	3	2	5	9	10	5	0	1	20	6	6	4	6	17	10	10	5	5	11	3	0	4	1	0	10	0	12	6	1	2	3	4	3	2	2	1	1	1	8	0	16	51	41	44	33	30	33	47	50	49	36	44	35	0	5	3	4	4	63	43	56	2	1	4	4	4
