#
#record	SRR10033141	SRR10033144	SRR10159290	SRR10159293	SRR10159299	SRR10159308	SRR10604353	SRR10604354	SRR10604355	SRR10604356	SRR10604357	SRR10604358	SRR10604359	SRR10604360	SRR10604361	SRR10604362	SRR10604363	SRR10604364	SRR10604365	SRR10604366	SRR10604367	SRR10604368	SRR10604369	SRR10604370	SRR10604371	SRR10604372	SRR10604373	SRR10604374	SRR10604375	SRR10604376	SRR10604377	SRR10604378	SRR10604379	SRR10604380	SRR10604381	SRR10604382	SRR10604383	SRR10604384	SRR12001324	SRR12001325	SRR12001326	SRR12001327	SRR12001328	SRR12001329	SRR12001330	SRR12001331	SRR12001332	SRR12470634	SRR12470635	SRR12470659	SRR12572697	SRR12572699	SRR12572700	SRR12572707	SRR13011266	SRR13011276	SRR13011282	SRR13011285	SRR13011286	SRR13011289	SRR13011293	SRR13011298	SRR13011299	SRR13023223	SRR13023224	SRR13023225	SRR13023226	SRR13023227	SRR13023228	SRR13023229	SRR13023230	SRR13023232	SRR13023233	SRR13023234	SRR13023235	SRR13023237	SRR13240050	SRR13240051	SRR13240052	SRR13240053	SRR13240054	SRR13612594	SRR13612595	SRR13612596	SRR13612597	SRR13619036	SRR13619037	SRR13619038	SRR14088427	SRR14088428	SRR14088429	SRR14088440	SRR14479200	SRR14479205	SRR14479206	SRR14479207	SRR14479208	SRR14479209	SRR14479210	SRR14479211	SRR14479225	SRR14479226	SRR14479227	SRR14479228	SRR14479229	SRR14479230	SRR14479245	SRR14479246	SRR14479247	SRR14479248	SRR14479249	SRR14479250	SRR14479264	SRR14479265	SRR14479268	SRR14479269	SRR14907352	SRR14907353	SRR14907354	SRR14907355	SRR14907356	SRR17224856	SRR17224857	SRR17224858	SRR17224859	SRR17224860	SRR17224861	SRR17224862	SRR17224863	SRR17224864	SRR17224865	SRR17711211	SRR17711215	SRR17711237	SRR17711241	SRR19328989	SRR19328990	SRR19328991	SRR19328996	SRR19329007	SRR19329018	SRR19329029	SRR19329040	SRR19329041	SRR20110003	SRR20110004	SRR20110005	SRR20290374	SRR20290375	SRR20290376	SRR20290377	SRR20290388	SRR20290399	SRR20290410	SRR20290411	SRR21615878	SRR21615879	SRR21615882	SRR21615883	SRR22059209	SRR22059220	SRR22059231	SRR22059267	SRR22059276	SRR22059277	SRR22073311	SRR22073312	SRR22073313	SRR22106546	SRR22106553	SRR22106560	SRR22106561	SRR22106562	SRR22106563	SRR22463539	SRR22463540	SRR22463541	SRR22463542	SRR22463543	SRR22463544	SRR22463545	SRR22463546	SRR22463548	SRR22463549	SRR22463550	SRR22463551	SRR24090957	SRR24090958	SRR24090959	SRR24090966	SRR24090967	SRR24090968	SRR24112416	SRR24112417	SRR24112418	SRR24112419	SRR24112420	SRR24112421	SRR24112422	SRR24112423	SRR24112424	SRR24112425	SRR24112426	SRR24112427	SRR24112428	SRR24112429	SRR24112430	SRR24112431	SRR24112432	SRR24283330	SRR24283331	SRR24283334	SRR24283345	SRR24283356	SRR24283367	SRR24283378	SRR24283389	SRR24283398	SRR24283399	SRR24283400	SRR24283401	SRR25992317	SRR25992318	SRR25992319	SRR25992320	SRR25992321	SRR25992328	SRR25992329	SRR25992330	SRR25992331	SRR25992339	SRR25992350	SRR25992351	SRR25998238	SRR25998259	SRR25998270	SRR25998282	SRR25998315	SRR25998316	SRR26322612	SRR26322620	SRR26322621	SRR26322622	SRR26322623	SRR26322624	SRR26322625	SRR26322626	SRR26322627	SRR29038938	SRR29038939	SRR29038946	SRR29038947	SRR3337803	SRR3337804	SRR3337805	SRR3337806	SRR3337807	SRR3337808	SRR3337847	SRR5083096	SRR5083097	SRR5083102	SRR5801184	SRR5801185	SRR5801186	SRR6376636	SRR6376637	SRR6376639	SRR6376660	SRR6376661	SRR6510572	SRR6510574	SRR6510575	SRR8949212	SRR8949214	SRR8949215	SRR8949216	SRR8949217
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter	5	14	24	40	27	28	8	6	18	8	11	5	6	1	19	6	3	8	3	11	2	19	9	16	19	21	10	42	30	21	11	4	13	14	7	1	15	7	11	13	12	26	25	47	5	6	0	10	4	5	0	3	10	1	22	43	24	57	70	12	20	25	44	41	17	49	36	22	43	16	73	32	72	109	45	52	0	0	2	0	0	0	0	0	0	32	30	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	9	5	29	13	24	23	21	19	20	20	29	19	8	29	12	15	9	22	19	22	21	24	16	22	17	17	13	3	5	22	25	7	4	9	12	12	5	8	22	31	38	30	3	13	6	5	16	11	3	1	5	1	0	0	0	1	0	2	11	16	23	8	12	15	12	5	12	14	20	10	7	6	11	21	15	2	0	1	1	7	1	0	0	1	0	1	2	3	3	0	2	2	4	3	0	3	2	5	4	13	7	6	9	14	11	25	35	37	30	50	22	18	15	32	39	29	38	36	39	31	40	72	5	15	7	15	10	15	28	5	24	6	6	4	5	10	8	8	7	14	6	1	19	12	19	5	9	14	2	3	13	8	7	30	26	32	26	11	13	12	9
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga	39	43	34	27	23	31	2	8	10	6	2	3	4	0	5	1	0	4	1	0	0	15	7	12	9	13	10	8	5	11	2	1	0	1	3	1	13	15	21	18	12	5	9	7	5	4	2	2	2	3	0	1	0	0	2	2	3	1	1	0	2	1	4	3	23	3	1	1	9	4	16	13	0	0	4	10	0	0	0	0	0	0	1	0	1	5	6	4	4	8	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	19	23	21	14	16	32	12	44	9	27	8	29	10	45	63	46	42	52	36	51	115	104	110	49	41	49	8	25	8	7	5	4	4	0	1	0	2	0	4	1	2	9	44	86	32	82	103	0	0	0	1	1	0	0	13	0	7	6	2	12	1	3	5	4	10	3	9	14	4	5	2	7	5	4	6	2	2	1	5	3	5	2	2	6	0	4	4	7	4	6	2	18	4	9	10	13	14	16	24	11	16	31	29	14	7	17	5	7	10	10	9	3	6	9	14	126	186	73	222	122	168	35	40	26	31	24	45	21	26	28	53	58	44	53	3	4	0	9	1	0	0	5	2	3	17	19	30	4	5	27	32	17	21	13	7	8	10	13	11	8
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	14	1	0	0	0	2	59	19	20	11	35	17	8	8	4	28	5	26	22	46	2	32	9	44	40	23	20	24	34	14	41	80	53	63	45	54	35	29	15	3	4	1	1	2	1	6	7	75	61	50	14	15	53	2	6	5	7	4	12	8	12	3	7	10	1	0	3	11	0	2	2	7	5	4	2	0	0	0	0	0	0	0	1	1	1	1	2	8	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	6	1	2	0	0	0	0	0	0	0	1	0	0	0	3	3	12	11	0	5	17	22	44	7	6	7	2	66	117	73	6	6	5	5	4	9	3	5	20	26	19	33	14	2	6	4	11	3	0	0	0	0	0	0	0	0	0	5	3	2	1	2	12	1	3	4	8	9	2	65	38	61	56	89	117	8	6	2	8	9	20	9	10	18	8	8	26	11	14	11	6	25	8	8	10	3	2	12	1	1	1	23	7	6	6	12	4	3	6	2	4	1	4	6	10	3	0	12	0	0	0	0	1	0	1	0	6	0	1	0	0	4	7	1	1	97	97	116	78	90	119	44	26	24	26	152	188	180	1	0	0	1	0	188	168	148	3	4	0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia	6	7	13	26	14	26	18	23	26	33	8	8	1	0	19	0	0	13	5	3	0	2	10	21	15	24	7	7	18	8	13	6	8	8	10	11	25	18	5	17	12	14	8	14	19	14	11	2	3	4	17	11	37	4	5	8	5	10	2	1	4	5	7	32	9	16	18	23	23	18	19	32	7	20	25	60	0	11	3	2	4	0	0	0	0	2	1	1	1	0	0	0	0	0	5	0	2	0	0	0	0	0	0	88	0	5	0	1	0	0	3	0	0	0	0	0	10	5	4	27	6	1	8	10	5	36	8	3	6	10	11	8	9	4	16	13	21	30	18	22	24	12	17	19	31	54	20	25	14	9	18	10	21	6	4	41	87	78	40	3	12	16	8	24	25	1	0	0	12	18	1	1	9	5	19	11	23	15	5	5	6	11	6	9	10	20	37	25	44	15	23	17	5	12	11	5	28	15	18	3	11	5	9	11	15	13	6	7	17	9	17	11	17	17	20	10	8	9	19	30	15	11	33	26	15	11	16	20	10	11	9	13	13	8	14	4	8	0	17	26	31	36	26	13	21	27	23	18	11	7	8	12	8	8	4	20	6	4	3	8	5	12	6	13	9	2	2	15	8	2	19	25	18	23	25	25	24	19
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium	10	8	35	27	35	34	6	7	8	10	8	7	0	1	6	0	0	1	0	0	0	0	0	2	0	10	0	1	2	3	8	4	7	4	7	7	11	6	9	5	12	0	0	1	11	23	27	0	0	0	0	0	0	0	2	2	4	4	6	0	4	1	2	18	0	17	10	7	17	10	13	5	8	18	6	36	0	0	2	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	41	54	28	29	13	20	46	20	24	19	12	27	35	22	9	3	5	8	13	16	17	15	10	12	20	13	16	0	0	0	3	3	2	6	6	0	3	2	3	5	5	5	5	18	18	21	36	63	0	5	8	18	7	7	2	24	7	7	9	10	10	5	7	2	1	4	5	10	12	0	0	1	0	0	0	9	27	35	30	14	6	8	13	2	6	7	9	13	19	20	22	16	19	28	21	37	10	17	14	42	15	31	80	67	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	5	0	3	41	51	56	51	24	50	61	70	37	45	58	61	59	0	0	0	0	0	0	0	6	6	9	0	0	0	16	15	24	13	11	0	0	0	21	12	20	17	12
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	8	6	19	8	8	4	66	18	32	31	68	63	3	8	37	4	2	3	13	2	4	1	1	2	8	41	1	0	1	5	26	19	49	22	32	32	38	83	3	2	0	3	6	8	52	31	21	9	2	12	7	5	4	0	1	3	4	14	6	2	1	5	1	181	0	93	39	98	107	42	31	101	48	25	36	2	15	49	138	28	212	5	3	3	1	5	5	5	9	5	12	1	2	10	31	2	21	2	9	23	3	0	0	23	1	4	11	14	4	2	9	4	1	1	5	20	8	4	11	3	17	0	3	4	0	3	1	0	5	5	4	9	9	5	7	42	37	55	49	40	42	29	28	34	3	9	2	5	2	4	2	0	1	1	1	0	0	0	0	3	6	1	7	4	0	7	4	5	20	29	54	2	67	38	16	17	15	38	8	25	7	13	27	8	51	47	44	40	22	19	12	14	45	43	73	49	64	125	99	13	34	31	80	32	33	55	68	86	36	50	49	64	72	81	88	84	100	43	57	81	143	2	1	5	5	5	3	6	3	4	5	5	8	12	12	9	9	30	25	3	12	4	6	8	7	2	4	18	36	22	26	31	2	6	2	0	2	4	0	5	4	23	4	5	1	1	3	2	3	15	4	2	3	174	86	285	100	122
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	192	56	1	6	6	4	1	0	1	5	0	1	2	0	1	0	0	0	0	2	0	0	2	0	0	5	0	0	1	1	0	0	0	0	0	1	1	4	0	0	0	0	0	0	18	122	33	0	0	1	1	1	2	0	0	0	0	11	0	0	0	5	1	3	0	37	1	0	34	0	0	0	1	0	0	4	1	4	3	0	0	0	0	0	0	1	0	0	1	0	0	0	395	13	13	0	1	5	21	9	41	4	30	61	41	132	12	11	6	1	10	207	330	1	91	0	5	8	0	1	8	9	5	0	6	29	2	0	2	6	3	0	0	0	0	6	11	15	18	21	24	21	10	25	3	4	0	6	0	2	1	3	1	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	10	3	1	9	2	2	6	5	14	9	4	3	9	22	5	11	9	7	0	4	5	1	1	2	12	9	26	22	26	35	68	61	13	6	24	28	14	26	17	42	62	50	110	105	85	16	25	19	17	22	43	80	31	5	15	4	16	6	38	2	3	5	10	15	11	2	13	77	8	0	1	0	1	0	0	0	2	1	1	3	7	6	5	6	1	0	0	3	0	0	0	11	3	11	0	0	4	8	6	10	5	2	8	12	7	32	28	20	17	26
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	27	23	9	9	5	10	1	2	1	1	3	0	4	2	1	1	28	4	7	5	5	12	4	8	16	1	4	4	6	5	1	2	3	0	2	2	1	2	9	14	6	4	5	11	1	7	2	2	0	0	0	0	6	0	1	5	2	1	2	1	1	2	2	6	88	4	8	13	3	7	7	9	0	0	8	38	0	2	1	0	0	0	0	0	0	11	7	69	0	0	0	0	1	1	1	2	0	6	0	2	1	0	0	35	5	3	7	0	1	1	6	3	11	0	16	0	32	36	30	64	28	27	22	7	33	57	26	29	28	20	30	20	24	16	14	21	15	17	21	19	18	24	31	14	14	27	5	17	14	9	4	39	22	27	12	2	1	4	7	16	15	17	22	45	49	3	1	6	2	13	1	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	7	4	1	7	3	3	0	0	0	1	3	4	2	1	2	2	3	5	9	6	5	7	12	0	3	26	15	7	8	9	16	5	8	0	2	0	5	7	6	54	78	30	64	81	76	9	7	8	14	13	5	11	6	10	4	18	9	9	0	0	0	5	1	1	0	5	8	10	4	20	2	27	28	53	22	26	3	5	2	15	11	9	7	12
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium	13	27	4	9	10	8	16	20	30	20	15	15	0	0	13	1	0	1	0	0	1	1	0	2	0	10	9	0	3	0	5	5	9	10	7	14	12	8	8	17	7	7	1	4	21	20	23	2	2	1	4	1	8	1	13	14	5	7	6	11	6	9	4	11	1	16	9	12	12	9	2	7	8	4	8	0	75	72	40	89	41	0	0	1	0	7	8	8	1	0	3	0	162	39	28	30	26	50	36	58	43	35	40	29	32	40	79	46	71	99	54	50	88	91	161	11	5	10	0	15	5	28	15	42	31	34	24	33	31	40	33	1	5	7	8	15	15	9	9	15	11	7	11	12	2	0	1	5	2	3	1	9	5	9	5	11	12	9	19	20	18	28	22	37	30	1	0	0	32	36	35	35	43	34	4	8	1	1	2	4	5	4	2	6	1	2	5	7	6	2	0	2	14	9	20	19	13	17	31	9	9	8	16	12	7	19	16	5	22	7	13	10	17	12	9	15	14	3	11	8	11	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	10	0	6	20	33	23	16	8	15	32	31	10	14	8	10	14	0	0	0	0	0	0	0	4	2	4	0	0	1	3	7	4	15	12	0	2	0	6	9	8	22	15
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter	11	52	56	31	28	32	0	0	2	5	1	0	49	6	6	9	5	27	5	8	9	88	53	13	36	4	62	16	14	50	0	0	0	0	0	2	1	1	63	57	56	38	48	82	0	0	0	0	0	0	0	0	0	0	1	2	7	5	4	1	1	0	2	1	17	18	14	6	65	1	33	19	20	24	20	44	0	0	0	0	0	0	0	0	0	9	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	57	127	28	110	0	0	1	0	1	1	0	1	1	1	259	304	332	187	171	132	82	175	202	185	166	132	127	0	0	0	3	5	2	6	6	2	2	2	0	0	0	0	22	124	103	66	28	0	1	0	0	0	0	0	0	0	0	6	10	4	19	4	2	13	11	20	19	25	17	1	1	1	11	25	64	1	1	1	0	0	1	1	0	0	0	0	1	1	1	2	1	0	1	0	0	0	12	9	9	28	5	2	7	39	64	33	58	35	62	49	37	58	48	63	39	56	379	231	81	219	148	277	118	61	92	66	46	54	51	60	51	22	13	70	13	0	0	0	1	0	0	0	4	4	1	28	5	8	6	9	28	49	38	20	17	43	4	3	1	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus	37	63	17	29	13	23	2	7	3	10	12	1	32	4	9	10	1	37	2	8	5	39	25	14	21	21	34	24	13	35	1	0	5	4	4	3	30	23	25	21	12	65	48	54	2	3	1	5	3	17	0	0	6	0	7	8	9	16	10	6	3	11	26	5	18	5	11	23	15	6	120	137	4	46	43	67	0	1	5	0	0	0	0	0	0	4	5	8	0	0	0	0	1	9	34	1	0	34	28	1	0	0	0	13	0	4	0	3	0	0	0	0	0	1	1	0	146	78	230	59	114	42	90	149	36	357	64	54	89	126	48	71	75	57	94	88	61	78	104	87	151	39	41	49	9	16	4	4	17	4	9	4	8	2	2	70	58	41	48	8	74	125	43	116	166	0	1	2	1	19	4	0	7	1	11	3	6	10	2	11	5	2	4	3	7	5	6	5	8	18	22	21	5	4	4	9	11	12	5	5	16	22	21	24	27	18	6	2	11	29	12	7	7	45	47	32	27	31	36	18	24	9	7	7	14	11	15	7	3	2	9	14	12	182	135	197	206	476	260	52	54	38	70	100	51	50	38	39	56	74	54	54	0	0	0	1	0	0	0	1	5	1	17	4	4	3	3	4	19	12	16	11	13	14	16	24	10	9
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter	16	19	25	12	14	22	0	1	1	0	2	2	19	4	2	9	3	12	1	5	3	54	20	18	27	1	85	53	46	52	1	0	0	0	1	0	2	3	72	73	52	97	116	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	90	2	2	7	1	1	21	35	2	6	2	279	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	10	3	7	0	0	0	0	0	0	0	1	0	0	24	29	30	28	28	24	22	22	27	20	36	23	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	7	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	1	0	1	0	62	63	62	50	70	56	62	85	73	73	68	75	34	52	8	28	12	29	0	2	0	0	2	1	0	1	1	5	11	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	30	58	46	0	0	0	2	0	0	0	1
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	20	13	8	9	2	5	29	15	9	14	31	9	6	5	6	18	0	10	9	27	2	16	11	16	9	10	6	10	13	5	13	27	26	15	25	24	10	9	28	27	26	8	16	4	0	4	0	0	0	0	0	0	0	0	13	19	12	18	25	7	12	9	14	10	3	1	8	18	9	11	3	10	3	25	6	16	0	0	1	1	2	0	0	0	0	12	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	32	23	38	18	27	51	28	55	18	44	18	44	27	54	44	12	10	21	8	36	28	20	46	41	24	23	35	15	0	0	0	1	7	5	3	1	7	4	1	0	0	0	0	25	11	4	19	2	0	2	0	0	6	11	2	0	16	2	9	17	12	17	3	20	16	13	28	13	14	16	0	0	0	0	0	1	4	5	2	8	6	22	5	1	3	11	15	1	7	6	2	5	6	7	4	12	4	11	13	8	10	8	6	6	7	2	0	5	7	1	2	6	1	2	6	4	6	22	18	30	41	36	28	37	22	30	37	73	25	29	74	44	13	7	6	7	0	0	0	0	0	0	0	6	2	2	1	2	0	9	1	3	9	10	0	1	0	3	7	13	4	4
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium	34	19	3	7	1	5	16	10	11	30	22	13	18	13	30	34	7	18	18	39	8	20	18	38	15	12	5	20	5	9	8	3	4	3	11	9	12	13	4	3	4	5	4	6	4	14	33	5	0	3	0	1	2	0	2	1	3	2	1	1	0	2	3	20	21	9	15	22	16	35	38	26	20	71	25	100	0	9	10	0	9	0	0	0	0	4	4	1	0	0	0	0	0	1	3	4	0	2	0	5	0	0	0	172	1	2	0	17	0	1	1	3	2	0	20	0	7	8	7	21	11	0	4	12	0	3	1	1	1	11	0	13	5	26	20	38	42	81	46	90	38	92	146	114	2	4	1	1	1	1	3	0	3	1	3	32	40	31	28	95	43	40	47	202	106	4	1	1	4	15	1	2	3	6	11	12	3	8	5	1	6	2	6	11	2	7	2	4	8	3	6	2	5	4	11	8	13	10	4	3	4	4	8	3	6	4	5	8	9	23	16	13	18	6	39	13	25	15	22	57	36	1	0	2	0	1	0	0	1	0	0	1	0	4	16	0	8	0	10	11	10	20	25	11	8	17	5	17	4	7	7	5	0	1	0	1	0	0	0	0	4	6	0	1	2	6	11	6	3	0	6	0	3	19	22	24	22	21
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Rhodoplanes	42	29	59	63	46	54	2	1	6	1	1	5	0	0	10	0	0	0	0	0	1	0	1	3	0	4	3	2	0	2	0	1	1	1	4	1	5	1	2	1	1	6	4	2	23	31	24	0	0	0	2	1	0	1	9	5	1	3	4	4	2	1	2	5	6	2	1	8	8	7	3	7	0	0	6	0	10	49	31	39	18	0	1	0	0	1	0	3	0	0	0	0	53	19	10	10	7	17	17	21	26	21	22	4	16	6	41	16	17	9	10	25	46	27	48	18	0	5	1	1	0	24	18	13	58	12	17	31	23	18	60	5	8	4	8	15	8	10	15	5	12	16	15	16	3	3	4	5	11	10	7	20	11	15	13	7	1	1	6	29	13	17	43	40	27	0	0	0	31	23	21	27	25	24	3	3	1	0	0	2	0	1	1	2	0	1	0	0	0	0	0	3	15	25	26	36	17	19	29	8	26	12	28	29	24	23	24	25	26	10	19	13	10	7	8	4	3	5	19	7	4	1	4	1	0	2	0	6	11	5	2	2	0	2	5	0	3	0	3	3	1	0	4	0	1	5	1	1	174	163	167	173	0	0	0	0	0	0	0	4	1	2	7	2	2	99	52	88	34	48	0	0	1	0	2	3	7	5
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	14	15	11	8	4	13	7	12	11	9	26	4	0	0	2	1	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	5	5	7	6	11	10	7	15	12	3	0	1	0	4	15	7	0	1	0	0	0	1	0	11	14	2	28	7	2	8	4	1	11	0	1	17	1	2	8	2	8	6	19	4	0	0	1	2	0	2	0	1	2	1	4	1	7	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	28	24	23	18	29	23	8	15	53	30	17	32	9	13	58	3	9	20	16	9	6	13	12	17	10	4	16	8	1	5	0	2	0	1	1	1	2	1	0	0	0	0	0	14	6	4	20	4	0	0	0	0	11	11	5	3	33	4	9	7	2	3	4	19	2	3	8	7	13	2	0	0	1	4	2	2	19	24	13	33	61	65	56	50	30	48	43	47	47	49	34	20	52	54	33	33	34	38	34	50	24	40	36	13	9	12	0	10	6	4	9	1	8	8	8	4	7	19	14	10	25	7	21	0	3	3	3	7	4	4	1	5	34	25	21	16	0	0	0	0	0	0	0	1	0	1	2	3	1	6	3	6	11	10	4	0	1	30	106	64	47	64
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Virgisporangium	22	23	40	17	19	17	6	19	20	42	28	21	4	1	13	0	1	1	0	3	0	9	1	4	2	36	20	6	14	4	5	2	1	12	11	7	30	17	13	7	5	24	9	10	0	2	1	2	2	2	0	0	0	0	13	19	14	33	22	6	8	5	3	49	3	22	19	6	23	9	18	19	27	7	12	12	0	1	1	1	1	4	3	3	3	8	41	10	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	25	19	52	33	39	30	33	25	22	54	46	38	25	38	29	24	65	38	20	21	19	22	38	27	8	8	13	5	2	13	13	7	10	8	9	10	7	7	58	104	95	55	13	13	27	8	38	45	1	0	0	0	1	0	0	3	0	4	4	8	23	4	12	6	4	15	9	12	10	1	0	2	4	6	3	1	0	1	0	3	2	1	1	0	1	0	0	4	3	1	2	2	0	0	0	0	5	1	1	6	4	4	8	15	8	8	14	8	12	8	7	11	12	11	13	20	79	85	59	68	127	83	13	9	13	9	10	14	14	26	18	28	25	23	28	1	1	2	0	0	0	0	1	2	2	11	6	7	27	19	20	41	37	9	12	9	7	9	6	7	3
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia	18	16	20	12	13	12	4	9	14	29	22	9	12	7	11	12	1	15	12	11	3	10	7	10	8	25	12	8	6	7	0	3	2	5	5	2	40	36	1	1	1	0	3	0	3	3	4	1	0	3	0	1	0	0	5	1	1	3	4	0	5	0	1	19	0	18	11	5	8	13	3	7	4	2	1	1	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	73	112	135	102	3	3	25	1	15	2	2	7	5	0	14	2	11	20	9	25	18	43	42	45	6	29	17	6	7	0	10	4	5	1	3	3	4	4	22	14	41	32	2	6	5	2	7	15	0	0	1	1	0	1	0	4	1	38	19	9	54	9	16	11	13	15	8	46	42	2	2	0	5	3	3	17	12	17	17	17	20	13	8	7	23	29	27	27	67	12	14	3	26	10	37	23	14	9	7	20	20	36	52	21	5	7	12	3	7	3	2	7	2	16	3	12	16	28	27	17	55	20	7	8	9	6	22	8	6	5	13	33	31	8	53	0	0	0	1	0	0	0	0	1	1	5	8	5	1	0	3	9	3	3	3	5	17	21	12	11	7
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga	33	67	58	33	45	45	3	4	5	13	1	3	2	1	14	0	0	9	0	1	1	3	6	2	6	16	7	7	7	2	2	0	2	2	2	0	15	18	29	19	18	13	9	15	0	1	0	0	3	1	0	1	0	0	3	1	2	5	2	1	3	5	2	1	11	13	5	6	6	11	20	27	0	0	9	5	0	0	0	0	0	0	1	0	0	4	4	2	3	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	15	17	13	1	3	18	5	33	5	4	5	18	6	49	87	70	47	89	81	105	97	109	96	67	74	73	0	0	0	6	13	4	8	4	7	3	7	28	26	26	13	21	150	246	89	173	268	0	0	0	1	1	0	0	1	0	7	17	7	8	5	2	1	4	7	2	7	14	3	0	4	2	4	6	0	8	1	0	10	2	4	1	0	1	2	2	4	6	0	2	5	11	6	6	14	15	12	14	13	19	28	52	23	0	1	1	0	0	0	3	0	1	0	0	1	93	164	16	72	56	64	73	92	62	57	59	78	67	47	63	13	11	21	10	0	0	0	0	0	0	0	12	6	17	0	1	0	11	6	15	41	14	0	0	2	12	8	5	6	6
