ASV,SRR10033141,SRR10033144,SRR10159290,SRR10159293,SRR10159299,SRR10159308,SRR10604353,SRR10604354,SRR10604355,SRR10604356,SRR10604357,SRR10604358,SRR10604359,SRR10604360,SRR10604361,SRR10604362,SRR10604363,SRR10604364,SRR10604365,SRR10604366,SRR10604367,SRR10604368,SRR10604369,SRR10604370,SRR10604371,SRR10604372,SRR10604373,SRR10604374,SRR10604375,SRR10604376,SRR10604377,SRR10604378,SRR10604379,SRR10604380,SRR10604381,SRR10604382,SRR10604383,SRR10604384,SRR12001324,SRR12001325,SRR12001326,SRR12001327,SRR12001328,SRR12001329,SRR12001330,SRR12001331,SRR12001332,SRR12470634,SRR12470635,SRR12470659,SRR12572697,SRR12572699,SRR12572700,SRR12572707,SRR13011266,SRR13011276,SRR13011282,SRR13011285,SRR13011286,SRR13011289,SRR13011293,SRR13011298,SRR13011299,SRR13023223,SRR13023224,SRR13023225,SRR13023226,SRR13023227,SRR13023228,SRR13023229,SRR13023230,SRR13023232,SRR13023233,SRR13023234,SRR13023235,SRR13023237,SRR13240050,SRR13240051,SRR13240052,SRR13240053,SRR13240054,SRR13612594,SRR13612595,SRR13612596,SRR13612597,SRR13619036,SRR13619037,SRR13619038,SRR14088427,SRR14088428,SRR14088429,SRR14088440,SRR14479200,SRR14479205,SRR14479206,SRR14479207,SRR14479208,SRR14479209,SRR14479210,SRR14479211,SRR14479225,SRR14479226,SRR14479227,SRR14479228,SRR14479229,SRR14479230,SRR14479245,SRR14479246,SRR14479247,SRR14479248,SRR14479249,SRR14479250,SRR14479264,SRR14479265,SRR14479268,SRR14479269,SRR14907352,SRR14907353,SRR14907354,SRR14907355,SRR14907356,SRR17224856,SRR17224857,SRR17224858,SRR17224859,SRR17224860,SRR17224861,SRR17224862,SRR17224863,SRR17224864,SRR17224865,SRR17711211,SRR17711215,SRR17711237,SRR17711241,SRR19328989,SRR19328990,SRR19328991,SRR19328996,SRR19329007,SRR19329018,SRR19329029,SRR19329040,SRR19329041,SRR20110003,SRR20110004,SRR20110005,SRR20290374,SRR20290375,SRR20290376,SRR20290377,SRR20290388,SRR20290399,SRR20290410,SRR20290411,SRR21615878,SRR21615879,SRR21615882,SRR21615883,SRR22059209,SRR22059220,SRR22059231,SRR22059267,SRR22059276,SRR22059277,SRR22073311,SRR22073312,SRR22073313,SRR22106546,SRR22106553,SRR22106560,SRR22106561,SRR22106562,SRR22106563,SRR22463539,SRR22463540,SRR22463541,SRR22463542,SRR22463543,SRR22463544,SRR22463545,SRR22463546,SRR22463548,SRR22463549,SRR22463550,SRR22463551,SRR24090957,SRR24090958,SRR24090959,SRR24090966,SRR24090967,SRR24090968,SRR24112416,SRR24112417,SRR24112418,SRR24112419,SRR24112420,SRR24112421,SRR24112422,SRR24112423,SRR24112424,SRR24112425,SRR24112426,SRR24112427,SRR24112428,SRR24112429,SRR24112430,SRR24112431,SRR24112432,SRR24283330,SRR24283331,SRR24283334,SRR24283345,SRR24283356,SRR24283367,SRR24283378,SRR24283389,SRR24283398,SRR24283399,SRR24283400,SRR24283401,SRR25992317,SRR25992318,SRR25992319,SRR25992320,SRR25992321,SRR25992328,SRR25992329,SRR25992330,SRR25992331,SRR25992339,SRR25992350,SRR25992351,SRR25998238,SRR25998259,SRR25998270,SRR25998282,SRR25998315,SRR25998316,SRR26322612,SRR26322620,SRR26322621,SRR26322622,SRR26322623,SRR26322624,SRR26322625,SRR26322626,SRR26322627,SRR29038938,SRR29038939,SRR29038946,SRR29038947,SRR3337803,SRR3337804,SRR3337805,SRR3337806,SRR3337807,SRR3337808,SRR3337847,SRR5083096,SRR5083097,SRR5083102,SRR5801184,SRR5801185,SRR5801186,SRR6376636,SRR6376637,SRR6376639,SRR6376660,SRR6376661,SRR6510572,SRR6510574,SRR6510575,SRR8949212,SRR8949214,SRR8949215,SRR8949216,SRR8949217
ASV_4862,58,26,10,12,10,2,74,44,28,30,39,10,2,0,19,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,86,69,50,47,78,89,5,1,23,13,41,0,1,0,6,12,2,1,0,0,0,0,0,0,4,8,6,5,21,8,9,3,9,31,0,3,37,53,12,37,0,3,33,20,23,0,1,0,1,0,1,0,0,0,0,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,9,4,25,6,2,20,4,2,0,5,6,11,1,9,9,12,7,60,37,38,35,31,29,71,48,75,0,0,0,0,0,3,5,2,3,3,6,0,0,0,0,23,3,3,13,2,0,0,0,0,89,43,92,89,63,53,9,5,3,5,6,9,11,9,8,18,1,18,5,2,1,1,3,2,25,21,26,39,10,6,13,9,8,7,3,15,5,22,19,27,4,6,8,9,14,6,4,20,25,9,12,10,19,1,4,5,12,8,9,7,11,13,8,7,12,3,7,0,3,10,13,33,31,40,42,63,28,58,49,61,12,10,7,9,0,0,0,0,0,0,0,8,15,3,1,1,1,12,7,12,6,16,3,3,2,22,20,20,27,29
ASV_444,14,7,8,8,12,19,6,16,32,30,29,14,1,1,17,1,0,1,0,0,0,0,0,0,0,9,3,1,1,3,7,3,4,3,17,11,12,2,7,0,1,1,0,0,10,3,0,8,3,7,2,3,1,4,0,0,0,1,0,0,0,2,0,2,2,1,6,3,4,6,4,8,0,1,0,0,5,8,4,0,3,3,0,4,3,12,1,69,25,13,19,9,1,1,1,7,9,0,1,3,4,4,2,1,3,11,1,26,0,1,0,5,0,4,2,3,36,38,86,26,101,17,11,8,5,1,15,21,9,28,8,20,25,27,22,16,17,25,9,9,6,27,28,17,21,18,7,4,9,8,14,22,7,16,9,0,0,0,0,30,34,20,46,11,6,1,1,0,8,28,12,16,25,18,2,3,2,2,0,0,0,1,1,1,1,10,14,3,4,1,0,3,8,11,7,5,2,14,3,5,2,6,7,6,4,16,5,7,11,3,5,12,18,7,12,9,17,6,3,22,8,13,8,13,28,10,14,5,9,6,12,15,10,0,1,0,0,20,0,14,26,13,19,15,16,17,10,22,26,29,25,25,49,5,5,6,1,2,2,4,5,14,11,15,10,7,3,14,2,8,7,9,18,11,8,11,19,12
ASV_4500,29,64,12,3,8,5,4,4,11,14,11,6,0,1,9,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,3,6,1,4,6,1,3,35,16,6,0,0,0,0,0,0,1,3,0,0,0,0,0,31,42,16,20,22,45,31,6,23,1,0,2,15,22,19,1,0,3,0,0,13,0,0,0,0,0,0,1,1,1,4,31,17,21,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107,133,25,57,63,5,13,63,4,1,1,8,10,45,5,51,43,39,34,28,25,19,10,27,24,58,27,45,0,0,0,2,1,1,1,3,5,13,4,0,0,0,0,16,35,30,20,46,70,1,0,0,0,2,3,0,0,0,4,6,11,2,5,1,1,2,6,4,4,7,0,0,0,0,0,0,2,3,3,4,2,2,3,3,0,0,0,0,1,0,4,1,0,0,2,1,2,8,3,2,4,2,1,2,2,2,3,9,4,2,8,8,9,10,8,2,5,19,14,28,26,1,21,67,33,40,57,46,84,63,131,85,2,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,24,31,17,14,13,2,1,1,7,2,7,4,5
ASV_411,2,18,30,36,50,45,0,0,1,1,2,4,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,3,0,0,3,5,0,0,0,24,16,77,1,0,0,5,4,16,0,11,31,2,23,14,3,2,4,0,35,0,17,22,12,5,5,0,1,0,0,6,2,0,0,0,0,0,0,0,1,0,21,23,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,6,0,15,8,20,19,19,2,6,5,32,16,8,4,5,8,2,2,5,6,3,4,5,9,9,1,2,0,42,14,9,18,37,36,44,50,5,1,0,1,13,15,6,15,43,26,0,0,0,12,61,19,5,11,7,8,21,33,8,22,26,4,8,4,16,6,24,55,43,32,2,4,4,7,17,19,26,6,10,10,1,7,4,6,14,8,17,6,8,4,6,8,16,7,1,2,2,3,2,3,6,4,8,6,0,11,5,9,4,5,2,8,10,8,5,16,1,14,0,7,19,36,71,20,16,14,52,13,25,14,18,18,25,0,0,0,0,0,0,0,34,23,22,32,33,34,22,17,31,15,19,21,28,18,2,5,8,3,5
ASV_4504,36,20,14,17,12,15,9,24,19,34,22,13,10,2,16,1,0,12,5,6,1,18,9,9,17,54,36,11,31,17,3,8,2,4,15,13,47,39,47,66,23,37,58,15,4,10,7,1,1,6,0,0,1,0,15,30,8,31,23,8,7,6,8,5,5,4,5,6,5,3,20,3,8,7,4,8,0,10,6,3,12,2,0,2,2,21,13,20,4,3,3,1,0,8,56,0,4,1,20,1,7,3,2,10,0,8,0,1,0,0,0,1,1,1,3,3,23,12,21,20,22,2,3,1,2,1,4,5,4,4,4,12,22,16,21,6,4,7,21,15,29,2,3,7,3,1,0,8,10,6,10,2,6,0,3,53,22,13,201,2,3,15,4,16,21,0,1,0,6,5,5,4,21,4,9,3,5,10,5,15,6,4,5,8,6,3,0,0,0,2,2,4,6,7,8,7,5,2,6,1,8,14,18,8,14,15,8,5,2,6,6,3,4,6,9,3,18,2,9,10,8,3,4,3,7,5,5,4,2,5,3,5,11,54,45,45,73,110,48,11,3,15,5,19,11,8,20,5,17,15,19,21,0,0,1,0,0,0,0,2,0,0,3,0,2,8,5,13,19,21,0,1,0,6,2,7,1,7
ASV_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,23,33,56,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,6,1,3,0,30,0,0,0,0,6,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,23,38,35,11,41,79,62,33,21,46,0,0,0,0,0,0,247,68,167,254,109,153,48,78,120,0,0,0,0,3,7,6,15,7,2,9,4,16,9,52,11,22,0,0,0,0,0,0,3,1,0,0,0,0,0
ASV_389,1,4,5,4,4,4,8,14,13,11,6,22,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,18,11,18,20,17,13,8,0,0,0,0,0,0,41,44,54,2,2,8,32,11,0,11,7,2,2,2,2,1,0,1,0,6,0,7,3,1,12,53,0,0,22,0,1,0,151,27,63,53,27,1,0,0,1,3,1,1,0,0,0,0,15,5,1,4,3,7,6,3,38,20,29,2,35,11,4,0,0,3,1,0,9,9,3,0,4,9,1,9,4,6,1,20,7,2,0,6,1,10,3,1,0,1,1,2,3,2,6,2,0,4,1,1,3,1,1,2,0,2,2,6,0,7,5,0,0,0,0,9,1,2,3,0,0,0,0,0,104,58,137,82,65,69,27,26,28,19,23,26,45,34,16,23,11,30,5,9,5,0,0,0,54,75,68,68,54,62,67,59,52,29,57,56,32,33,46,51,83,21,86,86,74,38,21,41,35,20,34,12,30,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,3,2,0,1,1,0,1,3,16,6,10,0,0,0,0,0,0,0,2,4,5,1,0,1,12,4,1,3,7,0,0,0,17,21,18,21,21
ASV_4669,22,22,7,7,9,4,6,16,9,16,7,17,5,1,6,0,1,1,0,0,0,3,0,2,1,3,7,7,11,2,14,7,10,10,12,6,11,11,5,11,17,5,11,7,4,7,4,4,1,8,1,0,6,0,2,1,3,7,13,2,8,3,0,18,10,27,25,47,30,17,20,13,20,20,16,13,4,17,6,11,10,5,5,5,3,6,4,7,7,2,3,4,1,0,2,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,41,75,44,112,9,16,12,4,7,7,11,24,20,3,24,18,26,22,31,30,30,12,19,19,25,16,25,2,1,5,6,2,5,3,5,1,6,6,8,17,18,14,28,30,34,17,89,76,1,6,6,5,11,13,14,19,10,15,10,8,5,4,5,4,4,1,10,7,5,2,4,5,5,7,10,22,20,17,11,18,16,26,16,26,9,16,17,19,13,19,14,24,18,11,13,7,9,11,4,13,5,8,10,20,4,5,4,4,1,1,3,2,1,6,3,1,12,10,0,10,0,7,22,21,35,22,28,17,25,7,15,4,6,9,13,6,3,5,1,5,2,2,7,2,8,3,4,3,6,11,9,15,11,1,1,5,33,16,27,27,29
ASV_3156,18,31,9,12,5,5,1,1,5,1,3,3,2,0,1,0,0,2,2,1,0,6,0,2,3,3,7,2,1,0,0,2,1,0,0,2,6,5,13,10,10,3,7,0,0,2,0,0,0,3,0,0,0,0,5,6,5,7,4,4,8,7,6,5,29,4,10,7,5,3,6,14,0,2,4,37,0,0,0,0,0,3,15,6,10,7,8,6,7,13,11,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,2,12,6,10,38,77,11,11,4,11,42,25,13,76,42,44,49,11,4,0,5,10,12,17,13,20,3,0,3,0,0,3,2,0,0,2,2,3,1,1,0,20,41,20,18,15,4,5,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,1,3,0,0,0,3,1,1,0,1,0,0,2,1,0,4,1,0,0,0,0,0,2,1,2,0,1,3,2,1,0,0,2,4,2,0,1,25,15,32,45,34,37,37,45,41,37,21,34,32,24,2,27,1,20,48,35,41,36,22,42,14,41,42,1,0,2,2,0,0,0,0,0,0,0,3,5,3,3,0,2,32,38,26,30,23,4,6,2,4,2,0,5,0
ASV_7570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,27,53,0,0,0,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,184,92,144,125,0,0,0,0,0,0,0,0,0,0,0,102,29,52,64,85,42,102,122,45,66,25,49,46,120,48,57,23,39,38,92,118,126,82,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,6,7,46,15,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,9,26,8,11,8,20,16,27,12,21,14,15,13,8,5,35,9,19,24,19,2,2,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,13,5
ASV_162,4,7,3,21,12,7,22,44,28,25,21,33,0,0,31,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,36,22,21,16,30,28,21,24,1,0,0,0,0,0,8,19,15,4,2,3,2,0,5,1,25,32,11,13,4,16,5,14,10,2,0,50,22,12,21,89,0,12,177,45,93,0,0,0,0,0,5,1,3,4,1,18,1,22,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,1,0,2,3,1,1,2,1,0,4,6,18,3,7,3,8,3,3,5,0,0,0,7,11,6,13,12,50,12,12,0,0,0,0,2,3,8,4,2,0,0,0,0,11,25,13,4,24,20,70,72,66,9,46,29,32,49,26,52,32,34,3,3,1,4,5,5,30,13,3,16,24,36,23,43,21,28,19,22,14,20,22,19,23,38,12,11,25,38,31,25,17,36,19,11,13,3,1,0,8,3,4,7,12,10,7,2,7,2,0,0,0,2,0,0,0,0,0,0,0,0,1,3,10,10,13,22,0,0,0,0,0,0,0,13,3,6,0,2,2,17,5,1,4,5,5,2,1,38,46,14,31,36
ASV_63,0,0,22,17,35,20,1,5,2,3,3,45,0,0,8,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,2,1,3,2,4,0,31,51,0,0,0,0,0,0,15,17,19,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,26,0,0,0,0,1,0,10,7,12,21,156,55,59,30,42,0,0,0,13,24,6,42,0,55,19,9,18,33,46,0,51,9,5,26,21,17,4,34,18,14,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,62,22,73,44,60,37,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4,1,11,20,12,4,2,7,7,0,0,4,5,1,7,0,0,0,0,0,0,45,16,14,9,22,26,44,45,24,34,36,31,28,21,36,58,20,36,41,21,17,6,12,9,4,45,16,3,3,2,1,0,3,1,1,4,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,5,2,4,5,0,7,2,5,0,1,0,1,0,0,14,7,1,3,4,0,0,0,8,6,10,9,4
ASV_2469,24,27,22,14,16,9,8,3,5,1,3,1,3,1,12,0,0,3,2,7,1,16,11,7,26,4,10,4,2,14,3,1,1,2,2,6,19,15,7,7,8,4,5,5,2,4,2,1,4,3,2,0,1,0,2,5,13,7,9,6,8,8,9,6,10,10,9,7,0,5,53,35,4,1,18,0,0,0,0,0,0,2,5,4,1,5,1,8,17,10,21,12,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,5,7,3,11,12,6,18,5,24,2,15,9,13,6,18,14,20,16,20,26,25,28,30,30,14,12,16,10,15,8,17,26,13,9,8,6,7,10,12,11,24,13,10,15,16,17,30,32,0,0,0,0,0,0,0,0,0,0,4,1,8,0,0,0,3,0,4,10,6,3,1,2,26,44,32,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,3,0,2,8,8,5,2,6,28,30,33,22,23,26,25,12,21,19,21,31,9,8,0,3,0,6,32,22,18,12,14,15,17,20,20,14,19,15,12,5,16,5,55,11,2,1,29,12,29,5,14,5,2,4,3,17,10,19,11,16,4,2,2,3,3
ASV_8200,2,3,7,10,6,12,1,0,6,1,2,21,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,2,2,3,2,3,1,3,1,0,0,2,0,3,7,11,7,1,0,2,5,2,6,2,0,2,0,0,0,0,0,0,0,0,0,2,2,1,2,7,0,0,2,1,0,0,5,31,31,33,77,0,0,0,0,1,2,0,0,0,0,0,12,21,20,6,11,27,38,12,10,24,27,17,15,30,24,29,14,10,9,17,37,5,28,2,2,2,0,1,0,1,5,6,3,4,7,3,3,4,4,1,0,1,0,2,0,2,0,2,0,1,1,0,0,1,0,1,0,0,0,4,2,6,3,6,1,1,9,5,2,2,1,9,4,0,0,0,48,40,62,6,96,23,1,0,0,0,0,0,0,0,0,0,0,0,16,7,7,0,0,1,59,94,137,88,87,65,70,55,45,63,56,64,58,82,77,55,89,61,108,112,110,39,42,49,11,35,68,18,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,2,1,1,1,0,40,42,31,42,0,0,0,0,0,0,0,2,1,0,0,0,0,8,3,12,9,7,0,0,0,66,65,60,73,91
ASV_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,180,174,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,7,0,0,0,29,28,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,33,27,34,67,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,106,184,28,64,71,143,18,10,8,141,170,160,0,0,0,0,0,51,80,69,0,0,0,0,0
ASV_7997,54,24,29,33,16,9,1,1,1,7,2,1,1,1,7,7,0,4,13,13,1,14,2,19,46,24,12,40,33,6,2,5,1,7,6,3,37,18,5,7,19,10,16,11,0,0,0,2,1,1,0,0,0,0,3,10,7,13,8,3,3,0,4,1,6,1,25,4,4,25,5,6,0,3,5,5,0,0,0,0,0,1,0,0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,3,4,1,7,30,73,75,17,133,17,19,64,61,14,13,10,17,17,6,2,5,9,5,6,3,4,4,0,2,0,29,8,12,12,15,8,14,9,7,4,43,7,42,8,11,53,36,47,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,2,0,2,4,4,5,2,5,7,5,3,3,8,14,39,28,21,47,24,25,17,10,23,11,8,4,25,5,7,8,6,6,9,0,0,0,0,0,0,0,1,0,0,6,0,1,26,21,30,16,14,0,0,0,0,0,0,0,0
ASV_6837,3,1,11,4,15,9,3,4,7,4,2,2,0,0,7,2,0,3,2,0,0,1,0,0,0,4,2,3,2,1,9,3,5,13,6,1,3,2,3,1,1,0,3,0,20,10,19,1,1,11,10,7,16,11,5,6,7,3,0,4,0,9,0,18,9,19,7,17,4,8,4,2,0,2,3,2,1,10,21,9,3,10,3,10,6,1,0,2,14,4,4,4,54,48,31,33,16,81,38,17,105,77,121,46,73,38,62,7,41,49,59,6,50,20,50,0,7,4,2,6,2,4,1,3,6,1,2,3,7,9,4,7,6,8,9,3,2,4,1,5,2,1,4,4,17,34,2,8,9,12,8,6,3,5,2,0,1,7,3,7,12,6,6,4,0,0,0,0,3,14,0,5,4,3,0,2,2,2,6,1,1,2,2,0,0,1,0,2,0,7,10,13,7,4,11,6,7,10,11,3,4,11,7,4,10,7,8,6,2,1,2,4,1,3,8,6,5,2,5,2,4,7,12,9,4,2,7,1,8,3,9,11,4,10,14,0,6,0,4,7,7,17,6,9,7,16,8,7,6,16,10,11,5,20,22,4,8,13,6,4,2,4,4,12,10,4,5,3,3,2,10,13,5,4,2,8,3,3
ASV_259,2,4,6,3,1,6,0,0,1,2,2,3,0,0,1,1,0,0,0,0,0,0,0,1,1,4,0,0,1,1,0,0,0,1,0,1,0,0,5,2,5,1,5,0,1,5,3,0,0,0,0,0,0,0,3,8,1,6,2,5,5,3,4,1,4,5,2,2,9,7,0,6,2,2,22,3,0,0,1,0,0,0,0,0,0,4,2,7,1,0,0,0,0,0,1,5,2,9,5,0,1,0,0,2,1,1,1,8,0,0,0,0,0,0,0,0,47,86,113,33,102,1,8,2,92,132,56,0,1,6,91,5,13,5,8,5,3,3,2,4,1,3,2,2,0,0,0,7,5,8,4,8,5,4,5,55,20,31,40,4,6,33,15,27,39,0,1,0,2,5,1,11,0,2,10,6,20,17,6,5,14,26,4,8,15,12,0,0,0,0,0,0,3,2,7,1,13,7,10,10,6,6,10,8,13,9,4,9,10,6,8,2,6,13,18,18,3,10,3,4,4,1,3,4,4,5,4,1,0,2,3,5,7,11,8,11,3,0,11,57,63,62,55,86,73,53,24,38,4,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,2,1,0,0,0,6,8,5,11,4
ASV_336,8,24,18,28,16,5,12,7,10,3,8,8,2,0,11,3,0,4,0,8,0,25,2,7,10,15,17,29,14,8,15,16,10,12,9,13,10,7,12,2,6,12,8,11,2,13,0,4,1,8,0,2,1,0,24,19,25,19,27,44,26,49,26,9,19,11,27,32,13,4,6,15,2,9,14,0,0,0,0,0,0,27,23,20,26,35,42,34,12,5,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,6,2,0,3,1,1,12,1,0,0,1,2,2,0,16,26,17,10,21,15,7,6,3,9,20,15,13,1,1,0,7,7,13,14,10,10,8,7,1,2,1,3,10,32,12,8,12,12,1,0,0,0,0,0,0,2,0,7,1,7,13,7,3,7,6,8,18,5,11,0,0,1,9,10,6,0,1,1,1,1,0,1,1,1,1,0,0,1,1,4,2,1,0,0,0,2,3,1,0,2,4,1,0,7,50,21,30,41,53,43,25,42,47,63,18,39,21,3,0,2,1,4,9,12,5,8,4,11,4,3,11,2,2,2,0,0,0,0,0,0,0,0,14,8,22,5,2,2,3,3,6,16,10,10,4,8,2,0,0,1,0
ASV_2568,8,8,32,18,39,44,0,0,0,1,0,4,1,0,2,0,0,0,0,1,0,1,0,0,0,19,3,0,0,0,0,0,0,0,0,3,2,9,4,19,2,4,8,3,0,0,0,0,0,0,0,0,0,0,15,41,41,28,34,28,43,54,53,5,1,140,33,15,23,4,6,1,1,19,5,5,0,0,0,0,0,0,0,0,0,37,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,1,16,20,44,8,12,8,10,7,34,8,27,10,21,6,12,16,13,23,11,10,9,21,13,31,21,0,0,0,51,44,19,52,9,15,13,19,0,0,0,0,6,25,18,6,4,0,1,0,0,0,0,0,0,0,0,5,10,48,17,1,4,14,36,6,19,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,10,37,12,22,11,26,11,7,20,9,7,10,25,0,0,0,0,0,0,0,31,34,39,0,0,0,28,13,3,33,18,0,0,0,5,3,0,1,3
ASV_7082,3,3,19,23,21,11,10,4,1,3,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22,9,15,12,6,6,3,0,0,0,2,0,0,0,6,5,11,1,0,4,0,0,0,0,8,7,9,3,3,12,2,5,2,0,0,7,2,0,17,12,0,0,1,0,7,0,46,1,34,32,5,0,0,0,0,14,3,11,0,0,0,0,13,8,3,5,16,16,10,0,6,0,7,2,8,4,0,0,0,0,0,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,7,58,37,62,51,100,70,0,0,0,0,11,0,4,14,2,0,0,0,0,75,23,66,94,1,51,23,21,3,6,34,13,12,9,8,11,6,17,0,0,0,0,1,0,49,78,95,107,64,48,77,44,59,30,49,83,36,48,63,53,70,36,31,37,34,21,14,28,6,20,51,6,3,0,1,1,1,3,3,5,2,3,2,4,2,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,3,1,5,0,0,0,0,0,0,0,0,7,0,3,0,1,3,19,12,9,6,8,1,0,1,8,13,1,20,12
