bnti,AI,Altitude,LON,LAT,SOC,N,BD,Ph,NDVI,SAND,
5.815578041,0.426815995,3113,101.2,37.6167,42.1752002,3.675600012,1.242655992,7.776477273,0.4215087,42.04986054,D
5.890589202,0.426815995,3113,101.2,37.6167,42.1752002,3.675600012,1.242655992,7.776477273,0.4215087,42.04986054,D
5.985535303,0.426815995,3113,101.2,37.6167,42.1752002,3.675600012,1.242655992,7.776477273,0.4215087,42.04986054,D
6.287539642,0.426815995,3113,101.2,37.6167,42.1752002,3.675600012,1.242655992,7.776477273,0.4215087,42.04986054,D
5.85329242,0.426815995,3113,101.2,37.6167,42.1752002,3.675600012,1.242655992,7.776477273,0.4215087,42.04986054,D
5.945290132,0.426815995,3113,101.2,37.6167,42.1752002,3.675600012,1.242655992,7.776477273,0.4215087,42.04986054,D
6.053866179,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
6.04907324,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
5.811170568,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
5.633379239,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
5.230411678,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
5.691654179,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
5.04713937,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
5.742940465,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
6.036716097,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
6.136609996,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
5.736049118,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
6.05082286,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818,D
6.032868065,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295,D
6.040932882,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295,D
6.103166122,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295,D
6.015884621,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295,D
6.110165716,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295,D
6.153100042,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295,D
6.104350391,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174,D
6.23462328,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174,D
6.303168035,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174,D
4.595063401,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174,D
4.654674317,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174,D
4.501523713,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174,D
4.945449005,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174,D
4.124507946,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174,D
4.504166398,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174,D
4.297042988,0.267757452,1118,117.5,44.5,27.27500057,3.625,1.310661157,7.756198347,0.246795654,54.29504132,D
5.806800152,0.267757452,1118,117.5,44.5,27.27500057,3.625,1.310661157,7.756198347,0.246795654,54.29504132,D
5.506402109,0.267757452,1118,117.5,44.5,27.27500057,3.625,1.310661157,7.756198347,0.246795654,54.29504132,D
5.873321309,0.267757452,1118,117.5,44.5,27.27500057,3.625,1.310661157,7.756198347,0.246795654,54.29504132,D
5.42491164,0.276068828,474,119.65,43.0333,15.39999986,2.924800072,1.365559659,8.013039773,0.189917386,48.26011364,D
5.071032242,0.276068828,474,119.65,43.0333,15.39999986,2.924800072,1.365559659,8.013039773,0.189917386,48.26011364,D
5.129541123,0.276068828,474,119.65,43.0333,15.39999986,2.924800072,1.365559659,8.013039773,0.189917386,48.26011364,D
6.047339725,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621,D
5.856224897,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621,D
6.096964469,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621,D
6.39158874,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621,D
6.286004233,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621,D
5.274253322,0.376714975,1943,106.3911,36.285,30.23696035,3.393440038,1.278920325,8.115225981,0.282526076,34.17120997,D
5.181663859,0.376714975,1943,106.3911,36.285,30.23696035,3.393440038,1.278920325,8.115225981,0.282526076,34.17120997,D
5.290584242,0.376714975,1943,106.3911,36.285,30.23696035,3.393440038,1.278920325,8.115225981,0.282526076,34.17120997,D
6.27167633,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773,D
6.328857637,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773,D
6.039601154,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773,D
6.339244265,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773,D
6.251597126,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773,D
